scorer,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,868.3134,674.1028,0.86042017,856.34705,517.0939,0.9209781,842.5855,355.4989,0.90756077,834.2854,220.44641,0.9384883,802.0739,62.04988,0.9609379
1,868.33636,674.0291,0.8569116,856.3546,517.1086,0.9203075,842.52686,355.542,0.9246625,834.2725,220.39017,0.95175165,802.09937,62.100834,0.9638125
2,868.21747,674.0671,0.8863991,856.3842,517.03455,0.9273145,842.8268,355.63922,0.9310945,834.2695,220.33623,0.96847475,802.1432,62.021866,0.95763385
3,867.9858,673.82074,0.87911266,856.38544,517.048,0.9274652,842.8137,355.6169,0.91223395,834.25806,220.3653,0.9554074,802.1358,62.01937,0.9598499
4,867.99506,674.0204,0.8899728,856.434,517.0624,0.91057813,842.84393,355.6093,0.9148989,834.2639,220.3635,0.9561506,802.1308,62.024555,0.96423054
5,867.9873,674.0162,0.89188606,856.39166,517.15393,0.91750586,842.7204,355.69165,0.9182598,834.257,220.35056,0.96090376,802.12714,62.04104,0.9610659
6,867.9862,674.00684,0.8918772,856.3277,517.21643,0.91921836,842.65894,355.7742,0.913289,834.26794,220.36241,0.9582448,802.1076,62.094524,0.95819366
7,867.9885,674.01447,0.8929104,856.33826,517.22766,0.91740143,842.55566,355.97086,0.9063253,834.2248,220.45897,0.95603484,802.0915,62.135574,0.95532537
8,867.9807,674.0092,0.89029855,856.3446,517.4284,0.90685546,842.54974,355.9636,0.90461296,834.2212,220.53241,0.9695066,802.083,62.19534,0.947349
9,868.1075,673.9439,0.8821144,856.39496,517.37476,0.9152043,842.5551,355.86246,0.9040977,834.17426,220.48701,0.9712237,802.0363,62.123383,0.9480045
10,868.34424,673.82214,0.87825876,856.4165,517.27734,0.9228294,842.5733,355.74948,0.91784316,834.14465,220.41924,0.9742797,801.99146,62.056114,0.9482682
11,868.4799,673.88086,0.8850385,856.44525,517.24426,0.9246223,842.5753,355.67676,0.92115784,834.28705,220.3487,0.97091436,802.09814,62.00894,0.95468587
12,868.6905,673.9293,0.87678313,856.5702,517.0724,0.92632765,842.57947,355.58856,0.9228366,834.14404,220.36037,0.9620149,801.8962,61.92008,0.9488341
13,869.0935,673.96576,0.883201,856.6455,517.4351,0.91968983,842.63715,355.73596,0.900352,834.11566,220.3877,0.9754128,801.88776,62.10993,0.9467615
14,869.4057,674.126,0.88527054,856.7496,517.3456,0.9147299,842.6493,355.7361,0.9086459,834.0773,220.36002,0.9791213,801.86725,62.14953,0.9380273
15,869.6053,674.12384,0.89159465,856.76483,517.5112,0.91195065,842.65454,355.8245,0.9059695,834.0204,220.34865,0.9783864,801.8705,62.1566,0.94069374
16,869.7841,674.1413,0.8827303,856.90356,517.6738,0.9034607,842.6642,355.95044,0.8986505,833.9614,220.30226,0.9767326,801.85645,62.16679,0.9421358
17,869.79266,674.1529,0.87408775,856.9443,517.6143,0.923753,842.6222,355.9639,0.89981055,833.99524,220.35338,0.967868,801.88605,62.094467,0.9393892
