timestamp,adc_ch0,adc_ch1,adc_ch2,adc_ch3
193028977131,0,0,0,9021259
193028977131,0,0,0,9036277
193028977131,0,0,0,9037301
193028977131,0,0,0,9032352
193028977131,0,0,0,9032352
193028999075,0,0,0,9039861
193028999075,0,0,0,9033888
193028999075,0,0,0,9031669
193028999075,0,0,0,9032011
193028999075,0,0,0,9032864
193029004742,0,0,0,9026720
193029004742,0,0,0,9033035
193029004742,0,0,0,9040885
193029004742,0,0,0,9029792
193029004742,0,0,0,9035936
193029011844,0,0,0,9031158
193029011844,0,0,0,9031158
193029011844,0,0,0,9031328
193029011844,0,0,0,9036619
193029011844,0,0,0,9032352
193029019593,0,0,0,9032864
193029019593,0,0,0,9036619
193029019593,0,0,0,9033376
193029019593,0,0,0,9024672
193029019593,0,0,0,9034059
193029026661,0,0,0,9023648
193029026661,0,0,0,9033547
193029026661,0,0,0,9053685
193029026661,0,0,0,9035765
193029026661,0,0,0,9036448
193029033368,0,0,0,9030987
193029033368,0,0,0,9039520
193029033368,0,0,0,9034571
193029033368,0,0,0,9029280
193029033368,0,0,0,9032693
193029043363,0,0,0,9030134
193029043363,0,0,0,9036619
193029043363,0,0,0,9035595
193029043363,0,0,0,9031499
193029043363,0,0,0,9032352
193029048167,0,0,0,9023648
193029048167,0,0,0,9031158
193029048167,0,0,0,9042763
193029048167,0,0,0,9026891
193029048167,0,0,0,9033888
193029054675,0,0,0,9032181
193029054675,0,0,0,9032181
193029054675,0,0,0,9035424
193029054675,0,0,0,9022795
193029054675,0,0,0,9032523
193029062086,0,0,0,9033376
193029062086,0,0,0,9024502
193029062086,0,0,0,9031669
193029062086,0,0,0,9030304
193029062086,0,0,0,9033376
193029068678,0,0,0,9021942
193029068678,0,0,0,9039861
193029068678,0,0,0,9028086
193029068678,0,0,0,9027574
193029068678,0,0,0,9043787
193029075765,0,0,0,9032181
193029075765,0,0,0,9028427
193029075765,0,0,0,9024502
193029075765,0,0,0,9037472
193029075765,0,0,0,9029792
193029083667,0,0,0,9029280
193029083667,0,0,0,9018358
193029083667,0,0,0,9037131
193029083667,0,0,0,9031669
193029083667,0,0,0,9023478
193029090190,0,0,0,9026720
193029090190,0,0,0,9037131
193029090190,0,0,0,9034059
193029090190,0,0,0,9034059
193029090190,0,0,0,9028939
193029097502,0,0,0,9036277
193029097502,0,0,0,9031328
193029097502,0,0,0,9030816
193029097502,0,0,0,9038496
193029097502,0,0,0,9034571
193029104682,0,0,0,9032693
193029104682,0,0,0,9032352
193029104682,0,0,0,9031669
193029104682,0,0,0,9033717
193029104682,0,0,0,9030304
193029112072,0,0,0,9023990
193029112072,0,0,0,9031499
193029112072,0,0,0,9031840
193029112072,0,0,0,9033205
193029112072,0,0,0,9035083
193029118844,0,0,0,9029963
193029118844,0,0,0,9027915
193029118844,0,0,0,9028939
193029118844,0,0,0,9032523
193029118844,0,0,0,9034400
193029125892,0,0,0,9025014
193029125892,0,0,0,9034229
193029125892,0,0,0,9039349
193029125892,0,0,0,9039179
193029125892,0,0,0,9038667
193029133265,0,0,0,9039179
193029133265,0,0,0,9032864
193029133265,0,0,0,9037131
193029133265,0,0,0,9029963
193029133265,0,0,0,9039349
193029140459,0,0,0,9022283
193029140459,0,0,0,9042251
193029140459,0,0,0,9037984
193029140459,0,0,0,9034912
193029140459,0,0,0,9028427
193029147073,0,0,0,9042421
193029147073,0,0,0,9035765
193029147073,0,0,0,9029963
193029147073,0,0,0,9034229
193029147073,0,0,0,9029451
193029154357,0,0,0,9023990
193029154357,0,0,0,9029622
193029154357,0,0,0,9042763
193029154357,0,0,0,9024331
193029154357,0,0,0,9029110
193029161305,0,0,0,9021771
193029161305,0,0,0,9031328
193029161305,0,0,0,9037813
193029161305,0,0,0,9039520
193029161305,0,0,0,9043957
193029169612,0,0,0,9038667
193029169612,0,0,0,9029622
193029169612,0,0,0,9033376
193029169612,0,0,0,9023648
193029169612,0,0,0,9036789
193029176783,0,0,0,9032693
193029176783,0,0,0,9042763
193029176783,0,0,0,9029792
193029176783,0,0,0,9028939
193029176783,0,0,0,9028086
193029183552,0,0,0,9043104
193029183552,0,0,0,9035424
193029183552,0,0,0,9023648
193029183552,0,0,0,9031499
193029183552,0,0,0,9021600
193029190842,0,0,0,9035765
193029190842,0,0,0,9035595
193029190842,0,0,0,9019894
193029190842,0,0,0,9039179
193029190842,0,0,0,9035936
193029199015,0,0,0,9034229
193029199015,0,0,0,9034229
193029199015,0,0,0,9026720
193029199015,0,0,0,9035083
193029199015,0,0,0,9021088
193029204728,0,0,0,9035595
193029204728,0,0,0,9026379
193029204728,0,0,0,9026891
193029204728,0,0,0,9025014
193029204728,0,0,0,9048395
193029212203,0,0,0,9047712
193029212203,0,0,0,9032181
193029212203,0,0,0,9032523
193029212203,0,0,0,9030987
193029212203,0,0,0,9034400
193029219485,0,0,0,9040032
193029219485,0,0,0,9039349
193029219485,0,0,0,9031669
193029219485,0,0,0,9035595
193029219485,0,0,0,9034571
193029226410,0,0,0,9029622
193029226410,0,0,0,9032181
193029226410,0,0,0,9034571
193029226410,0,0,0,9035765
193029226410,0,0,0,9029110
193029233942,0,0,0,9029622
193029233942,0,0,0,9038667
193029233942,0,0,0,9045323
193029233942,0,0,0,9030475
193029233942,0,0,0,9033717
193029240971,0,0,0,9034059
193029240971,0,0,0,9031669
193029240971,0,0,0,9031669
193029240971,0,0,0,9038325
193029240971,0,0,0,9032864
193029247413,0,0,0,9040373
193029247413,0,0,0,9030816
193029247413,0,0,0,9035595
193029247413,0,0,0,9041568
193029247413,0,0,0,9035424
193029255255,0,0,0,9031328
193029255255,0,0,0,9026038
193029255255,0,0,0,9036107
193029255255,0,0,0,9036107
193029255255,0,0,0,9034059
193029262054,0,0,0,9042421
193029262054,0,0,0,9037131
193029262054,0,0,0,9030304
193029262054,0,0,0,9041739
193029262054,0,0,0,9034059
193029268813,0,0,0,9038496
193029268813,0,0,0,9037984
193029268813,0,0,0,9032523
193029268813,0,0,0,9035936
193029268813,0,0,0,9036107
193029275887,0,0,0,9038496
193029275887,0,0,0,9032352
193029275887,0,0,0,9036789
193029275887,0,0,0,9026720
193029275887,0,0,0,9041739
193029283815,0,0,0,9024502
193029283815,0,0,0,9028427
193029283815,0,0,0,9032181
193029283815,0,0,0,9029280
193029283815,0,0,0,9032181
193029290173,0,0,0,9041568
193029290173,0,0,0,9040715
193029290173,0,0,0,9037813
193029290173,0,0,0,9037813
193029290173,0,0,0,9033888
193029298604,0,0,0,9033205
193029298604,0,0,0,9035595
193029298604,0,0,0,9037472
193029298604,0,0,0,9023990
193029298604,0,0,0,9039861
193029304857,0,0,0,9030816
193029304857,0,0,0,9033547
193029304857,0,0,0,9034912
193029304857,0,0,0,9032011
193029304857,0,0,0,9039691
193029312367,0,0,0,9026208
193029312367,0,0,0,9026038
193029312367,0,0,0,9038496
193029312367,0,0,0,9024843
193029312367,0,0,0,9032864
193029318830,0,0,0,9029280
193029318830,0,0,0,9038325
193029318830,0,0,0,9028598
193029318830,0,0,0,9031158
193029318830,0,0,0,9033717
193029326451,0,0,0,9041909
193029326451,0,0,0,9032523
193029326451,0,0,0,9016139
193029326451,0,0,0,9047029
193029326451,0,0,0,9038155
193029333716,0,0,0,9033888
193029333716,0,0,0,9042251
193029333716,0,0,0,9033888
193029333716,0,0,0,9023478
193029333716,0,0,0,9035083
193029340540,0,0,0,9025867
193029340540,0,0,0,9033717
193029340540,0,0,0,9026038
193029340540,0,0,0,9030134
193029340540,0,0,0,9026891
193029347708,0,0,0,9034912
193029347708,0,0,0,9033035
193029347708,0,0,0,9028427
193029347708,0,0,0,9034912
193029347708,0,0,0,9028427
193029354900,0,0,0,9028256
193029354900,0,0,0,9035083
193029354900,0,0,0,9032693
193029354900,0,0,0,9034912
193029354900,0,0,0,9035936
193029362263,0,0,0,9034229
193029362263,0,0,0,9039520
193029362263,0,0,0,9029110
193029362263,0,0,0,9036448
193029362263,0,0,0,9030304
193029369443,0,0,0,9032011
193029369443,0,0,0,9030475
193029369443,0,0,0,9028427
