scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,958.01904,1004.083,0.5970159,896.37604,857.5972,0.8576171,889.471,659.63116,0.7451367,883.5998,504.05066,0.9394769,860.0283,271.31772,0.40963426
1,958.9121,1004.2083,0.5750035,897.55304,857.59094,0.84968805,890.17926,658.76105,0.7517284,884.45703,504.30475,0.92974293,860.67194,270.77475,0.42638022
2,958.9824,1004.138,0.6029708,897.752,857.4401,0.86238015,890.9202,659.1009,0.7409745,884.66534,504.0355,0.92476726,860.80005,271.53046,0.4234269
3,959.1858,1004.12067,0.6133901,897.9534,857.4762,0.8784823,891.0085,659.4736,0.7504329,884.664,503.62628,0.92403173,860.7575,271.4296,0.42888737
4,959.3385,1004.2305,0.6432643,897.99365,857.61975,0.87301236,891.10297,659.49927,0.7381408,884.5758,503.77496,0.9257941,860.7314,271.31354,0.43470523
5,959.69305,1004.3012,0.6039278,898.199,857.47845,0.86327887,891.2807,659.26184,0.6948684,884.6921,503.714,0.9314799,860.4461,270.99716,0.47391477
6,959.97375,1003.84564,0.5928702,898.42267,857.3724,0.8651677,891.40625,659.08954,0.74161506,884.64014,503.70776,0.9606917,860.737,271.2963,0.4979075
7,960.0204,1003.8985,0.60645527,898.5052,857.4015,0.87329715,891.0975,659.28284,0.71792275,884.87555,503.79196,0.952116,860.6097,270.8343,0.49361968
8,960.0201,1003.9591,0.6118422,898.42615,857.37024,0.8429329,891.4161,659.0582,0.6801055,884.8274,503.90186,0.9393374,860.8223,271.0736,0.47377154
9,959.84766,1003.9704,0.6158716,898.04486,856.95776,0.8474867,891.2743,658.85114,0.72253525,884.7187,503.9813,0.9153581,860.7894,270.89728,0.47347048
10,959.6965,1003.91736,0.62255996,898.4341,857.5338,0.8485017,891.033,658.86005,0.6918626,884.6921,503.8046,0.919714,860.87244,271.04803,0.46490157
11,959.4358,1003.9754,0.6217306,898.26117,857.2707,0.8603551,890.9003,658.6908,0.71086204,884.61554,503.7741,0.9132169,860.8639,270.86276,0.4528185
12,959.2999,1003.9672,0.64059657,898.1574,856.9514,0.86747426,890.86957,658.3798,0.64631045,884.59314,503.7277,0.93804216,860.893,270.8484,0.45273846
13,959.35846,1004.2323,0.6249661,898.4055,857.5623,0.8453186,890.4253,659.1533,0.709356,884.6062,503.73724,0.96198016,860.8524,270.73615,0.44585547
14,959.12134,1004.26666,0.5648156,898.1016,857.51245,0.8534799,890.3988,659.04517,0.716869,884.4885,503.84683,0.94646966,860.7894,271.38724,0.43595487
15,958.9194,1004.5566,0.6151571,897.78326,857.67065,0.8300924,890.50653,659.1891,0.6909189,884.31195,503.95807,0.9643066,860.7991,271.55936,0.4295453
16,958.74927,1004.9354,0.6325715,897.26843,858.0064,0.83371246,890.38336,659.24023,0.72225004,884.2716,504.11044,0.94907176,860.7796,271.9044,0.4232502
17,958.3985,1004.8724,0.5855589,897.05286,857.96844,0.8337591,890.1876,659.3485,0.7198728,884.4271,503.9585,0.95774746,860.9182,272.02332,0.42143103
