scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-27.502302,7.021302,34.325615,-25.52771,5.282792,35.481167,-23.443827,3.5454335,38.167187,-21.764317,1.6066657,39.68463,-20.549212,-0.16948216,41.78326
1,-27.503391,7.023907,34.32731,-25.527876,5.2838354,35.481094,-23.443388,3.5458534,38.168507,-21.764175,1.6075039,39.6845,-20.547226,-0.17206943,41.772194
2,-27.503305,7.021578,34.328114,-25.5281,5.284873,35.481888,-23.442371,3.5460377,38.170155,-21.764048,1.6081854,39.684162,-20.54701,-0.17048018,41.77247
3,-27.503834,7.0228596,34.324734,-25.528921,5.284986,35.478233,-23.44314,3.5463228,38.174805,-21.763824,1.6086694,39.68335,-20.54802,-0.17029852,41.769966
4,-27.503256,7.0225353,34.325207,-25.528244,5.285209,35.481853,-23.44143,3.5470734,38.171585,-21.763662,1.6091467,39.68314,-20.54679,-0.17069928,41.77646
5,-27.50103,7.0274916,34.328136,-25.525042,5.2878547,35.478874,-23.439007,3.5516891,38.170925,-21.760698,1.6124253,39.681515,-20.542942,-0.16433455,41.771908
6,-27.500334,7.0287523,34.331696,-25.52254,5.290642,35.47744,-23.437664,3.551527,38.170788,-21.757504,1.6149907,39.679447,-20.5421,-0.16270651,41.77516
7,-27.495996,7.0346518,34.333035,-25.520868,5.2933054,35.479374,-23.435476,3.5540876,38.171463,-21.75507,1.6173725,39.67875,-20.540413,-0.15979335,41.77327
8,-27.495127,7.0381145,34.337257,-25.517084,5.2958393,35.478237,-23.43323,3.555881,38.17177,-21.752497,1.6200145,39.67727,-20.53743,-0.15730466,41.77283
9,-27.496017,7.035014,34.33373,-25.518333,5.2954445,35.47796,-23.432915,3.5563092,38.17228,-21.752975,1.618987,39.675964,-20.539331,-0.16014794,41.773468
10,-27.49742,7.0325584,34.33161,-25.520054,5.295271,35.47885,-23.434683,3.5555305,38.166576,-21.753267,1.6182603,39.675,-20.541336,-0.1613136,41.775124
11,-27.49808,7.02945,34.329697,-25.522764,5.289473,35.479004,-23.437393,3.5527332,38.16406,-21.7561,1.6155782,39.67725,-20.54275,-0.16389686,41.77266
12,-27.498905,7.028439,34.32871,-25.523598,5.285776,35.47895,-23.438774,3.5523388,38.165905,-21.758944,1.6125748,39.67966,-20.542845,-0.16436662,41.772827
13,-27.500153,7.0224967,34.326965,-25.527084,5.279693,35.478462,-23.442038,3.5474682,38.167942,-21.762253,1.6076868,39.679207,-20.543648,-0.17104086,41.77809
14,-27.507078,7.0126076,34.32608,-25.530102,5.2736263,35.47668,-23.446283,3.5407903,38.16806,-21.76571,1.603101,39.67917,-20.54443,-0.17560774,41.775337
15,-27.507162,7.010459,34.325954,-25.530659,5.26963,35.475536,-23.448792,3.5385237,38.171314,-21.7672,1.6003883,39.679985,-20.544529,-0.17724332,41.775993
16,-27.507086,7.0104,34.326553,-25.530941,5.2674313,35.474537,-23.450714,3.5380015,38.170967,-21.768152,1.598756,39.681904,-20.544762,-0.1789793,41.774353
17,-27.505493,7.010627,34.32457,-25.530752,5.268183,35.475475,-23.450134,3.538091,38.16947,-21.767046,1.5986692,39.680008,-20.545753,-0.17924893,41.774616
18,-27.50543,7.010413,34.323807,-25.530859,5.2693853,35.47649,-23.450453,3.5374186,38.17086,-21.76589,1.598703,39.67782,-20.545319,-0.17933682,41.774014
