scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,856.2954,343.47763,0.6454974,809.6987,202.08958,0.79686564,841.1518,72.10619,0.7658288,682.1722,249.28108,0.06979811,1892.06,475.66345,0.14200854
1,856.2325,343.32996,0.6446112,810.26324,202.31699,0.8127546,841.46436,72.03024,0.7607934,681.9842,249.01181,0.07229501,1892.0452,475.70892,0.09906009
2,857.8668,341.67404,0.5783482,810.00604,201.31737,0.76854604,841.11475,70.49598,0.7758859,681.6351,248.69919,0.07603775,1892.1215,475.52197,0.14672102
3,856.74164,343.51657,0.6707559,810.55225,202.39001,0.7885304,841.3814,72.31165,0.76563734,681.93005,248.8216,0.075997464,1892.0602,475.5953,0.15318666
4,856.9162,343.65576,0.67492735,810.81067,203.11195,0.80081636,841.56696,72.27856,0.7627499,681.9758,248.937,0.073742345,1892.0465,475.52963,0.13222782
5,856.9378,343.7068,0.6509847,811.0758,202.90071,0.7953295,841.5836,72.225624,0.7586446,681.99524,248.87296,0.07366846,1892.0795,475.47583,0.16998397
6,857.9595,344.39697,0.6843358,811.7265,203.26126,0.85129416,842.1074,72.50474,0.7615834,682.03845,248.90492,0.07302644,1892.071,475.44766,0.14424106
7,857.43695,343.01498,0.6346898,811.22473,202.25107,0.8195984,841.5846,71.51993,0.7437928,682.01135,248.90414,0.07381512,1892.1975,475.3681,0.19189146
8,857.9838,342.91693,0.6689323,811.6721,202.18776,0.8488977,841.80444,71.59583,0.7757934,682.17633,249.0186,0.07039121,1892.1218,475.50946,0.18350683
9,857.9483,342.8313,0.65541595,811.6102,202.11067,0.850056,841.7952,71.64699,0.77392864,682.10443,248.91406,0.07265871,1891.9679,475.56107,0.17206496
10,858.34607,342.84647,0.6666126,812.1523,202.34476,0.8865958,842.3628,71.36734,0.7671324,682.0115,248.8867,0.07277895,1891.9729,475.61194,0.15258333
11,859.8003,344.26813,0.6445328,813.16473,203.0,0.9173206,842.86084,71.98133,0.7931411,682.0413,248.9136,0.07221479,1891.9973,475.57074,0.16041228
12,859.74396,343.07053,0.6022554,813.23236,202.09044,0.9225765,843.0908,70.96161,0.7806626,681.9669,248.86981,0.07145748,1891.9392,475.68668,0.16765717
13,860.9309,341.73782,0.56947166,813.39795,200.93658,0.9299983,843.25024,70.042175,0.8123691,681.93274,248.80504,0.07439045,1892.0007,475.70407,0.17898019
14,859.66187,342.77347,0.6034307,813.193,201.45618,0.90990657,843.0528,70.88152,0.7849871,681.9846,248.76244,0.07257008,1892.0024,475.74292,0.14773205
15,859.24414,343.45462,0.63370705,812.8661,202.44191,0.89234734,842.46674,71.786064,0.7773246,682.02454,248.75832,0.07248089,1891.9729,475.53983,0.1516758
16,859.202,342.96497,0.6188935,812.85504,201.85016,0.88612795,843.02637,71.08304,0.7899552,681.9453,248.76167,0.07229338,1891.9819,475.54767,0.15798835
17,861.66864,342.5144,0.5176996,814.1362,201.57312,0.939007,843.91406,70.97081,0.8060968,681.8807,248.8913,0.06931684,1891.9718,475.63153,0.1502419
