scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,943.8274,611.65247,0.58617586,926.4344,438.46756,0.9966085,914.03265,251.30394,0.62107384,901.25183,116.026436,0.7778396,944.2938,611.4377,0.04713731
1,943.733,611.8144,0.5850535,926.38086,438.372,1.0,914.2882,251.3932,0.63808197,901.5223,116.11895,0.76144403,944.21857,611.55774,0.04967511
2,943.68176,611.7528,0.6120998,926.3818,438.4075,1.0,914.3872,251.43922,0.64975566,901.4797,116.07839,0.7635935,944.1678,611.4882,0.047245175
3,943.5101,611.7377,0.61586297,926.33563,438.45386,0.99754775,914.3798,251.4558,0.6149174,901.5352,116.18323,0.7675763,943.99176,611.4799,0.046069965
4,943.49963,611.7206,0.60881305,926.3603,438.51068,0.9956665,914.39496,251.44638,0.56979495,901.6136,116.28105,0.7736549,943.9481,611.45605,0.045359086
5,943.61743,611.61176,0.58818865,926.3454,438.26672,1.0,914.4947,251.44875,0.6131429,901.6018,116.05201,0.78730303,944.1048,611.3461,0.051590092
6,943.6188,611.5,0.5966451,926.33124,438.2118,1.0,914.4407,251.43863,0.6032857,901.5927,115.89411,0.7798834,944.1199,611.2239,0.051205046
7,943.60895,611.56433,0.58935964,926.33203,438.25546,1.0,914.37744,251.42024,0.60388726,901.625,115.88901,0.7822712,944.0857,611.28033,0.050997708
8,943.44855,611.1301,0.5656161,926.34265,438.22134,1.0,914.45197,251.41895,0.60541034,901.62964,115.65807,0.7713628,943.94434,610.8035,0.053813126
9,943.5563,611.2848,0.62849706,926.40765,438.21005,1.0,914.50903,251.32372,0.6399755,901.7633,115.72256,0.7654486,944.04346,610.99805,0.050934296
10,943.5229,611.1724,0.60714716,926.421,438.19244,1.0,914.4707,251.3458,0.62704206,901.7828,115.77258,0.7521322,944.01215,610.8625,0.05136254
11,943.60645,611.21826,0.63065934,926.4557,438.1849,1.0,914.4629,251.34464,0.63478386,901.79565,115.5624,0.7518831,944.0851,610.9004,0.0489831
12,943.65356,611.2898,0.63811904,926.4547,438.10202,1.0,914.4732,251.346,0.63245344,901.77,115.5806,0.75269055,944.1458,611.0208,0.049593925
13,943.6155,611.2693,0.6487747,926.4745,438.20477,1.0,914.4452,251.34488,0.665876,901.7406,115.53094,0.7693666,944.0952,611.00195,0.047881838
14,943.56525,611.32184,0.6390558,926.43964,438.18243,1.0,914.412,251.32603,0.66664344,901.769,115.6065,0.7680198,944.0392,611.0669,0.049274094
15,943.4722,611.3162,0.636754,926.48486,438.23138,1.0,914.4088,251.33044,0.673347,901.72485,115.58581,0.77454776,943.9512,611.023,0.04872952
16,943.537,611.31274,0.62380487,926.47363,438.20737,0.9936239,914.36115,251.28398,0.70555115,901.7154,115.59916,0.7656209,944.02014,611.03015,0.04955616
17,943.5743,611.3739,0.6308751,926.4646,438.14908,1.0,914.4225,251.41682,0.6742889,901.9149,115.23661,0.792285,944.0552,611.0833,0.04842785
