timestamp,raw,volts,angle
140126523107,2954,0.553875,-132.78227860138878
140126546340,2967,0.5563125,-132.63219886219431
140126571034,2975,0.5578125,-132.5398420996131
140126593099,2951,0.5533125,-132.81691238735675
140126616685,2991,0.5608125,-132.3551285744507
140126638220,2943,0.5518125,-132.90926914993796
140126660785,2982,0.559125,-132.45902993235455
140126684603,2952,0.5535,-132.8053677920341
140126708827,2968,0.5565,-132.62065426687167
140126729565,2958,0.554625,-132.7361002200982
140126752642,2987,0.5600625,-132.4013069557413
140126776044,2942,0.551625,-132.9208137452606
140126797332,2968,0.5565,-132.62065426687167
140126818374,2960,0.555,-132.7130110294529
140126842466,2947,0.5525625,-132.86309076864734
140126867264,2981,0.5589375,-132.4705745276772
140126888389,2952,0.5535,-132.8053677920341
140126912980,2970,0.556875,-132.59756507622637
140126935530,2959,0.5548125,-132.72455562477555
140126956981,2972,0.55725,-132.57447588558108
140126977891,2950,0.553125,-132.8284569826794
140127000398,2986,0.559875,-132.41285155106394
140127022895,2951,0.5533125,-132.81691238735675
140127043407,2955,0.5540625,-132.77073400606614
140127064340,2958,0.554625,-132.7361002200982
140127088724,2974,0.557625,-132.55138669493576
140127110123,2949,0.5529375,-132.84000157800205
140127132780,2979,0.5585625,-132.49366371832252
140127154554,2955,0.5540625,-132.77073400606614
140127176950,2966,0.556125,-132.64374345751696
140127198296,2944,0.552,-132.8977245546153
140127220596,2979,0.5585625,-132.49366371832252
140127241313,2951,0.5533125,-132.81691238735675
140127265383,2985,0.5596875,-132.42439614638658
140127287781,2957,0.5544375,-132.74764481542084
140127308531,2965,0.5559375,-132.65528805283964
140127328984,2947,0.5525625,-132.86309076864734
140127349630,2983,0.5593125,-132.4474853370319
140127372166,2948,0.55275,-132.85154617332472
140127393831,2956,0.55425,-132.7591894107435
140127414675,2973,0.5574375,-132.5629312902584
140127436377,2958,0.554625,-132.7361002200982
140127456782,2972,0.55725,-132.57447588558108
140127477397,2953,0.5536875,-132.79382319671146
140127499792,2983,0.5593125,-132.4474853370319
140127522728,2954,0.553875,-132.78227860138878
140127543414,2957,0.5544375,-132.74764481542084
140127563601,2955,0.5540625,-132.77073400606614
140127586540,2975,0.5578125,-132.5398420996131
140127607371,2945,0.5521875,-132.88617995929266
140127628976,2968,0.5565,-132.62065426687167
140127651888,2983,0.5593125,-132.4474853370319
140127672662,2960,0.555,-132.7130110294529
140127694883,2946,0.5523750000000001,-132.87463536397001
140127716784,2984,0.5595,-132.43594074170926
140127738795,2947,0.5525625,-132.86309076864734
140127762523,2966,0.556125,-132.64374345751696
140127784979,2952,0.5535,-132.8053677920341
140127807647,2958,0.554625,-132.7361002200982
140127831188,2951,0.5533125,-132.81691238735675
140127852117,2976,0.558,-132.52829750429046
140127874386,2953,0.5536875,-132.79382319671146
140127895449,2977,0.5581875000000001,-132.51675290896782
140127916871,2974,0.557625,-132.55138669493576
140127937439,2964,0.55575,-132.66683264816228
140127958766,2944,0.552,-132.8977245546153
140127981370,2980,0.55875,-132.48211912299985
140128004741,2952,0.5535,-132.8053677920341
140128025531,2946,0.5523750000000001,-132.87463536397001
140128046205,2960,0.555,-132.7130110294529
140128067670,2979,0.5585625,-132.49366371832252
140128088823,2944,0.552,-132.8977245546153
140128111048,2975,0.5578125,-132.5398420996131
140128135274,2981,0.5589375,-132.4705745276772
140128156260,2952,0.5535,-132.8053677920341
140128177197,2961,0.5551875000000001,-132.70146643413023
140128198127,2954,0.553875,-132.78227860138878
140128219562,2978,0.5583750000000001,-132.50520831364514
140128240981,2946,0.5523750000000001,-132.87463536397001
140128262046,2976,0.558,-132.52829750429046
140128282659,2973,0.5574375,-132.5629312902584
140128304745,2965,0.5559375,-132.65528805283964
140128326599,2951,0.5533125,-132.81691238735675
140128347858,2978,0.5583750000000001,-132.50520831364514
140128369102,2973,0.5574375,-132.5629312902584
140128389930,2952,0.5535,-132.8053677920341
140128411809,2969,0.5566875,-132.60910967154902
140128433058,2955,0.5540625,-132.77073400606614
140128453823,2984,0.5595,-132.43594074170926
140128474184,2948,0.55275,-132.85154617332472
140128498706,2985,0.5596875,-132.42439614638658
140128521028,2962,0.5553750000000001,-132.68992183880758
140128543446,2960,0.555,-132.7130110294529
140128564578,2946,0.5523750000000001,-132.87463536397001
140128584807,2984,0.5595,-132.43594074170926
140128605517,2989,0.5604375,-132.378217765096
140128625703,2950,0.553125,-132.8284569826794
140128648295,2972,0.55725,-132.57447588558108
140128669325,2964,0.55575,-132.66683264816228
140128691234,2946,0.5523750000000001,-132.87463536397001
140128713086,2937,0.5506875,-132.97853672187387
140128734507,2981,0.5589375,-132.4705745276772
140128757257,2951,0.5533125,-132.81691238735675
140128779109,2973,0.5574375,-132.5629312902584
140128801042,2973,0.5574375,-132.5629312902584
140128823681,2947,0.5525625,-132.86309076864734
140128845635,2939,0.5510625,-132.95544753122857
140128865935,2967,0.5563125,-132.63219886219431
140128887506,2953,0.5536875,-132.79382319671146
140128908819,2960,0.555,-132.7130110294529
140128931909,2976,0.558,-132.52829750429046
140128954440,2944,0.552,-132.8977245546153
140128977632,2980,0.55875,-132.48211912299985
140129000521,2974,0.557625,-132.55138669493576
140129022974,2950,0.553125,-132.8284569826794
140129043728,2955,0.5540625,-132.77073400606614
140129066092,2991,0.5608125,-132.3551285744507
140129088666,2951,0.5533125,-132.81691238735675
140129109875,2950,0.553125,-132.8284569826794
140129130905,2969,0.5566875,-132.60910967154902
140129152403,2965,0.5559375,-132.65528805283964
140129174591,2970,0.556875,-132.59756507622637
