scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-26.124722,6.5145445,35.06006,-24.328325,4.8359714,36.40521,-22.805916,3.289681,39.13055,-21.732996,2.005712,39.58945,-20.437527,-0.5044919,40.146484
1,-26.123375,6.512257,35.056152,-24.328222,4.8359547,36.40516,-22.80537,3.2896183,39.12838,-21.732536,2.0055692,39.59083,-20.43623,-0.5059157,40.144577
2,-26.122906,6.51223,35.05513,-24.328558,4.836038,36.40542,-22.806967,3.2911878,39.1293,-21.732527,2.0055835,39.59069,-20.434975,-0.50621116,40.14227
3,-26.123005,6.5117135,35.054405,-24.3281,4.8354874,36.404755,-22.805172,3.2908757,39.12691,-21.732866,2.004552,39.59113,-20.43561,-0.50659895,40.143494
4,-26.123674,6.5110183,35.051796,-24.328354,4.835474,36.404915,-22.805956,3.2914438,39.128742,-21.733206,2.0035138,39.591827,-20.437534,-0.5074053,40.145775
5,-26.122375,6.5153813,35.055836,-24.327242,4.8362374,36.40519,-22.80677,3.2902393,39.12669,-21.732822,2.0046647,39.591755,-20.43934,-0.5059293,40.143375
6,-26.121899,6.5160856,35.05634,-24.325388,4.832533,36.40177,-22.807894,3.2905827,39.126297,-21.732634,2.005973,39.591976,-20.43956,-0.50552905,40.143826
7,-26.121346,6.5176535,35.058815,-24.325445,4.8330917,36.402527,-22.805025,3.291237,39.117302,-21.73221,2.006804,39.592655,-20.4399,-0.5047599,40.144825
8,-26.12144,6.5217037,35.058876,-24.32512,4.833917,36.402836,-22.805408,3.2926798,39.118935,-21.732708,2.0076632,39.590656,-20.440292,-0.5042644,40.14445
9,-26.118088,6.524634,35.067223,-24.324549,4.8345566,36.40213,-22.80042,3.2945814,39.126606,-21.732534,2.0078778,39.591732,-20.44114,-0.504203,40.14587
10,-26.11818,6.5239887,35.06656,-24.322424,4.835124,36.406395,-22.802774,3.2946005,39.13314,-21.732136,2.007453,39.593185,-20.4414,-0.50439113,40.144886
11,-26.116962,6.5249357,35.065754,-24.323664,4.835824,36.40432,-22.802011,3.2946956,39.13686,-21.732191,2.0079665,39.592743,-20.441366,-0.5044479,40.14533
12,-26.115097,6.5269437,35.072853,-24.320202,4.836642,36.403996,-22.801119,3.295622,39.137135,-21.731287,2.0080433,39.596115,-20.440779,-0.5043264,40.145252
13,-26.073704,6.4794493,35.0389,-24.316908,4.7974873,36.39425,-22.809553,3.2659788,39.13066,-21.747322,1.9865464,39.59674,-20.464697,-0.52082163,40.131268
14,-26.025475,6.4682264,35.047333,-24.324875,4.7361207,36.39986,-22.822699,3.2237704,39.11568,-21.773987,1.958668,39.60382,-20.49283,-0.54086494,40.160755
15,-25.830032,6.6408234,35.0997,-24.318106,4.7115827,36.383003,-22.869064,3.1680589,39.159313,-21.82671,1.8882862,39.59275,-20.547096,-0.58841133,40.147743
16,-25.24251,7.025009,35.29032,-24.223173,4.676852,36.34508,-22.906301,3.0963485,39.124233,-21.890236,1.8136117,39.588444,-20.63613,-0.66369313,40.143635
17,-24.609547,7.2855573,35.58662,-24.106918,4.677051,36.33887,-22.883486,3.0754232,39.14873,-21.882591,1.7808267,39.60338,-20.64361,-0.70608497,40.17003
