scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,925.2952,674.3678,0.515432,924.4948,506.60004,0.8948852,917.46765,315.29224,0.76488054,907.9148,169.29282,1.0,974.6299,216.84277,0.19251698
1,924.95776,673.9489,0.62745345,924.64746,506.38696,0.86451894,917.0398,315.3701,0.8543643,907.9217,169.12523,1.0,974.6445,216.81975,0.19501886
2,925.3472,673.84576,0.5972745,924.59845,506.23596,0.8602722,917.07733,315.30872,0.8426506,907.87994,168.83246,1.0,908.139,170.49515,0.211112
3,925.5448,674.0947,0.60601324,924.6157,506.3619,0.88219994,916.99603,315.26547,0.8405618,907.88715,169.37251,1.0,908.0791,171.17413,0.19597723
4,925.3283,674.11334,0.5661967,924.51,506.34454,0.8529632,917.02344,315.24164,0.8297582,907.88214,169.03648,1.0,908.0158,170.89896,0.21139821
5,925.33276,673.9768,0.605157,924.51904,506.40466,0.8660966,916.94257,315.61035,0.8443154,907.8513,169.07393,1.0,908.04486,171.09134,0.20227182
6,925.3698,674.0126,0.6013302,924.5977,506.41534,0.8449269,917.04816,315.72614,0.83841264,907.8602,169.14096,1.0,974.36725,216.69968,0.21291482
7,925.5904,673.942,0.5965699,924.65826,506.47784,0.84347606,917.10986,315.80917,0.8378661,907.86523,169.16273,1.0,974.3283,216.6214,0.19871318
8,926.16736,673.7578,0.60654485,924.7086,506.44745,0.832959,917.0642,315.72144,0.82419354,907.9091,169.19604,1.0,974.30194,216.57571,0.19274648
9,926.38354,673.8632,0.5798361,924.778,506.38702,0.8600559,917.17267,315.78464,0.823671,908.473,169.27953,1.0,974.7195,216.59735,0.19531515
10,926.2384,673.8016,0.5877996,924.81366,506.42328,0.8653637,917.35364,315.824,0.8344174,908.51105,169.2406,1.0,974.714,216.41669,0.20624268
11,926.40765,673.9525,0.56318516,924.9282,506.57147,0.85987955,917.4578,315.8423,0.814377,908.4392,169.41324,1.0,974.12427,216.9175,0.22582698
12,926.6512,673.9341,0.568502,924.91693,506.59253,0.8415837,917.7775,315.76758,0.77081966,909.0488,169.41547,1.0,974.68823,217.03552,0.22429477
13,926.7054,674.0162,0.56676465,925.0872,506.5863,0.86171585,917.9217,315.85828,0.84873146,908.92566,169.44342,1.0,908.8771,171.30492,0.18938899
14,926.6608,674.13666,0.56202805,925.06006,506.61115,0.8504335,917.88556,315.90195,0.8487768,908.9454,169.44939,1.0,908.84454,171.3785,0.1946639
15,926.6714,674.41626,0.5751955,925.1105,506.65887,0.8611211,917.9242,315.82785,0.86032164,908.94366,169.49942,1.0,1005.10095,477.53598,0.2008858
16,926.627,674.4528,0.60828424,925.12976,506.6724,0.8534547,918.21686,315.73926,0.8165316,908.9869,169.46461,1.0,1005.3949,477.0758,0.19680151
17,926.7077,674.3712,0.64178085,925.0254,506.679,0.85712796,918.1764,315.6609,0.8329476,909.06635,169.49162,1.0,1004.9794,476.9388,0.21589161
