scorer,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,773.18536,745.69824,0.88452804,765.8764,590.8247,0.6918988,771.4379,431.91953,0.7679816,746.8176,274.68195,0.8719769,697.542,42.820393,0.58976257
1,773.25195,745.2716,0.92499185,766.56616,590.6102,0.6817943,771.3672,431.78436,0.7460551,747.0174,274.90594,0.87048113,697.3063,42.598206,0.59228086
2,773.2961,745.3012,0.924474,766.60004,590.71576,0.6716613,771.3664,431.8008,0.7547084,746.97266,274.88837,0.8680585,697.59906,42.71264,0.591481
3,773.1075,745.10767,0.94733894,766.5906,590.6529,0.6745268,771.3629,431.85114,0.7611605,747.03326,274.77597,0.88519245,697.8858,42.695545,0.59923494
4,773.1175,744.9531,0.9266147,766.124,590.77954,0.6620104,771.3409,431.9263,0.7344626,747.14996,274.5598,0.90084946,697.65515,42.60295,0.60535103
5,773.2237,745.07996,0.94280505,766.62775,590.6685,0.68566597,771.5627,431.8558,0.7696517,747.1708,274.65164,0.8925474,697.6831,42.70152,0.6254661
6,773.2461,745.2763,0.92990613,766.6052,590.66473,0.6831567,771.2445,431.9159,0.7639921,747.13354,274.68875,0.89211446,697.68665,42.663578,0.6230971
7,773.21094,745.262,0.9317869,766.5958,590.69257,0.6872762,771.2479,431.8696,0.76309085,747.14624,274.727,0.8915184,697.6862,42.65495,0.6195852
8,773.38196,745.7459,0.89346415,766.6658,590.71045,0.6669497,771.21466,431.89117,0.76747596,747.13275,274.84097,0.882361,697.71436,42.896095,0.6061385
9,773.34094,745.26575,1.0,766.6686,590.6684,0.6897154,771.2862,431.8844,0.7515968,747.16376,274.78375,0.8912939,697.6792,42.813038,0.6193615
10,773.25275,745.0981,1.0,766.6689,590.66974,0.6855993,771.31775,431.88974,0.75923437,746.99164,274.5891,0.898927,697.6937,42.745365,0.61201864
11,773.2796,745.1521,1.0,766.61835,590.6367,0.6928068,771.3865,431.84625,0.76879686,746.99774,274.4972,0.8801322,697.7044,42.71756,0.61739635
12,773.3496,745.2416,1.0,766.6552,590.592,0.6942319,771.3344,431.8152,0.7594237,747.0283,274.53143,0.8930944,697.67957,42.833893,0.6155451
13,773.45087,745.3109,1.0,766.6015,590.6387,0.6901436,771.3742,431.83264,0.7751182,746.93225,274.5901,0.91431165,697.62274,42.805714,0.6198582
14,773.36725,745.2476,1.0,766.56885,590.61316,0.6848651,771.18976,431.90805,0.7569836,746.9392,274.6553,0.90100694,697.59515,42.804104,0.61737305
15,773.37695,745.14496,1.0,766.5785,590.6454,0.6677647,771.1581,431.89545,0.76119953,746.9578,274.67252,0.89639586,697.6922,42.75321,0.6078663
16,773.2439,744.9975,1.0,766.5638,590.66547,0.6666416,771.19666,432.01773,0.7450658,746.97784,274.61258,0.8810255,697.66766,42.75718,0.6103438
17,773.2636,744.97943,1.0,766.56055,590.61676,0.68043095,771.43994,431.87897,0.75031924,747.0935,274.6323,0.89601916,697.7633,42.76222,0.60710895
