scorer,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,839.6774,940.0957,0.76111144,828.83356,798.6341,0.90647346,820.6974,635.9717,0.89373785,805.64685,504.51144,0.7907708,780.676,309.71063,0.87448454
1,839.66736,940.11005,0.770095,828.8068,798.66876,0.92719,820.3594,636.20404,0.8994463,805.6307,504.68185,0.7655875,780.3218,310.3338,0.909373
2,839.83466,940.0792,0.7835068,828.6816,798.8371,0.9181447,820.5236,636.04395,0.88081217,805.2675,504.91107,0.7739438,780.32306,309.94247,0.8590067
3,840.05817,940.055,0.79672265,828.5983,798.8725,0.9121213,820.4892,636.0633,0.8849931,805.049,505.02432,0.78198266,780.31274,310.05777,0.860551
4,840.4584,940.33014,0.7927187,828.58673,798.9937,0.9076314,820.25586,636.0422,0.908647,805.052,504.96524,0.7930666,780.1436,310.1895,0.87113106
5,840.10724,940.03375,0.80895376,828.6265,798.88464,0.927311,820.312,636.1365,0.88174975,804.90405,504.9947,0.7770854,780.3568,309.82486,0.8950288
6,840.1474,940.0315,0.80012846,828.7609,798.7757,0.91608375,820.257,636.23285,0.8766815,805.0788,505.13824,0.7580545,780.29407,309.986,0.8714383
7,839.9244,939.97546,0.8242055,828.6208,798.76385,0.9225363,820.1548,636.293,0.8797674,805.11676,504.8016,0.792588,780.27356,309.90698,0.87374145
8,839.90955,939.9923,0.84195864,828.7842,798.7624,0.90430826,820.17053,636.31726,0.88488144,805.1162,504.96707,0.7772968,780.3531,309.84073,0.87959623
9,839.6773,939.92145,0.8454992,828.4028,798.7885,0.8819678,820.2463,636.2554,0.8952353,804.8727,505.08786,0.76277393,780.16266,309.8578,0.8758092
10,839.62244,939.80774,0.84206045,827.98505,798.7492,0.8981539,820.2357,636.1918,0.88268334,804.7278,505.02597,0.76805186,780.0994,309.97708,0.8890219
11,839.387,940.0396,0.81971335,827.92883,798.79456,0.891922,819.9294,636.17224,0.9087316,804.8221,504.99832,0.7494283,780.00055,309.876,0.8783666
12,839.2278,940.0525,0.8238498,827.89844,798.86145,0.89443415,819.99097,636.1773,0.8998478,804.7865,505.04352,0.7553732,780.1251,309.87906,0.8825062
13,839.28723,939.9516,0.79963875,827.96924,798.78357,0.90746665,820.25867,636.5164,0.90503573,804.808,505.1382,0.75085175,780.38135,310.08206,0.90013576
14,839.3307,939.9521,0.79874694,828.0031,798.7455,0.9108268,820.07367,636.0611,0.8863118,804.8418,505.10684,0.7702745,780.1415,309.94336,0.8835424
15,839.3048,939.94055,0.8009485,827.97473,798.6559,0.9033892,819.97906,636.18134,0.8682996,804.9007,505.1138,0.75862914,780.155,309.94135,0.8903257
16,839.2903,939.9494,0.7930011,828.00684,798.6404,0.90265906,820.078,636.282,0.870918,804.9434,505.0826,0.75754,780.2845,310.0331,0.9025793
17,839.2958,940.0049,0.8083195,828.11053,798.6558,0.89152026,820.03815,636.24646,0.8646015,804.8939,504.84982,0.7730165,780.29297,309.9357,0.9053701
