timestamp,raw,volts,angle
151426161267,2964,0.55575,-132.66683264816228
151426184807,2960,0.555,-132.7130110294529
151426206783,2948,0.55275,-132.85154617332472
151426230632,2980,0.55875,-132.48211912299985
151426253501,2945,0.5521875,-132.88617995929266
151426276084,2960,0.555,-132.7130110294529
151426297184,2965,0.5559375,-132.65528805283964
151426318757,2964,0.55575,-132.66683264816228
151426340654,2939,0.5510625,-132.95544753122857
151426363610,2982,0.559125,-132.45902993235455
151426386686,2946,0.5523750000000001,-132.87463536397001
151426407760,2964,0.55575,-132.66683264816228
151426428239,2962,0.5553750000000001,-132.68992183880758
151426450687,2959,0.5548125,-132.72455562477555
151426473353,2931,0.5495625000000001,-133.04780429380978
151426496665,2977,0.5581875000000001,-132.51675290896782
151426518315,2934,0.550125,-133.01317050784183
151426539588,2953,0.5536875,-132.79382319671146
151426562198,2965,0.5559375,-132.65528805283964
151426583991,2941,0.5514375,-132.93235834058328
151426607366,2984,0.5595,-132.43594074170926
151426629970,2973,0.5574375,-132.5629312902584
151426650965,2956,0.55425,-132.7591894107435
151426672635,2950,0.553125,-132.8284569826794
151426694397,2966,0.556125,-132.64374345751696
151426718719,2923,0.5480625,-133.14016105639098
151426742096,2976,0.558,-132.52829750429046
151426765688,2952,0.5535,-132.8053677920341
151426786711,2944,0.552,-132.8977245546153
151426810231,2955,0.5540625,-132.77073400606614
151426831897,2979,0.5585625,-132.49366371832252
151426853970,2936,0.5505,-132.9900813171965
151426878823,2967,0.5563125,-132.63219886219431
151426900364,2963,0.5555625,-132.67837724348493
151426924038,2937,0.5506875,-132.97853672187387
151426947992,2979,0.5585625,-132.49366371832252
151426971481,2927,0.5488125,-133.0939826751004
151426991941,2963,0.5555625,-132.67837724348493
151427013050,2969,0.5566875,-132.60910967154902
151427034532,2970,0.556875,-132.59756507622637
151427055869,2945,0.5521875,-132.88617995929266
151427078551,2977,0.5581875000000001,-132.51675290896782
151427102789,2946,0.5523750000000001,-132.87463536397001
151427124980,2953,0.5536875,-132.79382319671146
151427145957,2949,0.5529375,-132.84000157800205
151427168189,2977,0.5581875000000001,-132.51675290896782
151427190205,2942,0.551625,-132.9208137452606
151427211953,2989,0.5604375,-132.378217765096
151427233528,2953,0.5536875,-132.79382319671146
151427254884,2943,0.5518125,-132.90926914993796
151427277394,2952,0.5535,-132.8053677920341
151427298327,2973,0.5574375,-132.5629312902584
151427320529,2929,0.5491875,-133.0708934844551
151427341964,2980,0.55875,-132.48211912299985
151427364458,2970,0.556875,-132.59756507622637
151427384728,2959,0.5548125,-132.72455562477555
151427406915,2944,0.552,-132.8977245546153
151427427247,2978,0.5583750000000001,-132.50520831364514
151427449302,2982,0.559125,-132.45902993235455
151427471331,2936,0.5505,-132.9900813171965
151427491947,2963,0.5555625,-132.67837724348493
151427513651,2967,0.5563125,-132.63219886219431
151427533789,2966,0.556125,-132.64374345751696
151427554444,2932,0.54975,-133.03625969848713
151427575627,2982,0.559125,-132.45902993235455
151427597281,2972,0.55725,-132.57447588558108
151427620566,2958,0.554625,-132.7361002200982
151427641215,2947,0.5525625,-132.86309076864734
151427662487,2976,0.558,-132.52829750429046
151427684100,2974,0.557625,-132.55138669493576
151427705636,2937,0.5506875,-132.97853672187387
151427726134,2973,0.5574375,-132.5629312902584
151427747670,2964,0.55575,-132.66683264816228
151427771333,2941,0.5514375,-132.93235834058328
151427793083,2933,0.5499375,-133.02471510316448
151427815336,2982,0.559125,-132.45902993235455
151427835876,2943,0.5518125,-132.90926914993796
151427858129,2963,0.5555625,-132.67837724348493
151427880040,2960,0.555,-132.7130110294529
151427903013,2971,0.5570625,-132.58602048090373
151427924398,2935,0.5503125,-133.00162591251916
151427945451,2972,0.55725,-132.57447588558108
151427966517,2939,0.5510625,-132.95544753122857
151427987776,2951,0.5533125,-132.81691238735675
151428008238,2944,0.552,-132.8977245546153
151428028726,2970,0.556875,-132.59756507622637
151428051025,2978,0.5583750000000001,-132.50520831364514
151428073439,2938,0.550875,-132.96699212655122
151428094471,2963,0.5555625,-132.67837724348493
151428115566,2962,0.5553750000000001,-132.68992183880758
151428137958,2940,0.55125,-132.94390293590592
151428162073,2980,0.55875,-132.48211912299985
151428186365,2934,0.550125,-133.01317050784183
151428208169,2968,0.5565,-132.62065426687167
151428232927,2947,0.5525625,-132.86309076864734
151428253314,2956,0.55425,-132.7591894107435
151428274944,2947,0.5525625,-132.86309076864734
151428295730,2982,0.559125,-132.45902993235455
151428317066,2977,0.5581875000000001,-132.51675290896782
151428338363,2942,0.551625,-132.9208137452606
151428359257,2951,0.5533125,-132.81691238735675
151428381628,2967,0.5563125,-132.63219886219431
151428403616,2935,0.5503125,-133.00162591251916
151428426006,2944,0.552,-132.8977245546153
151428447255,2976,0.558,-132.52829750429046
151428468792,2950,0.553125,-132.8284569826794
151428491291,2958,0.554625,-132.7361002200982
151428514516,2969,0.5566875,-132.60910967154902
151428535980,2931,0.5495625000000001,-133.04780429380978
151428559134,2969,0.5566875,-132.60910967154902
151428582610,2947,0.5525625,-132.86309076864734
151428604472,2958,0.554625,-132.7361002200982
151428627925,2953,0.5536875,-132.79382319671146
151428649886,2976,0.558,-132.52829750429046
151428673129,2933,0.5499375,-133.02471510316448
151428696385,2961,0.5551875000000001,-132.70146643413023
151428719245,2960,0.555,-132.7130110294529
151428741509,2946,0.5523750000000001,-132.87463536397001
151428764830,2976,0.558,-132.52829750429046
151428786507,2937,0.5506875,-132.97853672187387
151428808779,2929,0.5491875,-133.0708934844551
151428829929,2964,0.55575,-132.66683264816228
