scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,930.47095,680.2915,0.5677409,916.1791,515.96606,0.8479442,901.0436,327.2676,0.74723315,885.22614,183.65753,0.95506334,916.50214,515.06586,0.18404064
1,929.68677,680.52496,0.568455,915.8588,516.1525,0.8180566,901.1898,327.012,0.7638134,885.2195,183.87627,0.9448608,916.07874,515.2756,0.20017225
2,929.07806,680.7196,0.62029356,915.9701,516.10284,0.83992773,901.25995,326.78918,0.75755626,885.3256,183.8293,0.9668869,916.2778,515.22784,0.19265671
3,927.9544,680.3299,0.62197566,915.8209,516.2028,0.8376516,901.52814,327.10983,0.7926109,885.2739,183.80615,0.9556327,916.0202,515.38617,0.19659556
4,925.7664,679.0096,0.49954683,915.8683,516.2301,0.84627753,901.5542,327.10898,0.79232675,885.4139,183.72757,0.9524858,996.78485,474.53305,0.17895347
5,924.87286,679.7834,0.43422636,915.87915,516.1054,0.87169224,901.98834,326.92175,0.7871824,885.42206,183.64238,0.97729653,997.14777,474.35684,0.17530137
6,931.99866,763.22546,0.45528305,915.9112,515.9611,0.8941737,901.9513,326.5198,0.7117194,885.66064,183.70798,0.9449561,915.94073,515.2017,0.17219825
7,931.8401,763.19696,0.4149384,915.9141,515.90027,0.8904128,902.01,326.3975,0.8402739,885.5705,183.66957,0.95132595,915.9932,515.19635,0.15419069
8,923.6292,679.62494,0.43928728,915.91736,515.9302,0.88585067,901.516,326.74762,0.8347135,885.5989,183.69748,0.9550953,996.8257,473.57574,0.18485923
9,923.6143,679.7184,0.43701002,915.896,515.936,0.8754638,902.0443,326.52734,0.8274313,885.3818,183.49657,0.96999335,915.8531,515.2285,0.18499306
10,931.6029,762.9565,0.43248022,915.84705,515.93176,0.8720289,902.3552,326.18015,0.88606113,885.4031,183.29001,0.9527892,915.81805,515.2203,0.17467657
11,924.0981,679.78394,0.41504586,915.82336,515.85724,0.88107675,902.30774,326.31714,0.8754202,885.445,183.2766,0.94279927,915.78394,515.17163,0.1624758
12,924.2119,679.7654,0.4393274,915.7845,515.91656,0.8918788,902.2176,326.08392,0.8774594,885.42377,183.05219,0.93667513,915.6847,515.2102,0.17347465
13,924.2474,679.32336,0.5318515,915.7415,516.0019,0.85667574,901.94385,326.54163,0.86621344,885.2844,183.23053,0.9656569,915.7622,515.25867,0.17228176
14,924.9783,679.4547,0.5311347,915.7879,515.9976,0.8576035,901.61395,326.9214,0.7947633,885.0463,183.33763,0.9554461,915.8199,515.2951,0.17494678
15,934.16724,763.98285,0.47211927,915.8234,516.02167,0.8547171,901.77374,327.13,0.7875935,885.102,183.46223,0.94986165,915.86035,515.28906,0.17795861
16,925.73285,679.6828,0.584448,915.874,516.0362,0.8606002,901.7876,327.18613,0.7884653,885.18256,183.47476,0.9720483,915.9266,515.31976,0.17523448
17,926.412,679.66406,0.58254486,915.7862,516.09393,0.8649303,902.003,326.93564,0.7473888,885.1114,183.58455,0.98550034,915.86456,515.3779,0.1767325
