scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,875.41504,310.66974,0.085676424,28.78956,557.0919,0.11206562,873.80365,302.1094,0.1877019,1795.6697,99.80937,0.7078727,885.3767,461.28677,0.25975484
1,917.91986,554.8531,0.0887731,28.686178,556.8907,0.10921936,842.5545,5.6932306,0.12727918,1795.4634,99.89108,0.7160696,885.1255,461.65567,0.24519542
2,1049.8099,463.9143,0.4553053,1728.0703,26.84027,0.26206958,874.92,304.55466,0.39313787,832.29205,102.221054,0.68452287,885.0975,461.04922,0.27380025
3,1049.9689,463.81442,0.56190646,946.31635,383.38153,0.20303722,874.5848,304.82355,0.52618915,832.252,102.93608,0.7357948,884.7937,461.4084,0.5539093
4,915.2035,706.1695,0.5146383,885.02936,460.38843,0.4286463,874.70746,304.69586,0.53065675,832.17883,103.183,0.7490529,884.2736,461.2532,0.4686921
5,891.52155,620.67426,0.6386532,883.5611,461.11948,0.77647775,874.5664,304.59848,0.56590104,832.0553,103.45247,0.825725,843.92816,3.9478538,0.4087264
6,892.4488,621.07983,0.8129067,883.4007,461.25336,0.93460107,874.6678,304.02493,0.54230636,832.0397,103.74627,0.85969883,844.9113,-0.24666786,0.5157939
7,892.7671,620.8656,0.95931077,883.3073,461.3022,0.9538773,876.4173,303.4827,0.54734457,832.47473,103.43031,0.9345262,845.57574,-0.36230373,0.539719
8,893.0851,620.9913,0.9534877,883.41376,461.1692,0.95672274,876.25745,303.5415,0.6192335,831.6239,104.25149,0.9412166,845.1536,0.062254906,0.5233654
9,893.6043,621.14923,0.7570052,883.7683,461.08957,0.8899279,874.7759,304.3929,0.62181145,832.48474,103.77625,0.86695445,845.4105,0.9217396,0.48189855
10,893.7352,620.8634,0.7607386,884.03107,460.89957,0.84728116,875.1137,304.3169,0.5946328,832.0611,103.41054,0.9013646,845.4262,0.96927357,0.42210057
11,893.99084,620.74896,0.7893736,884.27466,461.09705,0.85761404,874.9117,304.51733,0.5845465,832.11975,103.60963,0.896462,845.05457,0.9325352,0.4205344
12,893.6465,620.44727,0.7568167,884.1941,460.88934,0.84678644,875.06726,304.3037,0.62825745,832.2974,103.65117,0.8919319,844.9916,0.97554016,0.4050204
13,893.2787,620.2691,0.7331333,883.9447,460.7771,0.85665786,875.21576,304.02008,0.65021,832.3061,103.19135,0.89542747,845.40234,0.6061716,0.40195546
14,893.7078,621.06696,0.6590758,884.148,460.9222,0.7912732,875.3006,304.32227,0.6252014,832.60126,103.31707,0.89777064,845.95984,0.6305342,0.43223235
15,893.6914,621.24896,0.6319427,884.1891,460.96875,0.82782257,875.2657,304.24875,0.64946425,832.6355,103.38222,0.8968799,845.6442,0.7023916,0.4181547
16,893.7834,621.3301,0.6335746,884.2373,461.1598,0.80498886,875.4052,304.4465,0.6407054,832.5041,103.66806,0.9011798,845.3213,1.287405,0.44317567
17,893.8163,621.5941,0.6256919,884.2384,461.5032,0.79052615,875.0987,305.13397,0.6782899,831.7393,105.099014,0.8895891,845.58716,2.0539856,0.5078812
