timestamp,raw,volts,angle
131405680648,2968,0.5565,-132.62065426687167
131405704262,2939,0.5510625,-132.95544753122857
131405726679,2988,0.56025,-132.38976236041864
131405749024,2941,0.5514375,-132.93235834058328
131405773763,2969,0.5566875,-132.60910967154902
131405797763,2962,0.5553750000000001,-132.68992183880758
131405818946,2939,0.5510625,-132.95544753122857
131405840890,2934,0.550125,-133.01317050784183
131405863574,2949,0.5529375,-132.84000157800205
131405887758,2942,0.551625,-132.9208137452606
131405909956,2954,0.553875,-132.78227860138878
131405931294,2975,0.5578125,-132.5398420996131
131405952322,2931,0.5495625000000001,-133.04780429380978
131405975107,2938,0.550875,-132.96699212655122
131405996205,2963,0.5555625,-132.67837724348493
131406018564,2956,0.55425,-132.7591894107435
131406041192,2951,0.5533125,-132.81691238735675
131406061536,2986,0.559875,-132.41285155106394
131406083924,2988,0.56025,-132.38976236041864
131406104866,2967,0.5563125,-132.63219886219431
131406129196,2973,0.5574375,-132.5629312902584
131406151102,2953,0.5536875,-132.79382319671146
131406172826,2942,0.551625,-132.9208137452606
131406194623,2984,0.5595,-132.43594074170926
131406218933,2943,0.5518125,-132.90926914993796
131406241300,2970,0.556875,-132.59756507622637
131406262567,2949,0.5529375,-132.84000157800205
131406285589,2962,0.5553750000000001,-132.68992183880758
131406306103,2933,0.5499375,-133.02471510316448
131406327139,2978,0.5583750000000001,-132.50520831364514
131406347619,2978,0.5583750000000001,-132.50520831364514
131406369036,2946,0.5523750000000001,-132.87463536397001
131406393407,2952,0.5535,-132.8053677920341
131406417428,2959,0.5548125,-132.72455562477555
131406440128,2925,0.5484375,-133.1170718657457
131406463882,2979,0.5585625,-132.49366371832252
131406486282,2950,0.553125,-132.8284569826794
131406507028,2963,0.5555625,-132.67837724348493
131406528186,2952,0.5535,-132.8053677920341
131406550381,2937,0.5506875,-132.97853672187387
131406573998,2937,0.5506875,-132.97853672187387
131406596056,2968,0.5565,-132.62065426687167
131406616531,2959,0.5548125,-132.72455562477555
131406637315,2963,0.5555625,-132.67837724348493
131406658028,2940,0.55125,-132.94390293590592
131406679920,2988,0.56025,-132.38976236041864
131406702353,2950,0.553125,-132.8284569826794
131406724373,2982,0.559125,-132.45902993235455
131406746543,2962,0.5553750000000001,-132.68992183880758
131406767813,2956,0.55425,-132.7591894107435
131406789470,2935,0.5503125,-133.00162591251916
131406811314,2981,0.5589375,-132.4705745276772
131406832413,2952,0.5535,-132.8053677920341
131406855069,2944,0.552,-132.8977245546153
131406875745,2964,0.55575,-132.66683264816228
131406897577,2973,0.5574375,-132.5629312902584
131406918313,2976,0.558,-132.52829750429046
131406940994,2936,0.5505,-132.9900813171965
131406961355,2978,0.5583750000000001,-132.50520831364514
131406981653,2955,0.5540625,-132.77073400606614
131407003590,2948,0.55275,-132.85154617332472
131407024316,2941,0.5514375,-132.93235834058328
131407046254,2990,0.560625,-132.36667316977335
131407068539,2937,0.5506875,-132.97853672187387
131407091775,2975,0.5578125,-132.5398420996131
131407113477,2975,0.5578125,-132.5398420996131
131407134040,2976,0.558,-132.52829750429046
131407154226,2936,0.5505,-132.9900813171965
131407176207,2933,0.5499375,-133.02471510316448
131407198592,2982,0.559125,-132.45902993235455
131407219668,2936,0.5505,-132.9900813171965
131407241822,2957,0.5544375,-132.74764481542084
131407261857,2946,0.5523750000000001,-132.87463536397001
131407284223,2988,0.56025,-132.38976236041864
131407304942,2928,0.549,-133.08243807977772
131407326576,2971,0.5570625,-132.58602048090373
131407347851,2970,0.556875,-132.59756507622637
131407368703,2961,0.5551875000000001,-132.70146643413023
131407391449,2940,0.55125,-132.94390293590592
131407412381,2984,0.5595,-132.43594074170926
131407433262,2977,0.5581875000000001,-132.51675290896782
131407454828,2954,0.553875,-132.78227860138878
131407475515,2971,0.5570625,-132.58602048090373
131407498712,2956,0.55425,-132.7591894107435
131407522551,2938,0.550875,-132.96699212655122
131407545709,2979,0.5585625,-132.49366371832252
131407567422,2948,0.55275,-132.85154617332472
131407588308,2948,0.55275,-132.85154617332472
131407609557,2954,0.553875,-132.78227860138878
131407631759,2974,0.557625,-132.55138669493576
131407654324,2927,0.5488125,-133.0939826751004
131407676009,2972,0.55725,-132.57447588558108
131407698031,2972,0.55725,-132.57447588558108
131407719961,2956,0.55425,-132.7591894107435
131407742698,2955,0.5540625,-132.77073400606614
131407765193,2974,0.557625,-132.55138669493576
131407787552,2938,0.550875,-132.96699212655122
131407808922,2975,0.5578125,-132.5398420996131
131407830189,2968,0.5565,-132.62065426687167
131407852075,2962,0.5553750000000001,-132.68992183880758
131407873153,2946,0.5523750000000001,-132.87463536397001
131407893605,2979,0.5585625,-132.49366371832252
131407916000,2977,0.5581875000000001,-132.51675290896782
131407938774,2969,0.5566875,-132.60910967154902
131407963102,2948,0.55275,-132.85154617332472
131407985356,2941,0.5514375,-132.93235834058328
131408009978,2938,0.550875,-132.96699212655122
131408032150,2989,0.5604375,-132.378217765096
131408055851,2943,0.5518125,-132.90926914993796
131408077518,2970,0.556875,-132.59756507622637
131408100779,2961,0.5551875000000001,-132.70146643413023
131408122290,2951,0.5533125,-132.81691238735675
131408146442,2980,0.55875,-132.48211912299985
131408167576,2968,0.5565,-132.62065426687167
131408188609,2953,0.5536875,-132.79382319671146
131408209925,2953,0.5536875,-132.79382319671146
131408231434,2961,0.5551875000000001,-132.70146643413023
131408252580,2988,0.56025,-132.38976236041864
131408272807,2933,0.5499375,-133.02471510316448
131408294083,2972,0.55725,-132.57447588558108
131408314595,2964,0.55575,-132.66683264816228
