scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-25.35671,5.4193516,36.311623,-23.418198,3.6582778,37.4258,-21.371243,1.9977614,40.221798,-19.716372,-0.03769867,42.183746,-18.26725,-1.4049276,43.83511
1,-25.357044,5.418421,36.31165,-23.419764,3.6559129,37.427082,-21.370125,1.99638,40.2206,-19.71681,-0.03985878,42.181458,-18.270525,-1.4127744,43.83109
2,-25.359077,5.415799,36.307556,-23.422419,3.6531436,37.421566,-21.368801,1.991906,40.211765,-19.717148,-0.040915444,42.18097,-18.271542,-1.4122771,43.826893
3,-25.360718,5.4134226,36.304214,-23.42461,3.6521597,37.416317,-21.368904,1.9911302,40.21069,-19.71752,-0.042351913,42.180935,-18.271723,-1.4126505,43.825912
4,-25.362576,5.411701,36.303085,-23.425825,3.650895,37.41336,-21.369814,1.9908133,40.20976,-19.718273,-0.044098366,42.18075,-18.271544,-1.4124062,43.82584
5,-25.36296,5.41431,36.3042,-23.42717,3.6517234,37.412952,-21.373583,1.9925148,40.209538,-19.72172,-0.042449336,42.184048,-18.27135,-1.4121026,43.824966
6,-25.363564,5.4152374,36.300938,-23.427547,3.651775,37.410786,-21.372896,1.991852,40.20831,-19.721067,-0.043030888,42.178535,-18.273357,-1.4125372,43.820026
7,-25.363869,5.4152975,36.300434,-23.429031,3.6517513,37.4097,-21.373753,1.9934143,40.20635,-19.72202,-0.0394462,42.180626,-18.27356,-1.4129094,43.819748
8,-25.36356,5.415647,36.300304,-23.429785,3.6520638,37.40758,-21.374838,1.9933419,40.20812,-19.722544,-0.042259246,42.181824,-18.272701,-1.411283,43.819508
9,-25.366886,5.41508,36.3033,-23.43067,3.6522424,37.409748,-21.374407,1.9920821,40.213516,-19.723057,-0.042621452,42.182312,-18.274714,-1.4113779,43.823303
10,-25.366138,5.4200892,36.30275,-23.43052,3.6529036,37.408905,-21.37462,1.994176,40.209755,-19.72349,-0.040914845,42.183395,-18.27543,-1.4106909,43.823673
11,-25.365503,5.4205737,36.30387,-23.431047,3.655322,37.40761,-21.37691,1.9989195,40.21351,-19.723392,-0.04023027,42.181675,-18.275534,-1.4104488,43.822453
12,-25.364683,5.4233284,36.30331,-23.431995,3.6577952,37.41006,-21.374647,2.0042136,40.210735,-19.724726,-0.03807774,42.183365,-18.275423,-1.4090171,43.822365
13,-25.365469,5.4197774,36.2987,-23.432724,3.6554196,37.410477,-21.375921,1.9995043,40.210995,-19.724268,-0.039652146,42.181854,-18.275446,-1.4105239,43.82524
14,-25.366915,5.416746,36.29337,-23.434938,3.6516337,37.4077,-21.376017,1.995314,40.212933,-19.724133,-0.040918957,42.183075,-18.275839,-1.4116517,43.8253
15,-25.366364,5.417802,36.29596,-23.435217,3.6517627,37.40374,-21.375484,1.9950687,40.211697,-19.723946,-0.04069776,42.18288,-18.276785,-1.4124888,43.822376
16,-25.366665,5.4175334,36.293995,-23.433632,3.6518815,37.40116,-21.375158,1.9950634,40.211086,-19.723925,-0.040529177,42.18301,-18.2764,-1.4127935,43.822826
17,-25.36637,5.417735,36.294777,-23.433458,3.6517723,37.400867,-21.37553,1.9955417,40.21231,-19.723377,-0.040422186,42.183605,-18.275623,-1.4118447,43.824017
