scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,967.90533,678.06635,0.4206889,940.1432,513.2475,0.87117124,919.5096,322.9247,0.7627745,902.0687,179.87593,1.0,902.006,180.57405,0.15558791
1,965.8948,678.048,0.36773637,940.0081,513.08685,0.8758453,920.2062,323.1269,0.7035138,902.79224,179.77043,1.0,1020.2322,475.38986,0.14515029
2,964.5215,678.459,0.3822993,940.0113,513.0833,0.88143355,920.2109,323.1346,0.7116686,902.64886,179.52203,1.0,921.16376,322.52762,0.1386032
3,964.25977,678.4952,0.38894838,939.94965,513.0784,0.8783752,920.23175,323.14584,0.7126429,902.84064,179.70628,1.0,921.18756,322.542,0.13656199
4,964.4182,678.47186,0.37416863,939.8449,513.1309,0.8630281,920.2195,323.13562,0.7123708,903.1411,179.8095,1.0,921.1808,322.5336,0.13767307
5,964.9444,678.38837,0.34209806,940.0209,513.14825,0.87624747,919.95306,323.85037,0.7612055,903.0734,179.91747,1.0,936.0746,253.58585,0.15803048
6,969.3841,676.70416,0.5012603,939.9752,513.1692,0.8574811,919.4388,324.2273,0.73903614,902.4659,180.42355,0.96685183,1057.3481,449.83185,0.17364022
7,993.21075,759.7519,0.37207243,939.9653,513.2206,0.8440284,919.56726,324.31558,0.6949265,902.3712,180.64365,0.9252954,935.6151,253.84023,0.21233729
8,976.1866,676.3,0.51667905,940.00543,513.4496,0.84432465,919.6006,324.20657,0.7000317,902.1126,180.83662,0.9264131,1057.805,448.29828,0.23296814
9,975.21027,676.11835,0.47396594,939.74335,513.39514,0.8548119,919.2731,323.9686,0.73127747,902.26685,180.85202,0.9386713,1057.7208,449.92664,0.1840073
10,973.9549,676.5761,0.49510857,938.89856,513.724,0.85941505,919.2985,324.03342,0.7365191,902.4234,180.79204,0.9669965,934.77893,253.3303,0.19823548
11,972.5975,676.7244,0.43438342,938.7177,513.77264,0.8509993,919.30634,323.9986,0.73270655,902.5078,180.7232,0.9482545,934.93195,253.3352,0.2115362
12,971.3745,676.96564,0.37823606,938.41,513.7518,0.86684066,919.22894,324.02124,0.74175584,902.67505,180.65736,0.99447936,934.79944,253.52014,0.22938663
13,970.26514,676.4988,0.42784107,938.17737,513.75037,0.8775675,918.6398,323.8395,0.8255927,902.6204,180.80232,0.94251835,935.2866,253.84962,0.23004971
14,968.3929,677.26624,0.4126392,937.7256,513.7869,0.8944358,918.7483,323.9997,0.7828072,902.5326,180.82562,0.96312815,1018.59735,474.64233,0.18476489
15,967.50256,677.6765,0.4086373,937.49524,513.9119,0.89046466,918.60803,323.94937,0.80424136,902.30286,181.00047,0.9534349,1017.80817,474.8756,0.22549999
16,966.42426,677.7924,0.3765005,937.2407,514.0485,0.87702036,918.61383,323.93335,0.8368749,901.9883,181.20926,0.9962663,934.9865,253.72928,0.21615934
17,965.41595,677.671,0.4055984,936.53455,513.9228,0.90497243,918.31476,323.91425,0.8570107,902.0289,181.12238,0.9501362,1017.4791,475.37592,0.21996754
