scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1006.25494,745.95917,0.59358716,966.7506,497.5841,0.89551204,927.2273,311.71582,0.6695177,906.1217,168.251,1.0,927.70764,310.3966,0.15549394
1,992.69495,660.87854,0.561277,966.708,497.58234,0.89059734,927.18744,312.0191,0.7183954,906.1994,168.2269,1.0,928.0462,309.9667,0.1250285
2,993.25726,660.70135,0.6002335,966.6903,497.60602,0.9159399,927.3154,312.06635,0.78010195,906.1992,168.17615,1.0,906.0128,169.60583,0.14237799
3,993.24817,660.69116,0.59269583,966.6925,497.59766,0.90952873,927.3449,311.77054,0.7746913,906.2744,168.13814,1.0,906.0749,169.61908,0.13957003
4,993.2412,660.6986,0.5936696,966.70715,497.58817,0.9153553,927.29297,312.03296,0.7922728,906.19977,168.11613,1.0,905.88837,169.566,0.13330854
5,993.20026,660.74255,0.60023487,966.6714,497.55234,0.9302608,927.31,312.18466,0.7368714,906.1382,167.89734,1.0,906.04736,169.35666,0.1448308
6,993.1968,660.7292,0.5871539,966.6101,497.57083,0.9318378,927.3955,312.18,0.7346578,906.1768,167.81084,1.0,906.14545,169.20953,0.14612687
7,993.1545,660.74023,0.579052,966.61273,497.59372,0.9286232,927.19,312.10345,0.73488605,906.00385,168.30574,1.0,927.68207,310.94485,0.14102489
8,993.14124,660.69666,0.59102255,966.65015,497.61768,0.9263722,927.3985,312.05795,0.71855026,906.2879,167.66037,1.0,906.3704,168.79115,0.13185982
9,993.04456,660.9868,0.6583037,966.64294,497.6122,0.934079,927.4437,311.89432,0.71315473,906.2829,167.79178,1.0,906.3379,169.0088,0.1348317
10,993.15326,660.7802,0.6433991,966.68414,497.60132,0.93123883,927.4146,311.8873,0.76777166,906.2946,167.81287,1.0,906.4265,168.72098,0.1248506
11,993.1346,660.86035,0.66790205,966.6954,497.565,0.9308977,927.25745,311.9847,0.7810757,906.4496,167.90941,1.0,906.55035,168.9603,0.13087638
12,992.9843,661.03076,0.7025426,966.6412,497.5844,0.939166,927.1783,312.0311,0.7497551,906.5447,167.92566,1.0,906.51794,169.01764,0.12969704
13,993.0433,660.9187,0.6527489,966.6085,497.6343,0.9304196,927.0849,312.1871,0.70924985,906.5035,167.90009,1.0,906.3539,169.44817,0.16460817
14,993.0224,660.8929,0.6530082,966.5914,497.59525,0.9244528,927.12866,312.1842,0.71614367,906.48724,167.91946,1.0,906.3939,169.59885,0.18114904
15,992.97156,660.8689,0.6327735,966.62506,497.58133,0.9225642,927.08374,312.158,0.7116722,906.5444,167.87077,1.0,906.4257,169.4385,0.17087923
16,992.99,660.74945,0.6099361,966.6379,497.5912,0.90338415,927.10565,312.21844,0.7733402,906.5347,167.88077,1.0,490.0353,1190.0414,0.12750249
17,992.814,660.74615,0.6296604,966.61694,497.571,0.90226793,927.35175,311.88016,0.7569281,906.45825,167.85234,1.0,928.11945,309.70697,0.13264121
