scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,759.39233,887.4299,0.69159895,773.2344,728.38635,0.79456013,790.24255,566.10065,0.8027203,772.8704,351.42236,0.87930995,812.3805,248.31725,1.0
1,759.4322,887.7576,0.6103873,773.1342,728.45154,0.79803437,790.1422,566.2351,0.7913735,772.51355,351.71487,0.86253333,811.80005,248.81975,0.91182685
2,759.275,887.5186,0.62287694,773.05347,728.47565,0.8021265,790.0143,566.30676,0.8082711,772.58136,351.7459,0.8551874,811.7414,248.60185,0.94872326
3,759.36096,887.52826,0.6350528,773.0339,728.4901,0.8011389,789.92065,566.27057,0.79870653,772.6294,351.79373,0.8640633,811.9513,248.46149,0.93148595
4,759.4455,887.5145,0.64978945,773.1166,728.46155,0.80638164,789.91534,566.3581,0.8059153,772.68,351.91876,0.8654716,811.59326,248.72176,0.9514771
5,759.4149,887.4044,0.6107198,773.1516,728.2685,0.7979406,790.0079,566.08826,0.7891116,772.7831,351.7408,0.857613,811.698,248.4261,0.9326198
6,759.76306,886.79395,0.6037247,773.29016,728.0592,0.8052634,790.40894,565.9067,0.7888918,773.4051,351.24692,0.88018006,812.8492,248.29091,0.90981644
7,759.8479,887.4694,0.6233445,773.4675,728.4437,0.8059132,790.5037,566.07086,0.7885061,774.08826,351.51163,0.8913392,812.9759,248.33397,0.8937964
8,759.90704,887.47186,0.60865444,773.42926,728.2643,0.81789374,790.56445,566.05414,0.78848845,773.6532,351.34085,0.87902385,812.81256,248.20647,0.89572245
9,759.4793,887.3387,0.64632267,773.4489,728.2071,0.7948648,790.49805,565.96765,0.7836445,773.77454,351.3047,0.87859166,812.8646,248.16933,0.89135665
10,759.76416,886.7336,0.6427995,773.36096,728.14886,0.79195434,790.40186,565.9821,0.77744037,773.85034,351.4341,0.8800615,813.2087,248.24658,0.89140576
11,759.6313,886.757,0.6305501,773.1696,728.1597,0.7957244,790.317,565.9661,0.78424674,773.5303,351.36646,0.87887055,813.37366,248.39828,0.88469064
12,759.62,886.70416,0.6433841,773.0852,728.21686,0.79994375,790.2031,565.87946,0.7956158,773.86005,351.43127,0.8811165,813.60596,248.5419,0.91086113
13,759.4714,887.4862,0.603398,773.16425,728.42816,0.78932136,790.0954,565.9156,0.7909694,773.1689,352.12613,0.8725042,813.0175,249.16118,0.8729751
14,759.4513,887.48315,0.60085326,773.1117,728.42236,0.7957538,790.0662,565.9911,0.7903973,773.3916,351.63312,0.87378955,813.3033,248.78746,0.88766235
15,759.6977,886.844,0.61864555,772.9669,728.2486,0.8055536,790.1852,565.90784,0.78310734,773.3977,351.34903,0.87656975,813.68475,248.70638,0.89778656
16,759.35736,886.60565,0.6262509,773.1741,728.2096,0.79916424,790.351,565.8465,0.7929153,774.5947,351.22266,0.91059816,814.9214,248.75543,0.89426434
17,759.3951,886.50525,0.6259121,773.0647,728.2712,0.80386156,790.2653,565.7973,0.7915399,774.595,351.34366,0.90395135,815.0211,248.79051,0.902261
