scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,924.11145,861.0528,0.6678673,915.29663,695.8611,0.7937074,908.61255,496.87082,0.6530347,903.68823,348.82892,0.71594256,888.1578,169.87077,0.6511227
1,924.36,861.0051,0.7119057,915.3868,695.83844,0.79321104,908.9252,496.61688,0.65459365,903.6869,348.8239,0.71711457,888.2937,169.88168,0.6557907
2,924.1018,861.0621,0.7291667,915.2313,695.9636,0.79358536,908.66003,496.33786,0.6939215,903.8188,348.8946,0.68910056,888.40265,169.87027,0.6619164
3,924.06946,861.05023,0.72483855,915.5704,695.9245,0.78070945,908.86346,496.24133,0.7000787,904.0587,348.83716,0.7170012,888.5678,169.89691,0.64662987
4,924.1239,861.0965,0.72514963,915.6646,695.9067,0.7890933,908.85614,496.18777,0.72322494,904.06445,348.97723,0.6832679,888.58124,169.90596,0.64226115
5,924.1941,860.9804,0.7429641,915.5759,695.90015,0.7906552,908.9813,496.124,0.736378,903.82227,348.89233,0.69624,889.0295,169.95076,0.6897441
6,924.2498,861.03064,0.73813623,915.6514,695.94434,0.78856194,909.2598,496.0415,0.72692835,903.98175,348.88925,0.7078339,889.0096,169.91771,0.6954932
7,924.2631,861.0185,0.75261277,915.54315,695.89496,0.7858764,909.21466,496.14352,0.7008969,904.25446,348.81076,0.6647252,889.248,169.8865,0.6956846
8,924.2702,861.0512,0.7537095,915.53546,695.8738,0.7913552,909.2594,495.98407,0.7267359,904.44104,348.79126,0.6818999,889.269,169.83182,0.7007963
9,924.3289,861.08765,0.77220154,915.6489,695.77277,0.7829995,909.471,496.2476,0.69686425,904.5,348.53098,0.7075505,889.3978,169.84993,0.6707268
10,924.38403,861.0694,0.772889,915.6157,695.67706,0.774348,779.88306,90.00433,0.7176237,904.4983,348.44177,0.71199113,889.33545,169.83406,0.6800897
11,924.53766,861.0735,0.7655041,915.92865,695.99164,0.78120005,909.2995,496.19644,0.696565,904.4027,348.73648,0.69614565,889.1326,169.95947,0.6907212
12,924.4994,861.0194,0.78763676,915.96857,696.1359,0.7643353,908.9548,496.32272,0.71634144,904.1286,348.91006,0.6887926,888.91156,170.00534,0.68138194
13,924.6126,861.0729,0.7609064,915.9105,696.0568,0.78337705,908.68884,496.38895,0.70221055,903.93756,349.02054,0.71211994,888.71796,170.02393,0.67923546
14,924.69867,861.0544,0.776796,915.92834,696.0895,0.7764642,908.42975,496.7378,0.72705114,903.6408,349.01,0.7303931,888.7019,170.05865,0.7058424
15,924.82153,861.1626,0.7318544,915.9396,696.0951,0.77484703,908.3529,496.7197,0.72600955,903.70557,349.02234,0.71617097,888.42163,170.00607,0.6925255
16,924.7982,861.13934,0.7342823,915.96625,696.02545,0.76545846,908.3912,496.81808,0.7369046,903.6457,349.01022,0.7040057,888.4515,170.00864,0.7020047
17,924.833,861.13025,0.7634478,915.8241,696.0632,0.77085894,908.3847,496.84958,0.733343,903.58234,348.9782,0.7081944,888.3897,170.034,0.698118
