scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,906.9207,1058.4397,0.48666784,865.4687,822.0782,0.71984196,853.6388,621.83417,0.68070656,844.1255,471.6606,1.0,830.6917,243.76045,0.5968584
1,906.95764,1058.647,0.46273,865.5067,822.033,0.7148042,853.7521,621.858,0.68313974,844.1643,471.77832,1.0,830.58215,243.5705,0.6023772
2,907.90045,1056.5751,0.47657976,865.6451,822.0591,0.7149781,853.81647,621.852,0.67729795,844.31024,471.82925,0.99198407,830.5897,243.78217,0.6194749
3,907.95337,1056.711,0.48078147,865.65564,822.05853,0.70945334,853.8423,621.88715,0.7464345,844.3451,471.7644,0.9382273,830.57007,243.23781,0.5851923
4,907.28534,1057.9419,0.4788413,865.95276,822.02203,0.71391296,853.82153,621.9808,0.7603132,844.4529,471.7192,0.96778405,830.3882,243.94016,0.6517269
5,908.71875,1056.6593,0.47182733,866.2266,822.1953,0.7069682,854.2105,622.0535,0.7864667,844.4591,471.51123,0.9237824,830.48126,243.92078,0.6387738
6,907.7655,1057.934,0.50119895,866.39636,822.31036,0.7118903,854.416,622.283,0.7481003,844.4647,471.59375,0.90611523,830.4774,243.98065,0.66187733
7,908.55914,1056.7314,0.46303567,866.38904,822.3517,0.70174533,854.2644,622.28955,0.71638817,844.3845,471.75223,0.93608385,830.7211,243.62022,0.63271356
8,908.6813,1055.8337,0.4862785,866.4199,822.3063,0.70407313,854.30743,622.3268,0.7237175,844.3577,471.85257,0.9568534,830.77875,243.36768,0.61764044
9,909.1685,1055.9055,0.44450697,866.5175,822.44214,0.71508074,854.0136,622.31195,0.7109309,844.01917,471.8692,1.0,830.4382,243.21034,0.52555597
10,909.13495,1055.7833,0.46762967,866.52765,822.49286,0.73265195,853.1866,621.86,0.728339,843.4699,471.68707,0.98158073,828.97534,243.95961,0.538879
11,909.1822,1056.295,0.45351195,866.5768,822.5604,0.73568213,853.1684,622.16705,0.7352467,842.8754,471.62555,1.0,829.5558,243.43324,0.575453
12,908.7822,1056.5289,0.47232655,866.6197,822.56006,0.7285607,853.096,622.1441,0.7569479,842.9034,471.60953,1.0,829.53705,243.32295,0.59574246
13,907.8331,1058.3064,0.49246046,866.5922,822.718,0.70236295,853.20575,622.3009,0.7136375,842.9017,471.54642,1.0,829.4479,243.32779,0.57649744
14,907.70966,1058.3121,0.49937707,866.634,822.7466,0.7062154,852.9696,622.3318,0.70652205,842.9243,471.76154,1.0,829.64655,243.14342,0.55474657
15,908.21277,1056.7416,0.44360763,866.3874,822.8654,0.6942852,852.9364,622.36975,0.74751,842.74304,471.71234,1.0,829.3762,243.38681,0.5461669
16,908.20416,1056.6667,0.4673892,866.1509,822.82983,0.710761,852.9711,622.34265,0.74631876,842.47253,471.6853,1.0,827.8125,243.64932,0.6441649
17,907.3997,1058.0477,0.4926897,866.0989,823.00256,0.7027889,853.0163,622.448,0.7236579,842.5675,471.64142,1.0,827.7949,243.8247,0.6240351
