scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,958.76654,647.7817,0.62750614,947.5081,481.27826,0.8286657,925.89484,294.021,0.73445225,916.70447,152.40361,0.8638713,926.647,292.56445,0.17069207
1,959.3591,647.6295,0.43110666,947.3931,481.20078,0.8378711,925.9116,294.0169,0.8009538,916.3436,152.44727,0.89212084,926.7112,292.65747,0.15548001
2,959.25287,647.7938,0.47427848,947.24023,481.18582,0.83980227,925.89655,294.1264,0.830351,916.44836,152.2229,0.8812267,926.4237,292.9687,0.15186779
3,959.2284,647.6849,0.45644018,947.1827,481.1328,0.8407216,926.02545,294.09482,0.76719224,916.42255,152.22612,0.8906893,926.53046,292.92804,0.17031597
4,959.20435,647.9546,0.42016333,947.2804,480.96014,0.8292275,926.0866,294.2201,0.7603188,916.37915,152.32164,0.905213,926.57025,293.06323,0.16837028
5,959.18976,647.8968,0.3868885,947.1798,480.9783,0.8334877,926.1536,294.029,0.7201644,916.5001,152.31226,0.9342573,926.5621,292.9202,0.16755281
6,959.19366,647.9495,0.432046,947.21216,480.96024,0.8283056,926.092,293.8865,0.7457501,916.69104,152.14203,0.9491647,981.74176,191.14124,0.20367895
7,958.9941,647.89374,0.4114393,947.17004,480.99942,0.82498825,926.1007,293.99435,0.7692276,916.6827,151.99997,0.96667576,982.512,190.65158,0.14265388
8,958.93634,647.1554,0.49841833,947.1625,480.98572,0.8263076,926.18787,293.90308,0.72996396,917.1103,152.14589,0.89524364,981.5499,191.38835,0.19079056
9,959.0837,647.2342,0.38252532,947.1758,480.9026,0.827646,926.3737,293.40393,0.7335295,916.9468,151.92659,0.88631,985.6891,188.59814,0.24943501
10,958.8943,647.3521,0.40287238,947.1296,480.8726,0.81307274,926.2556,293.8136,0.7519383,916.86487,151.60896,0.9019281,985.7266,188.58298,0.25355205
11,958.9817,647.1815,0.39783895,947.0961,480.8463,0.82628775,926.04785,293.78265,0.7679677,916.9078,151.57617,0.87044936,985.0447,189.78403,0.24181142
12,959.0996,647.2587,0.3937989,946.96875,480.7992,0.81736404,925.87305,293.7097,0.77573866,916.8172,151.60219,0.8922327,983.2909,190.11766,0.2260781
13,958.9535,647.51514,0.43673357,946.938,480.7077,0.8267966,926.442,293.83408,0.76898,916.841,151.69977,0.8938163,982.8506,190.5901,0.22434492
14,958.8593,647.6671,0.4375121,946.85535,479.21756,0.82319427,926.3646,293.69962,0.7689808,916.7225,151.68883,0.89864695,983.2067,190.3252,0.20058376
15,959.0295,647.17096,0.44153887,946.8237,479.2552,0.82551277,926.4026,293.57895,0.7863644,916.8916,151.83472,0.9057047,983.2126,190.24768,0.20205654
16,958.94025,647.25354,0.4108781,946.64764,480.74585,0.82575244,926.095,293.9821,0.7760759,916.8479,151.92429,0.9254511,983.4785,189.64415,0.18758428
17,959.107,647.36444,0.3994921,946.6089,480.83298,0.8207361,926.1476,294.05316,0.8157014,916.66046,151.86913,0.94840044,983.76044,190.23262,0.23015268
