scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,953.84326,765.5895,0.6917871,885.74506,618.47424,0.84450334,867.13556,428.94223,0.8206971,857.9272,283.40298,1.0,837.3044,66.33653,0.91226
1,953.9709,765.63043,0.69497216,885.7647,618.5156,0.84921044,867.2108,429.18622,0.7712042,858.0779,283.36823,1.0,837.44025,66.25719,0.9194061
2,953.9777,765.5917,0.6774719,885.8345,618.3955,0.86056596,867.27734,429.10593,0.8375216,858.3766,283.39578,1.0,837.5019,66.15543,0.9496018
3,953.8716,765.5784,0.67769456,885.8561,618.2554,0.89165276,867.05096,429.08875,0.83580595,858.3906,283.39096,1.0,837.52515,66.076164,0.92145306
4,953.93243,765.5257,0.7119644,885.8157,618.2738,0.8973916,867.1263,429.0574,0.84751385,858.4037,283.34375,1.0,837.6811,66.14444,0.93011236
5,953.6573,765.4968,0.6608496,885.7128,618.1725,0.89275354,867.54865,428.78998,0.8388807,858.42993,283.30762,1.0,837.73285,66.08606,0.9033995
6,953.6995,765.474,0.6529764,885.78186,618.01404,0.9000075,867.60156,428.83966,0.84145516,858.3915,283.29755,1.0,837.75256,66.09906,0.91880184
7,953.5075,765.22614,0.6717695,885.3031,617.76904,0.9247105,867.5666,428.84396,0.84576476,858.5912,283.38156,1.0,837.9904,66.14198,0.88943046
8,953.3084,765.05615,0.7030987,885.327,617.7533,0.9207615,867.38416,428.81674,0.8333445,859.02264,283.4105,1.0,838.1023,66.24728,0.88384193
9,953.133,764.6521,0.73354495,885.0086,617.29114,0.9413577,867.46204,428.26337,0.80190754,859.2173,283.48438,1.0,838.1002,66.258835,0.8831296
10,953.1609,764.2646,0.70280755,885.0429,617.37463,0.9529449,867.3978,428.25943,0.80410767,859.49335,283.56433,1.0,838.1039,66.2107,0.88741934
11,953.0757,764.4095,0.6974134,884.90344,617.13837,0.9452261,867.4207,428.12488,0.8058275,859.5106,283.50916,1.0,838.2915,66.29588,0.8766945
12,953.1204,764.21625,0.70363116,884.6649,616.7951,0.9604059,867.35065,428.01968,0.770046,859.84656,283.5052,1.0,838.55035,66.36181,0.87753934
13,952.7218,763.7519,0.603381,884.60895,616.4229,0.9265616,867.437,427.63568,0.7733916,859.75104,283.2216,1.0,839.0463,66.224014,0.87254596
14,952.7029,763.78455,0.6208264,884.61005,616.1522,0.9041573,867.39825,427.48373,0.7859491,859.5137,282.93463,1.0,839.46265,66.07829,0.8889704
15,952.71906,763.7856,0.60920364,884.609,616.2057,0.90633225,867.4445,427.51044,0.7912895,859.99725,282.90906,1.0,839.9504,65.93027,0.8825232
16,952.73083,763.753,0.6006631,884.559,616.1321,0.8968826,867.50366,427.6578,0.80975044,860.0168,282.8993,1.0,840.4764,65.81048,0.8894092
17,952.64453,763.7899,0.6027626,884.56586,616.1579,0.9226133,867.426,427.56952,0.83606863,860.0684,282.96616,1.0,840.5645,65.74573,0.898835
