scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-25.85668,6.2184534,35.039658,-24.197407,4.469834,36.497936,-22.733824,3.0389266,39.461575,-21.377264,1.7875721,40.107178,-19.704967,-0.3745211,41.186954
1,-25.855877,6.213004,35.044792,-24.197609,4.4699593,36.49684,-22.732748,3.0394645,39.460697,-21.37695,1.7875762,40.10785,-19.699894,-0.37479374,41.190037
2,-25.844753,6.2164626,35.037495,-24.193718,4.4753647,36.501354,-22.734499,3.039521,39.46173,-21.376434,1.7874902,40.10899,-19.70072,-0.3749085,41.18842
3,-25.813484,6.2249722,35.018024,-24.186884,4.471922,36.504818,-22.731998,3.0386534,39.4581,-21.374641,1.7872313,40.10802,-19.69656,-0.37543306,41.196568
4,-25.793701,6.2223754,34.994358,-24.183598,4.470459,36.513195,-22.731222,3.0393116,39.45675,-21.373016,1.7870023,40.10764,-19.694944,-0.37524524,41.191982
5,-25.775381,6.2197247,34.967876,-24.178478,4.469218,36.516727,-22.731176,3.0396297,39.457684,-21.373707,1.7877524,40.107403,-19.700117,-0.37459192,41.183983
6,-25.76278,6.2233725,34.960194,-24.173447,4.468479,36.520687,-22.728346,3.0398011,39.453056,-21.373976,1.7879593,40.106434,-19.70033,-0.37284285,41.188133
7,-25.742256,6.1967406,34.932487,-24.17008,4.46813,36.524113,-22.728493,3.0408993,39.453487,-21.374466,1.788643,40.105713,-19.701408,-0.3736992,41.185234
8,-25.700512,6.138489,34.888275,-24.158037,4.465191,36.551014,-22.7281,3.0402405,39.453075,-21.374836,1.7893676,40.106224,-19.702509,-0.37157393,41.183903
9,-25.665462,6.1096754,34.86314,-24.151329,4.465283,36.562107,-22.729412,3.0452383,39.45112,-21.375345,1.7898705,40.105347,-19.702686,-0.37121436,41.185986
10,-25.651499,6.099158,34.843597,-24.14981,4.464769,36.55945,-22.729462,3.045834,39.453636,-21.375439,1.7899932,40.104343,-19.70312,-0.37019876,41.183834
11,-25.645628,6.0960646,34.83231,-24.147274,4.467441,36.563,-22.727869,3.0476756,39.452293,-21.377737,1.7917744,40.106323,-19.70457,-0.36913285,41.18552
12,-25.645382,6.0915756,34.82915,-24.148489,4.467348,36.56504,-22.727806,3.04769,39.45228,-21.37777,1.7918649,40.106026,-19.703856,-0.36889824,41.188477
13,-25.649055,6.0895696,34.83418,-24.1506,4.4683595,36.564526,-22.729076,3.0476503,39.45387,-21.3788,1.7914889,40.10802,-19.706732,-0.3703876,41.184914
14,-25.653463,6.084465,34.840065,-24.151741,4.469158,36.56599,-22.73072,3.047134,39.45651,-21.380007,1.7912496,40.110283,-19.708176,-0.37082896,41.186802
15,-25.660053,6.0814433,34.841663,-24.15343,4.4735703,36.56446,-22.730637,3.0469394,39.45535,-21.38158,1.7904286,40.112076,-19.707846,-0.37213847,41.187798
16,-25.665682,6.0767446,34.838436,-24.154133,4.473654,36.565914,-22.730453,3.0469344,39.455894,-21.382992,1.789795,40.11458,-19.70851,-0.3716554,41.1856
17,-25.66944,6.0758796,34.84336,-24.154816,4.4746375,36.566063,-22.731619,3.0493715,39.45671,-21.384901,1.790631,40.11749,-19.710423,-0.37157997,41.18529
