timestamp_iso,requested_angle_deg,commanded_pw_us,measured_angle_deg
2025-09-09T11:21:45,0,1309
2025-09-09T11:21:48,-45,971
2025-09-09T11:21:51,-90,634
2025-09-09T11:21:54,-45,971
2025-09-09T11:21:57,0,1309
