scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-23.778002,3.0404243,37.647404,-21.765018,1.6397083,39.10786,-19.869576,0.67720187,42.064114,-18.684013,-0.48534933,42.849815,-16.5413,-2.3046598,43.552315
1,-23.765184,3.027369,37.638683,-21.757143,1.6301289,39.095715,-19.868908,0.67584187,42.065334,-18.683977,-0.48728356,42.857037,-16.547697,-2.3083625,43.569088
2,-23.767363,3.0181608,37.619392,-21.761644,1.6306175,39.104176,-19.86935,0.6765954,42.059704,-18.686321,-0.48072225,42.85535,-16.546156,-2.2934809,43.562218
3,-23.76627,3.0026278,37.621468,-21.751635,1.6184055,39.087505,-19.858603,0.6808569,42.066986,-18.678278,-0.47294155,42.858967,-16.526876,-2.2765584,43.590694
4,-23.759676,2.9874063,37.632526,-21.745651,1.6019152,39.0914,-19.85464,0.6700636,42.083824,-18.671036,-0.48086825,42.87124,-16.515799,-2.28338,43.60776
5,-23.773994,2.9769452,37.61703,-21.753258,1.5788192,39.08906,-19.86322,0.6534088,42.090622,-18.67369,-0.49537605,42.86105,-16.520842,-2.3065593,43.592712
6,-23.780441,2.9783728,37.62883,-21.768064,1.5840693,39.094433,-19.870628,0.6542081,42.086002,-18.678099,-0.49565133,42.851326,-16.525997,-2.306834,43.57236
7,-23.768991,2.9933317,37.627228,-21.760605,1.6034895,39.09381,-19.867912,0.6632739,42.07505,-18.676006,-0.48679966,42.850483,-16.521036,-2.2906787,43.564316
8,-23.759104,3.0047843,37.632885,-21.750175,1.6215142,39.09134,-19.863897,0.6774704,42.075592,-18.67209,-0.47267133,42.85944,-16.508993,-2.2684639,43.58516
9,-23.757484,3.0027938,37.62779,-21.741686,1.622929,39.081776,-19.864222,0.68455464,42.075573,-18.667576,-0.46393374,42.857487,-16.50356,-2.2575529,43.59915
10,-23.75173,3.0010185,37.61981,-21.741354,1.6219778,39.082455,-19.862644,0.6856494,42.076195,-18.66414,-0.46376735,42.85892,-16.500437,-2.2589967,43.599815
11,-23.763994,2.9899745,37.63054,-21.74631,1.6106361,39.08828,-19.862556,0.6785671,42.079624,-18.662794,-0.46566668,42.86268,-16.49647,-2.2547383,43.60753
12,-23.768982,2.983096,37.625237,-21.7498,1.5972916,39.09241,-19.861248,0.67332935,42.07842,-18.658272,-0.46939844,42.860157,-16.489342,-2.2561128,43.6056
13,-23.77661,2.9777253,37.61882,-21.755285,1.5982056,39.090767,-19.861568,0.6737923,42.072224,-18.658445,-0.46830353,42.860588,-16.48857,-2.2547483,43.603203
14,-23.782167,2.9758925,37.623856,-21.760214,1.603705,39.091022,-19.862358,0.6807367,42.061966,-18.657806,-0.45939603,42.846497,-16.487108,-2.2409353,43.60133
15,-23.782743,2.972706,37.619347,-21.751406,1.6051986,39.08927,-19.859205,0.6950194,42.068462,-18.649548,-0.4465865,42.851643,-16.482395,-2.2229846,43.618626
16,-23.775503,2.970373,37.61293,-21.74572,1.6047477,39.078426,-19.856783,0.7008589,42.068726,-18.643644,-0.4383665,42.852104,-16.475178,-2.2114513,43.627884
17,-23.775904,2.960653,37.609295,-21.74815,1.5969377,39.08956,-19.854465,0.6986597,42.070396,-18.640265,-0.4370552,42.853775,-16.47136,-2.2081745,43.632946
