scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1123.1643,555.4775,0.39102468,972.2826,509.13324,0.9509961,927.1707,334.33917,0.7051429,907.7981,192.34235,0.9576965,489.36023,1189.3282,0.17300169
1,1123.2717,555.3476,0.4178591,972.19775,509.2219,0.92306316,927.45844,335.09854,0.664674,907.74335,192.36905,0.98337895,489.3586,1189.1567,0.19907612
2,1123.4033,555.4841,0.39987737,972.2757,509.13583,0.943506,927.5664,335.28403,0.6827969,907.6615,192.31822,1.0,489.33704,1189.0443,0.1996031
3,1123.476,555.28204,0.42685795,972.34076,509.08286,0.9480092,927.55115,335.20062,0.6727422,907.57184,192.21165,1.0,489.42346,1189.175,0.19885986
4,1123.4122,555.30206,0.42296842,972.32874,509.13052,0.93940234,927.53827,335.299,0.64141977,907.60504,192.36052,1.0,489.45157,1189.2063,0.19696864
5,1123.382,555.2945,0.3999582,972.4452,509.0552,0.96672475,927.3848,335.33466,0.7116069,907.59894,192.2016,0.9977742,489.318,1188.9784,0.20720777
6,1123.3679,555.2544,0.40020135,972.38916,509.02118,0.96416575,927.23303,334.80594,0.7147378,907.58655,192.1669,1.0,489.27164,1189.0114,0.2057371
7,1123.2378,555.14526,0.37561306,972.44934,508.98566,0.9608705,927.2934,334.67285,0.7079986,907.65265,192.16154,0.9815744,489.29312,1188.9183,0.21334116
8,1123.323,555.1474,0.36487728,972.4057,508.96942,0.9451935,927.222,334.6994,0.7317262,907.61865,192.1302,1.0,487.4947,1188.7777,0.20407738
9,1123.2034,555.5523,0.33881804,972.508,509.12262,0.983942,927.1451,334.93375,0.69492793,907.55963,192.18297,1.0,489.2718,1188.883,0.21744569
10,1123.43,555.3705,0.4028446,972.4444,509.159,0.9719634,927.16125,335.50977,0.6662722,907.47345,192.19102,1.0,489.3919,1189.0452,0.20005277
11,1123.4286,555.38385,0.41845492,972.4381,509.2086,0.97767955,927.19946,335.2279,0.68134075,907.4246,192.28429,1.0,489.27042,1189.0258,0.21592408
12,1123.2517,555.6482,0.36204597,972.4555,509.13306,0.9798963,927.3814,335.35043,0.64519036,907.3418,192.50558,1.0,489.27573,1188.9346,0.23243554
13,1123.3008,555.6533,0.35914344,972.4806,509.15494,0.95847493,927.148,335.09192,0.6842682,907.3785,192.42477,1.0,489.3723,1188.5363,0.29646072
14,1123.2675,555.62445,0.35131258,972.4792,509.24515,0.99478847,927.1279,335.19867,0.70733774,907.40106,192.4658,1.0,489.38818,1188.5818,0.29570627
15,1123.2948,555.6272,0.3526455,972.52405,509.2713,1.0,927.10565,335.0975,0.7162255,907.4017,192.48726,1.0,489.38455,1188.5109,0.30789745
16,1123.3055,555.6211,0.35387418,972.5385,509.31485,0.998999,927.13245,335.24323,0.71223426,907.32404,192.57124,1.0,489.3258,1188.4347,0.32186323
17,1123.3353,555.5503,0.36431298,972.5734,509.34488,1.0,927.0838,335.15698,0.72501975,907.36475,192.60007,0.9971048,489.26923,1188.4738,0.31778002
