scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,905.7711,734.31525,0.70066917,889.83936,562.4513,0.9675541,885.3103,373.33188,0.77319807,876.501,237.76775,0.80427134,859.0468,60.51394,0.79834825
1,905.72546,734.2904,0.69955313,889.8986,562.3146,0.9552152,885.32214,373.2816,0.7633353,876.5938,237.80461,0.80689025,858.992,60.301907,0.8065547
2,905.759,734.28485,0.69590276,889.8957,562.2547,0.96502626,885.39905,373.38882,0.77255535,876.5999,237.70143,0.8155407,858.98334,60.294067,0.8032683
3,905.777,734.309,0.68382555,889.88116,562.24097,0.9706346,885.3817,373.3803,0.76807225,876.6246,237.66672,0.81683797,858.9986,60.20179,0.80760014
4,905.7547,734.2162,0.67924905,889.8609,562.20416,0.96965563,885.3214,373.33673,0.7537315,876.64886,237.63388,0.81122357,859.0585,60.21372,0.8173053
5,905.67303,734.2518,0.68844,889.861,562.25366,0.9685284,885.25665,373.12097,0.77392954,876.5871,237.58722,0.80573285,859.113,60.17859,0.81932247
6,905.81024,734.04974,0.7256666,889.8958,562.3246,0.9890431,884.8814,372.9743,0.74904245,876.5621,237.59741,0.80312574,859.12317,60.229332,0.8286375
7,905.83734,733.98254,0.7335228,889.8328,562.2695,0.97541094,885.1667,373.1072,0.772504,876.5515,237.55598,0.80366594,859.2439,60.195263,0.8263754
8,905.7009,733.9821,0.71603745,889.97687,562.2677,0.99030054,885.0826,372.97015,0.757107,876.4964,237.54362,0.81129324,859.2568,60.165005,0.84459305
9,905.7497,733.9285,0.7363423,889.96924,562.2479,0.98766065,884.9434,373.02774,0.7811158,876.462,237.58423,0.78775084,859.1618,60.30837,0.839834
10,905.69727,734.0413,0.7375213,889.9302,562.2157,0.9952282,884.9775,373.0485,0.771011,876.4167,237.58853,0.79102325,859.09845,60.26981,0.8519743
11,905.70154,734.0831,0.73098266,889.93494,562.25867,0.99047977,884.93994,373.08072,0.75909305,876.32306,237.60655,0.7835353,859.09454,60.256714,0.8504739
12,905.69336,734.2865,0.728971,889.90027,562.2267,0.978874,884.9996,373.21268,0.7525541,876.44,237.62715,0.7919532,859.08356,60.24943,0.86322933
13,905.7307,734.2644,0.72297686,889.8043,562.25244,0.9812661,884.86993,372.94202,0.78611004,876.3602,237.59009,0.7921986,858.9889,60.301395,0.8430707
14,905.6712,734.31696,0.7206833,889.74884,562.29065,0.97344744,885.0654,373.09958,0.74347657,876.3623,237.65034,0.77838355,858.9434,60.24367,0.8408699
15,905.7443,734.30286,0.72311854,889.76495,562.288,0.97683877,884.93964,373.0993,0.7247464,876.3301,237.63203,0.77978486,858.8512,60.044727,0.8435766
16,905.8189,734.27966,0.7287021,889.8202,562.28394,0.9793095,884.847,372.79385,0.7271496,876.32556,237.66687,0.75876236,858.89557,60.195232,0.8353628
17,905.7957,734.291,0.7204932,889.7743,562.2999,0.98849094,884.945,372.97446,0.7777688,876.38196,237.6354,0.7723203,858.95514,60.24984,0.8336949
