scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-27.33895,5.5616627,34.452686,-25.324862,4.088987,35.795193,-23.299236,2.5646195,38.660297,-21.358982,0.80078226,40.646996,-20.191298,-0.6102023,42.230827
1,-27.339077,5.56182,34.452835,-25.32474,4.093364,35.793736,-23.299212,2.5646095,38.66031,-21.357458,0.8033666,40.64407,-20.18945,-0.6083857,42.226986
2,-27.33588,5.5683184,34.453285,-25.32333,4.0959706,35.810753,-23.298376,2.5699959,38.65862,-21.358831,0.805282,40.64258,-20.189074,-0.6082919,42.22867
3,-27.335745,5.5713086,34.455166,-25.322802,4.1009054,35.810047,-23.296904,2.5733669,38.659634,-21.3584,0.8069082,40.640934,-20.189367,-0.60702854,42.230713
4,-27.335224,5.573417,34.456676,-25.3217,4.104921,35.80976,-23.297506,2.5783105,38.6618,-21.358133,0.808081,40.63913,-20.189005,-0.6067326,42.2287
5,-27.33422,5.5776043,34.446083,-25.318424,4.110342,35.8069,-23.290451,2.583951,38.6503,-21.35456,0.81155384,40.63242,-20.186272,-0.60242975,42.226875
6,-27.33185,5.5839643,34.443676,-25.316893,4.117502,35.803772,-23.288696,2.5961196,38.651367,-21.351662,0.8152781,40.62673,-20.182734,-0.5987606,42.221916
7,-27.329338,5.5986075,34.445908,-25.310026,4.1325603,35.797565,-23.285126,2.6134562,38.639534,-21.342793,0.8294276,40.609684,-20.184845,-0.58730704,42.22883
8,-27.323017,5.607412,34.443348,-25.306715,4.1410804,35.81001,-23.283857,2.622334,38.633663,-21.339708,0.83237237,40.609924,-20.181862,-0.58821225,42.222443
9,-27.326853,5.594447,34.443058,-25.310003,4.1283393,35.80403,-23.28485,2.607662,38.63508,-21.342371,0.823369,40.61512,-20.183077,-0.59750193,42.22005
10,-27.33266,5.577798,34.44118,-25.313671,4.1156554,35.800602,-23.287025,2.590508,38.64408,-21.346975,0.8128869,40.619175,-20.184175,-0.6061546,42.21968
11,-27.330416,5.57557,34.445946,-25.312548,4.1122837,35.79914,-23.285563,2.582595,38.641457,-21.345291,0.8078246,40.61653,-20.184258,-0.60766166,42.217926
12,-27.330263,5.569068,34.44315,-25.312689,4.1055737,35.792152,-23.29003,2.5761364,38.64783,-21.343866,0.802302,40.61544,-20.1836,-0.6108092,42.213646
13,-27.33105,5.565176,34.441425,-25.312502,4.0995493,35.795525,-23.288115,2.5711963,38.6473,-21.34538,0.7971663,40.616768,-20.185753,-0.61323386,42.214096
14,-27.328167,5.565552,34.44178,-25.305498,4.098159,35.787037,-23.2866,2.5700822,38.6497,-21.344746,0.7965661,40.619877,-20.184414,-0.6137271,42.21749
15,-27.325994,5.563679,34.439007,-25.303123,4.0974135,35.78646,-23.285597,2.569206,38.652016,-21.342249,0.7969207,40.620266,-20.183407,-0.6136236,42.220467
16,-27.323967,5.5628066,34.43639,-25.30092,4.097191,35.786873,-23.28368,2.5688179,38.655144,-21.340015,0.79686874,40.62239,-20.183279,-0.6133663,42.22052
17,-27.322062,5.5644274,34.44066,-25.296124,4.0984163,35.79931,-23.281754,2.5684085,38.653458,-21.337233,0.79740053,40.62176,-20.178293,-0.6121269,42.21824
18,-27.32187,5.5640683,34.440903,-25.295206,4.098934,35.80186,-23.278929,2.5680583,38.658417,-21.33618,0.79792976,40.622482,-20.176168,-0.6108448,42.22028
