timestamp,adc_ch0,adc_ch1,adc_ch2,adc_ch3
225352455365,0,0,0,12768355
225352455365,0,0,0,12766990
225352455365,308,0,0,12768696
225352455365,0,0,0,12761699
225352455365,0,0,0,12776035
225352476697,0,0,0,12765113
225352476697,0,0,0,12761187
225352476697,0,0,0,12776718
225352476697,0,0,0,12761358
225352476697,0,0,0,12766990
225352484607,0,0,0,12760163
225352484607,0,0,0,12764430
225352484607,0,0,0,12767502
225352484607,0,0,0,12770744
225352484607,0,0,0,12766648
225352491239,0,0,0,12767331
225352491239,0,0,0,12767331
225352491239,0,0,0,12765454
225352491239,0,0,0,12773475
225352491239,0,0,0,12776718
225352498613,6793,0,0,12765625
225352498613,0,0,0,12772792
225352498613,0,0,0,12765454
225352498613,0,0,0,12771768
225352498613,0,0,0,12774328
225352505228,4916,0,0,12772110
225352505228,0,0,0,12774499
225352505228,0,0,0,12773475
225352505228,0,0,0,12773987
225352505228,0,0,0,12768526
225352513909,0,0,0,12769891
225352513909,0,0,0,12778424
225352513909,0,0,0,12772110
225352513909,0,0,0,12773646
225352513909,0,0,0,12770915
225352519248,0,0,0,12770403
225352519248,0,0,0,12772110
225352519248,0,0,0,12765625
225352519248,0,0,0,12762894
225352519248,0,0,0,12763747
225352527025,0,0,0,12764601
225352527025,0,0,0,12767331
225352527025,0,0,0,12766648
225352527025,0,0,0,12764430
225352527025,820,0,0,12765966
225352534627,0,0,0,12773816
225352534627,1161,0,0,12773816
225352534627,0,0,0,12773646
225352534627,0,0,0,12767160
225352534627,649,0,0,12763235
225352541069,0,0,0,12766137
225352541069,0,0,0,12772963
225352541069,0,0,0,12769891
225352541069,0,0,0,12767843
225352541069,0,0,0,12769550
225352548652,1161,0,0,12761529
225352548652,1332,0,0,12769208
225352548652,0,0,0,12766307
225352548652,649,0,0,12769208
225352548652,649,0,0,12770403
225352554292,5598,0,0,12765625
225352554292,308,0,0,12768014
225352554292,0,0,0,12773646
225352554292,0,0,0,12772963
225352554292,0,0,0,12768696
225352561413,308,0,0,12766819
225352561413,0,0,0,12769550
225352561413,0,0,0,12771256
225352561413,0,0,0,12765795
225352561413,0,0,0,12771256
225352569164,0,0,0,12777912
225352569164,0,0,0,12773987
225352569164,0,0,0,12769550
225352569164,0,0,0,12770232
225352569164,0,0,0,12773987
225352575909,0,0,0,12774499
225352575909,0,0,0,12770232
225352575909,0,0,0,12766990
225352575909,0,0,0,12758286
225352575909,0,0,0,12770744
225352583097,0,0,0,12768184
225352583097,0,0,0,12764430
225352583097,0,0,0,12770574
225352583097,308,0,0,12769891
225352583097,1161,0,0,12769891
225352588892,649,0,0,12767672
225352588892,0,0,0,12780643
225352588892,0,0,0,12772110
225352588892,0,0,0,12778936
225352588892,0,0,0,12770574
