scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1052.9729,621.746,0.589453,918.48016,522.59576,0.81734246,886.04034,340.54367,0.78556925,876.8566,194.84094,1.0,1023.0167,425.98682,0.19054231
1,1052.8824,621.6266,0.6515625,917.97516,522.64075,0.81395066,886.3189,340.28275,0.84264404,876.46985,195.19873,1.0,489.22665,1188.5137,0.26688057
2,1052.846,621.8274,0.6424029,918.0457,522.67114,0.7774402,886.1227,340.19617,0.8228449,876.1629,195.29553,1.0,489.2375,1188.5363,0.26327616
3,1052.8522,621.712,0.637879,917.9346,522.8696,0.7794147,885.8053,339.8986,0.7868279,875.951,195.47433,1.0,489.29672,1188.6381,0.2360433
4,1052.8313,621.88666,0.6047078,917.8355,523.0136,0.7901865,885.4209,339.7933,0.7913629,875.59955,195.60378,1.0,489.3345,1188.7013,0.2503417
5,1052.5898,621.62146,0.70715827,917.729,522.95935,0.7723728,885.3107,340.3677,0.8193558,875.24396,195.81984,1.0,489.1434,1188.5138,0.26036885
6,1052.6187,621.56354,0.7164143,917.6381,522.9731,0.77495277,884.97943,340.46735,0.819231,874.97095,195.74307,1.0,489.19882,1188.6302,0.23766866
7,1052.594,621.56256,0.69245386,917.62067,522.9962,0.77882457,885.0243,340.50266,0.7841696,875.0447,195.70026,1.0,487.48694,1188.4955,0.23194373
8,1052.5204,621.72833,0.67239434,917.60944,522.9228,0.77493936,884.7716,340.93863,0.83374566,875.0183,195.69594,1.0,489.14264,1188.6797,0.2249053
9,1052.5533,621.80005,0.6541158,917.6978,522.9376,0.7470562,884.5951,341.27365,0.83535016,874.992,195.61928,1.0,487.4985,1188.3933,0.23501883
10,1052.5625,621.8348,0.6402676,917.59546,522.96454,0.75626564,884.60547,341.00275,0.84154373,875.08466,195.44278,1.0,489.16428,1188.4788,0.24068204
11,1052.5465,621.8359,0.6403395,917.41437,523.0146,0.7497161,884.6032,340.86703,0.82934165,875.084,195.54211,1.0,489.172,1188.488,0.2457482
12,1052.5538,621.81934,0.64207053,917.3739,523.0115,0.75334054,884.6509,340.94894,0.8140132,875.1351,195.52814,1.0,487.51962,1188.2874,0.2411693
13,1052.5872,621.8728,0.6437624,917.50977,522.9923,0.7419584,884.6989,340.90817,0.82437706,875.1498,195.59734,1.0,487.64816,1188.2672,0.24839397
14,1052.5695,621.83203,0.64227414,917.6024,522.8898,0.73347074,884.7217,341.01013,0.83299446,875.1318,195.78154,1.0,487.5286,1188.4362,0.2290995
15,1052.5709,621.81555,0.64452493,917.66284,522.88434,0.7338886,884.6697,341.0158,0.8331363,875.2188,195.75372,1.0,489.17508,1188.5626,0.21580504
16,1052.5785,621.86554,0.64693964,917.6452,522.8809,0.7301686,884.6393,341.03995,0.8243235,875.26666,195.74269,1.0,489.2314,1188.7186,0.2188001
17,1052.585,621.84186,0.6331135,917.6283,522.92737,0.7330354,884.85706,341.22903,0.8159173,875.29614,195.5555,1.0,489.24878,1188.7112,0.24495815
