scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,892.1132,421.23975,0.5848112,827.10767,285.10654,0.75223875,842.65686,147.74643,0.8802369,829.0907,2.172978,0.08252254,827.0896,285.45572,0.14799051
1,892.70715,421.2418,0.61240053,827.70416,285.21533,0.7580582,842.6467,148.03906,0.87118965,829.2081,2.1505597,0.080224104,827.6207,285.59015,0.14898437
2,893.7296,422.02237,0.5505882,828.58563,285.39844,0.8201791,843.4615,147.88397,0.8694888,829.30237,2.1543958,0.071406424,828.50183,285.72253,0.12774557
3,893.8585,421.90042,0.5271314,828.5793,285.5164,0.8224433,843.75574,148.25203,0.8828836,829.2966,2.150514,0.071878016,828.578,285.85623,0.12063772
4,895.00604,421.98535,0.5272405,829.09186,285.6171,0.8460676,844.10474,148.53964,0.8847703,829.2341,2.0830035,0.082395636,829.2076,285.94907,0.11932934
5,895.3103,420.89655,0.5484112,829.52844,285.27725,0.88079756,844.03094,147.93231,0.86454606,829.22205,2.1038384,0.08614112,829.444,285.22235,0.11111125
6,894.27386,421.00684,0.5168023,829.14197,284.9945,0.8657125,843.98987,147.39026,0.8521033,829.2276,2.1058874,0.08657035,829.1332,285.19382,0.1065691
7,894.2187,420.91104,0.5227699,829.141,284.96826,0.85670996,843.9981,147.50043,0.84843874,829.3769,2.1297607,0.07565318,829.13043,285.19797,0.10762368
8,894.04083,420.86972,0.519227,829.153,284.98035,0.85972124,844.0015,147.59988,0.8562229,829.3922,2.153254,0.07425411,829.1166,284.90448,0.10933959
9,893.5869,422.3561,0.51805437,828.9042,285.33112,0.8288007,843.8353,148.22151,0.8682193,829.29553,2.1219835,0.08582905,828.8853,285.67462,0.12979455
10,893.62115,422.31546,0.5154764,828.627,285.5888,0.8167894,843.83875,148.20366,0.8522657,829.29706,2.1156745,0.08554254,828.68665,285.97665,0.12861624
11,894.24396,422.35352,0.49754572,829.09973,285.96884,0.841284,844.3047,148.87941,0.8468301,829.5291,2.205574,0.070700094,829.2241,286.3985,0.12243042
12,894.50995,422.13565,0.49430305,829.1373,285.6119,0.8546205,844.1624,148.67519,0.8629624,829.46906,2.159555,0.076654635,829.2519,286.0148,0.11345703
13,894.0299,421.86127,0.5208627,829.14435,285.2411,0.8505203,843.8472,148.24849,0.8575282,829.4019,2.2082124,0.07139911,829.1064,285.17465,0.11370028
14,893.9716,421.61462,0.54441434,828.6288,285.17273,0.8219821,843.4993,147.9081,0.8576219,829.27734,2.1433728,0.08323824,828.59045,285.45633,0.118801594
15,893.97095,421.57703,0.53038776,828.62024,285.2604,0.8280286,843.5213,147.89307,0.86363703,829.30786,2.1663666,0.08263788,828.6077,285.53943,0.112511344
16,893.98444,421.6308,0.5300551,828.65045,285.19464,0.81917745,843.51953,147.75528,0.8462559,829.3162,2.1667175,0.082139365,828.67596,285.50735,0.11247682
17,893.738,421.57077,0.5622599,828.47943,285.2716,0.7957651,843.3712,147.9025,0.85657984,829.296,2.1698103,0.08208387,828.4516,285.58456,0.11857757
