scorer,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,925.13336,887.5997,0.62058383,924.6774,718.5846,0.85237086,904.3191,525.54254,0.58831704,931.48376,315.4387,0.9383767,847.8617,231.18048,0.8193307
1,925.21204,887.4781,0.6280443,924.77216,718.551,0.8757675,904.3044,525.50134,0.5937011,931.3831,315.47964,0.9460218,847.6793,231.11542,0.8337473
2,925.22705,887.6671,0.6127469,924.81476,718.4887,0.88639736,904.4866,525.50793,0.590683,931.2933,315.5477,0.9567938,847.5984,231.04538,0.82557017
3,925.21606,887.64703,0.6130931,924.79535,718.47485,0.8876295,904.4353,525.41345,0.59342086,931.4122,315.3128,0.9569406,847.52026,230.98111,0.8318993
4,925.2152,887.6539,0.61186767,924.8209,718.48474,0.8857528,904.3135,525.3347,0.6037931,931.3364,315.2617,0.9572012,847.5485,231.0085,0.82706237
5,925.48975,887.50555,0.62308943,924.742,718.48303,0.88893306,904.2403,525.1432,0.60791695,931.32166,315.32776,0.94929034,847.4795,230.97087,0.8262955
6,925.50494,887.3971,0.6339698,924.729,718.4923,0.8860867,904.3024,525.0928,0.5943167,931.23016,315.3212,0.9475147,847.5171,230.99596,0.8235024
7,925.49316,887.3906,0.632187,924.72577,718.5701,0.88728416,904.26685,525.12286,0.5985229,931.24426,315.29428,0.94641966,847.5686,231.01158,0.8268542
8,925.51416,887.39575,0.64303976,924.7691,718.5975,0.876247,904.38324,525.1784,0.59222054,931.3151,315.3661,0.9459843,847.63025,231.02771,0.817722
9,925.6293,887.38074,0.63160557,924.7511,718.6592,0.9077091,904.29913,525.1832,0.59669,931.27155,315.32034,0.9470216,847.4921,231.00859,0.8254291
10,925.68274,887.4861,0.6288545,924.77673,718.65094,0.9010373,904.3142,525.1789,0.5926997,931.26,315.29773,0.9427816,847.41547,231.06398,0.8366838
11,925.6101,887.4608,0.6259284,924.77,718.6487,0.8836893,904.3496,525.20355,0.58947456,931.2675,315.28223,0.93887115,847.2556,231.10309,0.8500511
12,925.87726,887.68585,0.6047901,924.78107,718.6562,0.9002563,904.3703,525.23254,0.58989716,931.2115,315.18753,0.9361772,847.1416,231.12248,0.8437582
13,925.8101,887.657,0.61557084,924.66614,718.6152,0.9013648,904.41736,525.46564,0.5841228,931.2828,315.19873,0.9459352,847.3097,231.00471,0.8494971
14,925.73474,887.613,0.6369804,924.6658,718.6616,0.8951794,904.4964,525.40765,0.5778326,931.28345,315.18555,0.94320065,847.3623,230.95027,0.85274243
15,925.5984,887.62396,0.64350075,924.70776,718.661,0.8969097,904.417,525.32355,0.5865613,931.28253,315.2301,0.94850713,847.41156,231.10106,0.8352448
16,925.4996,887.7462,0.65869075,924.67365,718.66516,0.9109819,904.41254,525.36127,0.5863167,931.3103,315.3473,0.960635,847.4425,231.09447,0.83502793
17,925.3048,887.391,0.6279439,924.7506,718.60034,0.8907769,904.39215,525.4261,0.59222716,931.2908,315.30066,0.95135313,847.4193,231.03502,0.83786386
