scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,925.97766,642.70557,0.6661129,917.0275,485.85416,0.8614047,912.3455,323.77026,0.86911756,891.3474,113.127914,0.94594383,911.3185,25.208359,0.9854192
1,926.0338,642.5697,0.67619103,917.07684,485.78915,0.84916574,912.4162,323.75873,0.8884612,891.4584,113.088264,0.92782664,911.4537,25.104782,0.9732668
2,926.0004,642.58826,0.67070425,916.94006,485.78748,0.8619902,912.396,323.72537,0.88654315,891.3837,112.963,0.9423302,911.45886,25.094166,0.975853
3,926.00586,642.6176,0.68218625,917.09186,485.76678,0.8490603,912.4004,323.72192,0.88492805,891.52386,113.09167,0.9313023,911.6651,25.251545,0.9724065
4,925.98834,642.5615,0.67975503,916.92303,485.64642,0.85578376,912.3858,323.7369,0.8927201,891.5265,112.94365,0.9377105,911.729,25.056206,0.9771722
5,926.038,642.5175,0.6910452,917.00287,485.74527,0.8453149,912.37476,323.70786,0.88399774,891.6268,112.81935,0.926676,911.7147,25.078123,0.97857857
6,926.0821,642.59155,0.7004095,917.03687,485.72137,0.8448141,912.4169,323.63495,0.87937635,891.5741,113.027885,0.92686874,911.71674,25.092686,0.9737403
7,926.152,642.5627,0.70586675,916.9658,485.58728,0.85246295,912.45123,323.5861,0.8806731,891.5572,112.81727,0.92756575,911.7119,25.082596,0.97692436
8,926.2358,642.70044,0.70879084,917.1861,485.75708,0.841204,912.49066,323.52576,0.87534356,891.53973,112.888626,0.940448,911.7311,25.046728,0.97809595
9,926.15,642.6529,0.70290923,917.2364,485.75555,0.83143264,912.4341,323.58533,0.87358475,891.622,112.88833,0.93914485,911.73334,25.096632,0.9931942
10,926.0618,642.5997,0.70054317,917.2057,485.72882,0.84314084,912.4971,323.4522,0.885427,891.78174,112.600716,0.9332692,911.89777,24.906885,0.99791616
11,926.31494,642.61676,0.72208744,917.32764,485.7351,0.83124614,912.4894,323.69067,0.88334155,891.79443,112.67822,0.92655706,912.039,25.05854,0.976689
12,926.181,642.7025,0.7140621,917.376,485.7806,0.83942,912.47675,323.495,0.89639753,891.9109,112.45211,0.92116654,912.135,24.8937,0.98466164
13,926.2017,642.7446,0.7137971,917.2738,485.7694,0.8504576,912.457,323.46603,0.89718384,891.80347,112.56739,0.922393,912.13135,24.926104,0.98139834
14,926.20355,642.7449,0.70595163,917.3055,485.80066,0.8508363,912.4673,323.42184,0.8977034,891.7786,112.65368,0.9219642,912.21564,25.031214,0.97876966
15,926.175,642.8295,0.7145061,917.2717,485.79587,0.8548688,912.4544,323.53503,0.88656604,891.69666,112.6715,0.92770594,912.23975,24.991919,0.97818905
16,926.11176,642.76953,0.7119655,917.1349,485.77985,0.8648242,912.43884,323.60013,0.88922316,891.65,112.84903,0.93167317,912.18915,25.099155,0.95888126
17,926.2591,642.6692,0.69911087,917.1293,485.76544,0.85881776,912.45166,323.54086,0.8868073,891.7664,112.81122,0.9336498,912.2627,25.08687,0.9802942
