scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-26.33665,7.403714,34.637238,-24.804995,5.3442545,35.776936,-23.689499,2.5295632,38.2887,-22.048525,0.01195719,40.307243,-20.676846,-1.2519737,41.92213
1,-26.336636,7.4037094,34.637115,-24.804998,5.3442755,35.77695,-23.68947,2.5295634,38.288704,-22.048553,0.012107781,40.307068,-20.676872,-1.2519323,41.922062
2,-26.337397,7.402362,34.63544,-24.805843,5.341075,35.77944,-23.68915,2.52908,38.28604,-22.048815,0.010703961,40.306477,-20.675844,-1.2524838,41.92278
3,-26.335922,7.3995595,34.63262,-24.805605,5.339865,35.778984,-23.688087,2.528522,38.287144,-22.048815,0.010432269,40.30658,-20.675703,-1.2517166,41.922688
4,-26.337498,7.401183,34.63345,-24.8061,5.338777,35.776756,-23.68868,2.528099,38.28658,-22.049225,0.009578428,40.30671,-20.675913,-1.2510726,41.922966
5,-26.33636,7.4005027,34.632133,-24.806002,5.3383255,35.778774,-23.68793,2.5286865,38.28569,-22.049366,0.010074213,40.307568,-20.674446,-1.2522036,41.924576
6,-26.336725,7.400406,34.631863,-24.803911,5.3431807,35.779972,-23.687525,2.529577,38.28673,-22.048574,0.012326814,40.307415,-20.67312,-1.251911,41.92871
7,-26.336496,7.3999915,34.631813,-24.803993,5.341146,35.77776,-23.685966,2.5290353,38.2917,-22.048662,0.011170218,40.30739,-20.672909,-1.2529354,41.928757
8,-26.336128,7.399622,34.630733,-24.806267,5.3368025,35.780254,-23.687082,2.5285892,38.28358,-22.04919,0.007972202,40.307514,-20.671827,-1.2553388,41.932476
9,-26.336437,7.3954544,34.632477,-24.806854,5.332118,35.782513,-23.68648,2.5261555,38.281948,-22.048773,0.0060550165,40.31002,-20.671904,-1.2554492,41.92985
10,-26.335407,7.393744,34.631374,-24.803308,5.3351064,35.781773,-23.68551,2.527555,38.280952,-22.046669,0.008286466,40.30898,-20.671082,-1.2563777,41.928776
11,-26.33429,7.3921957,34.629448,-24.802877,5.3350697,35.781567,-23.685528,2.5275114,38.281364,-22.046295,0.00836941,40.308376,-20.670513,-1.256853,41.929314
12,-26.33299,7.39185,34.62738,-24.80337,5.3353467,35.77948,-23.684582,2.5264769,38.285057,-22.045984,0.008358025,40.30779,-20.669827,-1.2571102,41.92764
13,-26.331917,7.392336,34.63097,-24.799513,5.3363247,35.784214,-23.685183,2.5262048,38.281998,-22.045979,0.007658201,40.307304,-20.669012,-1.257595,41.93081
14,-26.3334,7.3926463,34.633003,-24.802315,5.333504,35.778606,-23.685043,2.5251665,38.28364,-22.046434,0.006445478,40.308426,-20.669584,-1.2575297,41.92981
15,-26.333895,7.3925066,34.633408,-24.801922,5.3322372,35.778934,-23.686317,2.5250423,38.285576,-22.047092,0.0050968267,40.30961,-20.66912,-1.2578242,41.93279
16,-26.334217,7.3910265,34.634064,-24.801275,5.33116,35.77604,-23.684244,2.5231595,38.279686,-22.047314,0.0040493566,40.310238,-20.669151,-1.2582202,41.933586
17,-26.33625,7.3846865,34.629745,-24.805552,5.325873,35.772938,-23.687054,2.5215242,38.279694,-22.048752,0.0020416009,40.3112,-20.67171,-1.2608767,41.931454
