scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,939.08307,315.4263,0.75818694,884.3337,177.00554,0.87347895,902.16437,40.952404,0.78157115,1788.181,105.923096,0.04522984,1869.0334,423.0626,0.19960327
1,938.17896,315.40097,0.7414095,883.8725,176.94162,0.8864271,901.81354,40.996723,0.78072125,1788.2035,105.986404,0.043083563,1869.025,423.05307,0.20349829
2,938.9774,315.41522,0.7454078,884.408,177.19655,0.8748848,902.0823,40.94713,0.7879672,1788.1172,106.018074,0.04317314,1869.1157,423.03442,0.17131016
3,940.04913,315.80402,0.65360665,884.6637,177.13736,0.87782717,902.60693,41.005966,0.7777169,1788.0499,106.02985,0.042513624,885.9284,177.1087,0.17661631
4,938.99567,315.53876,0.7089194,884.2418,177.14594,0.9067116,902.16785,41.04302,0.7997876,1788.2891,105.994225,0.043528732,1869.2659,422.89798,0.16465732
5,937.57825,315.79874,0.6040878,883.28595,177.41899,0.937539,901.8411,41.35037,0.8017115,1788.2129,106.070274,0.04274279,1869.2428,422.8446,0.16909735
6,936.7776,316.32602,0.6262626,882.7584,177.7229,0.9380571,901.4048,41.87592,0.78350466,1788.2262,106.02367,0.04318162,1869.3132,422.7788,0.16697852
7,936.03705,315.97836,0.6488088,881.713,177.36008,0.89742863,900.62994,41.283142,0.7737377,1788.2893,105.97634,0.044040635,1869.2976,422.79776,0.16707
8,933.61255,316.3391,0.75154257,880.1347,177.22542,0.8217936,899.1131,41.47209,0.76917005,1788.423,105.72319,0.04874816,1869.3358,422.91956,0.18233795
9,933.7224,316.30182,0.7544736,880.11365,177.33452,0.83127517,899.2403,41.42164,0.78503543,1788.3177,106.00969,0.04302524,1869.4376,422.9186,0.16518262
10,933.80176,316.31097,0.74548626,880.2956,177.41652,0.85287315,899.6308,41.70237,0.8158022,1788.2578,106.09339,0.038829044,1869.5087,422.84357,0.15637858
11,935.2442,316.58383,0.6689632,880.7887,177.52336,0.8889621,899.7501,41.526176,0.82272273,1788.2511,106.08099,0.039480805,1869.5042,422.8332,0.16298623
12,936.14075,316.28653,0.67294204,881.8312,177.8117,0.90150124,900.06934,41.62599,0.814873,1788.2087,106.154854,0.03862534,1869.5164,422.7886,0.15947843
13,936.8164,316.23584,0.60993665,882.53046,177.91957,0.91510415,900.1332,41.592228,0.79195887,1788.1279,106.07669,0.04213491,1869.3091,423.13052,0.1582608
14,936.4156,316.04248,0.6310501,882.16,177.7578,0.8760164,899.9888,41.67844,0.79160845,1788.1693,105.999954,0.042380717,1869.3298,423.19418,0.16518702
15,936.30646,316.17322,0.62453324,882.14825,177.79654,0.8909993,900.0066,41.633953,0.80398333,1788.1506,106.013405,0.04289479,1869.2648,423.14783,0.16244115
16,938.46405,316.2747,0.6086019,883.7085,177.56636,0.91074604,901.3019,41.498413,0.7867757,1788.1621,106.06494,0.0436883,1869.2751,422.97174,0.15615387
17,940.012,315.92358,0.6535957,884.72797,177.56793,0.8649094,901.87354,40.878403,0.7830523,1788.1699,105.97437,0.04456793,1869.2179,423.04834,0.17484851
