timestamp,quat1,quat2
181224888537,"(0.962890625, -0.13751220703125, 0.2322998046875, -0.00384521484375)","(0.0, 0.0, 0.0, 0.0)"
181224902396,"(0.962890625, -0.1375732421875, 0.232177734375, -0.00390625)","(0.0, 0.0, 0.0, 0.0)"
181224912933,"(0.962890625, -0.13751220703125, 0.23211669921875, -0.00396728515625)","(0.0, 0.0, 0.0, 0.0)"
181224923029,"(0.96295166015625, -0.13714599609375, 0.2320556640625, -0.0040283203125)","(0.0, 0.0, 0.0, 0.0)"
181224933468,"(0.9630126953125, -0.1368408203125, 0.2320556640625, -0.0040283203125)","(0.0, 0.0, 0.0, 0.0)"
181224941682,"(0.963134765625, -0.13641357421875, 0.23187255859375, -0.00384521484375)","(1.0, -0.0001220703125, 0.000244140625, -0.00067138671875)"
181224950413,"(0.96307373046875, -0.13616943359375, 0.232177734375, -0.00433349609375)","(1.0, -6.103515625e-05, 0.000244140625, -0.0006103515625)"
181224959115,"(0.96307373046875, -0.13616943359375, 0.232177734375, -0.00433349609375)","(1.0, 0.0001220703125, 6.103515625e-05, -0.0006103515625)"
181224968809,"(0.9630126953125, -0.13623046875, 0.232421875, -0.00445556640625)","(1.0, 0.0001220703125, 0.00030517578125, -0.000732421875)"
181224979013,"(0.963134765625, -0.1363525390625, 0.23199462890625, -0.00482177734375)","(1.0, 0.00054931640625, 0.00079345703125, -0.0006103515625)"
181224989473,"(0.963134765625, -0.13616943359375, 0.23193359375, -0.00469970703125)","(1.0, 0.00054931640625, 0.00079345703125, -0.0006103515625)"
181224997612,"(0.963134765625, -0.1361083984375, 0.23211669921875, -0.00445556640625)","(0.9923095703125, 0.05462646484375, 0.1109619140625, -0.00067138671875)"
181225006455,"(0.96307373046875, -0.13623046875, 0.2320556640625, -0.004638671875)","(0.9923095703125, 0.05462646484375, 0.11126708984375, -0.00079345703125)"
181225016149,"(0.963134765625, -0.135986328125, 0.2320556640625, -0.00445556640625)","(0.99224853515625, 0.05487060546875, 0.1114501953125, -0.0006103515625)"
181225026794,"(0.96307373046875, -0.13604736328125, 0.232177734375, -0.0042724609375)","(0.99224853515625, 0.05499267578125, 0.11138916015625, -0.0006103515625)"
181225036470,"(0.96319580078125, -0.1357421875, 0.23199462890625, -0.00439453125)","(0.99224853515625, 0.055419921875, 0.1112060546875, -0.00079345703125)"
181225044244,"(0.9632568359375, -0.13555908203125, 0.23193359375, -0.00433349609375)","(0.99224853515625, 0.05560302734375, 0.11090087890625, -0.0006103515625)"
