scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,791.4202,673.67645,0.7851953,792.78046,513.927,0.7140645,798.32434,352.48477,0.75190645,779.23975,119.690674,0.9474256,808.1935,44.072884,1.0
1,791.71936,673.9428,0.7891383,793.16974,514.0695,0.70846444,798.3457,352.59357,0.75056416,778.8778,119.58769,0.9368705,807.3741,43.831203,0.9770465
2,791.6611,673.7304,0.802588,793.36896,514.07086,0.6990645,799.48364,351.97855,0.7288263,778.37134,119.09494,0.9252813,806.7363,43.62344,0.99152994
3,792.45416,673.7361,0.75299317,793.7211,514.0731,0.71579236,800.09326,351.7272,0.7319797,779.0267,118.865875,0.94031525,807.0577,42.88877,1.0
4,792.64185,673.8243,0.7169381,794.1078,514.1536,0.70137167,799.82526,351.74673,0.7381301,778.2283,118.81246,0.92834884,806.51904,42.921516,0.9796253
5,793.12445,673.5951,0.71088475,794.4083,514.04584,0.6924134,800.599,351.22125,0.7675443,778.51013,118.31371,0.9344147,806.61005,41.897865,0.987496
6,793.60706,673.43616,0.695803,795.46173,513.9025,0.7111197,800.9037,350.8303,0.78616977,778.52185,118.01028,0.91244304,806.4792,41.15019,0.99197507
7,793.624,673.7081,0.6844758,795.42535,514.2291,0.6977546,800.2761,351.15115,0.79197407,778.0558,117.897736,0.9050068,805.92395,41.30106,0.99543154
8,793.6569,673.76904,0.6863531,794.8878,513.94055,0.6929858,799.67865,351.6904,0.7530685,777.62964,117.95214,0.8851681,805.6393,41.791077,0.9955094
9,792.84503,673.60144,0.7105462,793.9228,513.8136,0.70655316,799.0713,351.7137,0.7698626,777.34,118.17785,0.8879222,805.911,42.180786,0.9490311
10,791.3031,672.98535,0.75546193,792.4716,513.269,0.7040311,798.9427,350.60635,0.75894713,777.556,118.55043,0.90612,806.3435,42.634125,0.95881736
11,791.3127,673.01135,0.7714834,792.52466,513.4205,0.71876,798.8426,350.62952,0.7563829,777.29425,119.16537,0.88690996,805.8172,43.172287,0.93881696
12,792.7849,673.63873,0.7091631,793.4861,513.96576,0.7032433,797.9651,352.00882,0.7563144,777.5233,119.682915,0.8933026,805.57306,43.686672,0.9513402
13,792.126,673.4593,0.7290197,793.5403,513.97925,0.70531106,798.9818,351.59955,0.7481589,777.5241,118.860504,0.8901766,806.1694,43.278027,0.98014504
14,791.554,673.2467,0.723089,792.8816,513.57764,0.7087672,797.88635,351.69543,0.7659176,777.56134,119.16087,0.88545525,806.1739,43.30683,0.9565013
15,791.04645,673.10547,0.7453482,792.3368,513.2908,0.71286803,798.56433,351.2771,0.74764526,777.7699,119.55647,0.88361925,806.356,43.428745,0.96374553
16,791.0533,673.2546,0.7659957,792.28705,513.2069,0.7217577,798.56287,351.19873,0.7570211,777.5757,118.97707,0.889738,806.6607,43.07172,0.98121625
17,791.4547,673.3893,0.7561041,792.7137,513.174,0.70489955,798.91394,351.1722,0.758733,777.8951,118.83474,0.89991796,806.8005,42.99978,1.0
18,792.0707,673.369,0.7210231,793.16156,513.39,0.6933929,799.02094,351.174,0.76202285,777.91876,118.85601,0.90273833,806.84625,42.988464,1.0
