scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,913.0079,787.27924,0.67922693,844.76697,638.90454,0.9729442,842.61,448.41776,0.572038,838.86456,299.23157,1.0,819.9276,74.90862,0.39742747
1,912.91254,787.2506,0.6579,844.8221,638.9952,0.97824156,842.538,448.3795,0.6644859,838.7387,299.75168,1.0,820.05695,74.815704,0.41197437
2,912.9231,787.2531,0.65936077,844.9264,639.0277,0.95279354,842.512,448.34348,0.6774899,838.8287,299.5252,1.0,820.0716,74.832924,0.4140601
3,912.9472,787.2841,0.6455573,845.1963,639.229,0.9539279,842.7134,448.3425,0.7191964,838.7746,299.54422,1.0,820.24005,74.64823,0.42340845
4,912.99493,787.3839,0.6250397,845.3561,639.2768,0.96183985,843.3078,448.46594,0.7240632,838.8185,299.49725,1.0,820.12714,74.88,0.40171614
5,913.08746,787.3349,0.6442765,845.46564,639.35474,0.97536296,843.2335,448.3566,0.70836407,838.9332,299.50342,1.0,820.13367,74.64271,0.43879414
6,913.11115,787.39246,0.6374106,845.40155,639.2709,0.9603972,843.33044,448.27438,0.7078608,839.2163,299.45575,1.0,820.32166,74.54205,0.44640887
7,913.21454,787.2238,0.6506837,845.3896,639.2211,0.99648404,843.29706,448.29285,0.71067697,839.18994,299.02515,1.0,820.2472,74.553024,0.4380659
8,913.1073,786.8246,0.59161437,845.2608,638.9728,1.0,843.2004,448.16864,0.68412167,839.0621,299.05865,1.0,820.7879,74.371765,0.44384158
9,912.9871,785.73706,0.6106003,845.1057,638.474,1.0,842.99255,447.48715,0.73617494,839.16785,298.56287,1.0,820.65497,74.53244,0.44144395
10,991.8569,813.3298,0.5495318,844.56995,637.9686,0.9587948,842.217,447.70148,0.72826666,838.8179,298.6097,1.0,820.75543,74.549995,0.46654224
11,991.701,812.8868,0.5463916,844.4896,637.94464,0.9932234,842.069,447.62836,0.71011233,838.6693,298.60068,1.0,820.95953,74.42342,0.47304964
12,991.70593,812.9653,0.5633993,844.3085,637.92505,0.9680206,841.85913,447.6333,0.67849207,838.5222,298.73163,1.0,821.21893,74.217705,0.47498
13,990.9834,811.86475,0.56897765,844.28625,637.96326,0.97241086,841.9427,447.63535,0.6801156,838.64905,298.87283,1.0,821.0427,74.7959,0.46360865
14,990.779,811.9835,0.5660577,844.26056,637.99835,0.96691406,841.8384,447.82224,0.7006572,838.5913,298.91672,1.0,821.053,74.7537,0.49816805
15,990.70795,812.0012,0.5644329,844.2663,638.0691,0.9610919,841.7719,447.76776,0.66102165,838.4556,298.98166,1.0,821.19183,74.729485,0.4832492
16,990.74176,811.937,0.5837166,844.2023,638.13965,0.9619691,841.67456,447.71298,0.6567471,838.43146,299.10593,1.0,820.93225,74.659996,0.46260047
17,990.48267,811.7194,0.59699094,844.19763,638.09,0.96495426,841.6883,447.74304,0.67572105,838.3348,299.09418,1.0,820.97546,74.33857,0.46069512
18,990.3121,811.86365,0.59016824,844.21454,638.1004,0.9786946,841.59076,447.64804,0.6625533,838.1507,299.02148,1.0,821.05,74.466896,0.46597752
