scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-25.642883,6.335245,34.965393,-24.055742,4.646391,36.492332,-20.594275,-1.1149048,35.15521,-21.432528,1.95245,39.939415,-19.875212,-0.35254195,40.77004
1,-25.670208,6.3458457,34.992294,-24.066158,4.6378345,36.48838,-22.649517,3.146687,39.387505,-21.445791,1.9370837,39.925632,-19.895245,-0.3729242,40.738506
2,-25.691238,6.354448,35.00847,-24.081232,4.6409965,36.494274,-22.660244,3.1422276,39.38532,-21.458284,1.9266527,39.91872,-19.917585,-0.38806778,40.742588
3,-25.694008,6.367167,34.999348,-24.089243,4.647122,36.49651,-22.665554,3.1465497,39.376938,-21.473677,1.9246669,39.900745,-19.946953,-0.39949387,40.74774
4,-25.69586,6.3862123,35.003845,-24.101433,4.66323,36.505455,-22.673244,3.1516094,39.35417,-21.486366,1.9270874,39.88893,-19.974092,-0.4109804,40.732433
5,-25.705074,6.381573,34.955715,-24.109467,4.667343,36.50298,-22.679615,3.1544054,39.366894,-21.499336,1.924771,39.889072,-20.00075,-0.42259592,40.689785
6,-25.709612,6.3841724,34.96117,-24.11962,4.6663113,36.509266,-22.687023,3.1482453,39.351482,-21.515366,1.9123415,39.876884,-20.0301,-0.44393513,40.704884
7,-25.71396,6.386901,34.963818,-24.126749,4.6616926,36.500496,-22.70212,3.1399176,39.32752,-21.536053,1.8958367,39.865944,-20.071238,-0.46990228,40.694458
8,-25.720085,6.388598,34.95562,-24.13393,4.6609216,36.503212,-22.713482,3.1373258,39.32965,-21.55216,1.8868155,39.853825,-20.093199,-0.4889161,40.67112
9,-25.718315,6.3948264,34.994648,-24.142801,4.6533594,36.50173,-22.717112,3.12807,39.32456,-21.572546,1.8694692,39.871414,-20.112679,-0.50861776,40.663628
10,-25.728148,6.392887,34.997494,-24.161003,4.650099,36.50693,-22.729383,3.1215405,39.338608,-21.591875,1.8568871,39.86989,-20.134531,-0.52231723,40.64033
11,-25.738596,6.400398,35.011673,-24.172035,4.64896,36.50279,-22.736364,3.1213746,39.336666,-21.605356,1.8491186,39.855606,-20.14665,-0.5364209,40.616894
12,-25.750143,6.400611,34.975105,-24.180092,4.6560044,36.49603,-22.745678,3.12398,39.323902,-21.617693,1.846377,39.84585,-20.168158,-0.5459951,40.577045
13,-25.749405,6.4274464,34.967907,-24.181953,4.6634474,36.488884,-22.749933,3.129225,39.32003,-21.628506,1.8493592,39.84056,-20.186884,-0.54842705,40.560684
14,-25.750387,6.430114,34.963543,-24.188017,4.673758,36.493633,-22.760944,3.1344223,39.31774,-21.641008,1.8549196,39.841316,-20.198425,-0.5506217,40.557087
15,-25.74741,6.4390044,34.94397,-24.19155,4.682777,36.492626,-22.76108,3.1380816,39.301353,-21.6536,1.856243,39.835133,-20.218676,-0.5531725,40.537796
16,-25.723583,6.441671,34.925777,-24.184206,4.684015,36.489223,-22.768713,3.1350036,39.308334,-21.662867,1.8501438,39.835613,-20.236095,-0.561752,40.541286
17,-25.710777,6.4435825,34.916767,-24.184902,4.6839423,36.48929,-22.770695,3.1339762,39.299793,-21.67143,1.8444203,39.8257,-20.25199,-0.5691474,40.538113
18,-25.709593,6.444805,34.91776,-24.186153,4.6882095,36.49227,-22.770853,3.1347558,39.297264,-21.675995,1.8434917,39.819798,-20.264402,-0.577122,40.531292
