scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-23.596336,5.1984816,36.101677,-21.96681,3.439128,37.567436,-20.725208,1.3126665,40.625854,-19.291584,-1.0211638,42.616257,-17.79915,-2.5093293,44.486095
1,-23.596365,5.1985335,36.101448,-21.966805,3.439093,37.56737,-20.725178,1.312659,40.625973,-19.291553,-1.021156,42.616272,-17.799109,-2.509335,44.48611
2,-23.598162,5.194372,36.099213,-21.96822,3.4351902,37.5636,-20.72425,1.31087,40.62451,-19.292028,-1.0217949,42.6139,-17.798203,-2.5114267,44.49703
3,-23.605331,5.1887045,36.103786,-21.977211,3.4347546,37.573067,-20.724173,1.308393,40.628075,-19.294567,-1.0207326,42.61572,-17.799831,-2.5059893,44.497337
4,-23.600262,5.188021,36.099087,-21.970919,3.43231,37.572918,-20.722216,1.3089397,40.623726,-19.290398,-1.0219215,42.61666,-17.79756,-2.512065,44.504128
5,-23.604906,5.1822286,36.098118,-21.972258,3.4272077,37.57408,-20.723173,1.3047535,40.62745,-19.290344,-1.0233749,42.620277,-17.79728,-2.5156665,44.503735
6,-23.609653,5.1786623,36.09771,-21.9749,3.4217367,37.573025,-20.727184,1.3010126,40.634068,-19.29201,-1.0254192,42.61751,-17.79705,-2.5191102,44.50335
7,-23.609667,5.1784687,36.097374,-21.974918,3.4222982,37.57297,-20.727318,1.3006598,40.634377,-19.294123,-1.029269,42.618416,-17.798203,-2.5184827,44.50023
8,-23.60976,5.1784105,36.0969,-21.97484,3.422685,37.57325,-20.727295,1.3006186,40.63453,-19.294285,-1.0292337,42.61791,-17.798573,-2.5188682,44.498543
9,-23.615784,5.1802764,36.101128,-21.97991,3.425799,37.57452,-20.728289,1.3020518,40.634007,-19.297358,-1.0293634,42.6193,-17.800842,-2.5170476,44.496788
10,-23.61619,5.1807885,36.096676,-21.981333,3.4287133,37.575558,-20.729654,1.3031101,40.634457,-19.29716,-1.0263326,42.616158,-17.80132,-2.5158768,44.497547
11,-23.61964,5.1827955,36.094986,-21.9849,3.4319067,37.574596,-20.731943,1.3083191,40.633602,-19.299755,-1.0234023,42.615658,-17.802177,-2.5149274,44.497017
12,-23.622715,5.1844325,36.093178,-21.986006,3.4339502,37.576653,-20.73225,1.3084563,40.634007,-19.300062,-1.0233135,42.61431,-17.801996,-2.5146325,44.497063
13,-23.62094,5.1857038,36.09657,-21.985031,3.4333203,37.574986,-20.731287,1.3089327,40.63421,-19.299734,-1.0231785,42.61479,-17.802258,-2.5133417,44.49756
14,-23.619804,5.1869965,36.099552,-21.985683,3.435083,37.5768,-20.731466,1.3102106,40.63403,-19.299486,-1.0221688,42.615643,-17.802822,-2.511428,44.496483
15,-23.619703,5.1873193,36.099106,-21.983551,3.4411533,37.5787,-20.731987,1.3114543,40.63545,-19.298742,-1.0200708,42.61689,-17.802134,-2.5096095,44.500385
16,-23.617508,5.190644,36.105694,-21.983374,3.4420443,37.578434,-20.731836,1.3118476,40.63611,-19.298624,-1.0193162,42.616707,-17.802483,-2.5121546,44.502068
17,-23.617428,5.1914926,36.105034,-21.98313,3.4428022,37.57953,-20.731983,1.3120039,40.63475,-19.299892,-1.0195254,42.618984,-17.802177,-2.510752,44.50053
