scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-23.47556,3.0841813,37.628475,-21.835384,1.2059234,39.050262,-18.913284,-3.3387141,39.074505,-18.83592,-1.6078411,43.79913,-17.056126,-3.188913,45.60959
1,-23.471794,3.096997,37.626186,-21.829649,1.2236742,39.044712,-18.907412,-3.3269973,39.059864,-18.821674,-1.5971243,43.816856,-17.033646,-3.1630518,45.593796
2,-23.480747,3.0974529,37.63155,-21.833035,1.2251524,39.045616,-18.887426,-3.3112779,39.00959,-18.81449,-1.5885465,43.819683,-17.019985,-3.1412828,45.59052
3,-23.500366,3.091829,37.653893,-21.850418,1.2204459,39.044136,-18.866348,-3.2892787,38.971497,-18.81068,-1.5809361,43.82048,-17.005205,-3.1142206,45.609474
4,-23.51302,3.0814507,37.65859,-21.85809,1.2061888,39.046227,-18.838257,-3.26,38.903683,-18.803709,-1.5765985,43.817413,-16.981838,-3.0877137,45.637413
5,-23.516235,3.069105,37.65937,-21.855486,1.2008625,39.053467,-18.810827,-3.249534,38.859257,-18.79237,-1.5672183,43.816696,-16.961836,-3.0711691,45.63558
6,-23.520063,3.0635796,37.66445,-21.852615,1.1908003,39.060783,-18.790337,-3.243084,38.84882,-18.787876,-1.5667119,43.821922,-16.94104,-3.066952,45.646965
7,-23.51934,3.0610604,37.666954,-21.85264,1.1909734,39.06085,-18.767632,-3.2384436,38.801865,-18.782772,-1.5639831,43.819977,-16.925999,-3.0543187,45.64114
8,-23.505367,3.0676308,37.670666,-21.835894,1.2044975,39.06646,-18.751396,-3.2407513,38.79125,-18.769234,-1.5606087,43.823307,-16.908407,-3.0485234,45.657143
9,-23.48143,3.0778222,37.652508,-21.812992,1.2206525,39.063538,-20.242018,-0.06541099,42.35159,-18.754051,-1.5509552,43.82371,-16.88883,-3.0464597,45.672993
10,-23.473902,3.0926828,37.652184,-21.804876,1.2361791,39.06912,-20.243208,-0.060697883,42.368587,-18.750454,-1.5413634,43.82618,-16.8817,-3.0385983,45.654922
11,-23.467697,3.1030788,37.646545,-21.804771,1.2410077,39.067776,-20.243063,-0.058238793,42.3641,-18.75222,-1.5448648,43.825954,-16.885664,-3.0412045,45.65791
12,-23.465225,3.1039295,37.646362,-21.804283,1.2415186,39.062344,-20.243057,-0.056889873,42.35629,-18.765991,-1.5550946,43.83341,-16.90071,-3.0417469,45.670643
13,-23.465296,3.1048775,37.64641,-21.807993,1.2358369,39.060543,-20.24566,-0.06043615,42.355247,-18.775522,-1.5650324,43.836185,-16.907417,-3.0543916,45.67091
14,-23.469425,3.098518,37.63883,-21.812494,1.2304903,39.05473,-20.24653,-0.06282976,42.3487,-18.78224,-1.5674837,43.835796,-16.914564,-3.0596416,45.666668
15,-23.469889,3.0967515,37.63672,-21.813591,1.2279235,39.057823,-20.2447,-0.06728466,42.344692,-18.779196,-1.5695181,43.825523,-16.919249,-3.065292,45.67856
16,-23.472532,3.0856385,37.63996,-21.816334,1.2200849,39.059803,-20.2491,-0.07287393,42.355385,-18.781086,-1.5738255,43.828587,-16.921188,-3.0684524,45.68459
17,-23.47364,3.0858614,37.63685,-21.819588,1.2204618,39.06102,-20.250053,-0.07314416,42.355522,-18.78415,-1.5774693,43.830936,-16.922886,-3.0703797,45.68376
