scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-26.249125,7.049517,34.461235,-24.649189,5.2995496,35.885445,-23.503136,2.6709871,38.49414,-21.905466,0.25680435,40.46394,-20.536549,-1.0088974,42.052082
1,-26.249643,7.047943,34.46325,-24.647581,5.299,35.885845,-23.50318,2.6716268,38.49155,-21.905006,0.257296,40.464466,-20.535164,-1.0062704,42.049877
2,-26.247755,7.0455365,34.45977,-24.646626,5.2982554,35.88222,-23.502998,2.6727765,38.48699,-21.904297,0.25776678,40.4656,-20.533443,-1.0071917,42.049427
3,-26.247866,7.046886,34.460857,-24.643091,5.29704,35.884068,-23.500122,2.673028,38.491264,-21.900381,0.25920987,40.464825,-20.531536,-1.005183,42.053204
4,-26.243301,7.0501127,34.470715,-24.637724,5.3002577,35.89435,-23.49707,2.673553,38.496395,-21.89701,0.25988692,40.465046,-20.528963,-1.0029237,42.060184
5,-26.240534,7.050409,34.473335,-24.632977,5.2975435,35.89515,-23.49213,2.6735299,38.495003,-21.893236,0.25936094,40.46491,-20.526861,-1.0014014,42.062767
6,-26.238739,7.051691,34.47738,-24.62804,5.299218,35.896343,-23.488039,2.6739073,38.49724,-21.890577,0.25905088,40.467915,-20.525337,-1.0022719,42.061596
7,-26.232738,7.063388,34.48109,-24.618563,5.31189,35.89595,-23.47983,2.6788917,38.500774,-21.885212,0.26415366,40.464348,-20.519127,-0.99601203,42.0788
8,-26.227,7.0628366,34.47343,-24.611864,5.3122077,35.89651,-23.474268,2.6793218,38.50116,-21.88349,0.26706874,40.459743,-20.515911,-0.99587464,42.08629
9,-26.23008,7.0458727,34.476833,-24.613924,5.3010397,35.899982,-23.477411,2.6731896,38.503,-21.882961,0.26386067,40.46071,-20.517567,-0.9990469,42.083004
10,-26.244896,7.0207634,34.45907,-24.638433,5.284354,35.912468,-23.488058,2.6651738,38.506283,-21.887848,0.25838688,40.47583,-20.518478,-1.0032978,42.08386
11,-26.265001,7.0084615,34.460102,-24.653389,5.2623596,35.89456,-23.505527,2.6550534,38.509815,-21.90084,0.2511973,40.482815,-20.52484,-1.0111828,42.076862
12,-26.273863,7.0013027,34.45624,-24.670105,5.251885,35.87227,-23.515139,2.650612,38.5015,-21.908234,0.24251257,40.47423,-20.532164,-1.0123008,42.069607
13,-26.276213,7.005313,34.460117,-24.670147,5.260201,35.88057,-23.519957,2.6543734,38.503628,-21.908726,0.24972276,40.46854,-20.530613,-1.00806,42.06636
14,-26.276243,7.0057178,34.459866,-24.671926,5.258028,35.873146,-23.519884,2.654428,38.50386,-21.90836,0.24970903,40.46803,-20.530916,-1.006946,42.065487
15,-26.290754,6.9913907,34.45058,-24.677494,5.242699,35.866825,-23.526566,2.6400852,38.514137,-21.913157,0.23824745,40.47461,-20.541214,-1.0229142,42.063637
16,-26.304382,6.9691954,34.44686,-24.68752,5.2273874,35.861572,-23.53973,2.621012,38.512142,-21.9295,0.22330032,40.483387,-20.54685,-1.0360792,42.07419
17,-26.311842,6.968964,34.431263,-24.692974,5.224594,35.861347,-23.54752,2.616255,38.5107,-21.935432,0.22075176,40.479797,-20.555307,-1.0391873,42.069218
18,-26.315557,6.9688187,34.435837,-24.698355,5.2238026,35.858738,-23.551834,2.6150913,38.510273,-21.941835,0.2187267,40.479218,-20.56415,-1.0419984,42.066048
