scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-24.62879,4.891835,35.44059,-22.906223,3.1712298,36.867313,-21.54162,1.1926228,39.926,-20.113869,-1.1520338,42.017807,-18.682653,-2.4922879,43.81118
1,-24.61021,4.9056673,35.44361,-22.886368,3.1936748,36.86747,-21.537193,1.2008659,39.940113,-20.10343,-1.1341286,42.028606,-18.668875,-2.486838,43.83051
2,-24.604748,4.906109,35.4419,-22.881062,3.1940832,36.88321,-21.53001,1.2000085,39.95571,-20.097763,-1.1337047,42.027832,-18.663734,-2.4883406,43.838726
3,-24.620272,4.897073,35.446445,-22.890831,3.183684,36.893276,-21.530436,1.1943396,39.96177,-20.09701,-1.1431469,42.032417,-18.663502,-2.489878,43.83895
4,-24.617895,4.8959103,35.45853,-22.890108,3.1808732,36.896446,-21.53049,1.1883018,39.96944,-20.095123,-1.1475872,42.041668,-18.661049,-2.492333,43.843353
5,-24.60332,4.8935013,35.458084,-22.879208,3.1797132,36.895145,-21.518993,1.1890856,39.95705,-20.090286,-1.1503843,42.04421,-18.658617,-2.494837,43.84011
6,-24.603813,4.887574,35.458527,-22.877687,3.173796,36.89141,-21.51435,1.1839373,39.961533,-20.084072,-1.1574775,42.049915,-18.655056,-2.4958742,43.837444
7,-24.609589,4.8785477,35.44758,-22.885641,3.1638806,36.881252,-21.518476,1.1789747,39.957645,-20.086664,-1.1648755,42.04609,-18.65549,-2.498486,43.83962
8,-24.610546,4.872122,35.44274,-22.887487,3.1568804,36.88352,-21.522686,1.1736451,39.955925,-20.087084,-1.1680051,42.046406,-18.65537,-2.4987195,43.839333
9,-24.606295,4.8601084,35.43713,-22.882315,3.1515284,36.875565,-21.52067,1.1699144,39.955433,-20.08157,-1.1745161,42.048687,-18.652714,-2.5022836,43.83551
10,-24.606947,4.8528857,35.438953,-22.883099,3.1415546,36.889732,-21.522814,1.1633989,39.957756,-20.078405,-1.1794057,42.055763,-18.650661,-2.505275,43.8291
11,-24.603579,4.847284,35.43433,-22.879492,3.137737,36.88495,-21.520508,1.1584748,39.95472,-20.076796,-1.1830801,42.05722,-18.651094,-2.5098736,43.83455
12,-24.59261,4.8518305,35.45405,-22.873459,3.1339695,36.87627,-21.51973,1.1555873,39.96211,-20.075521,-1.187481,42.05999,-18.650244,-2.5129242,43.834682
13,-24.584663,4.849601,35.449986,-22.86879,3.13443,36.876137,-21.514421,1.1523845,39.96455,-20.074186,-1.1904778,42.060223,-18.651436,-2.514609,43.83089
14,-24.584497,4.8465104,35.4372,-22.86293,3.1365135,36.884438,-21.512701,1.1528608,39.96608,-20.07307,-1.1935744,42.059483,-18.652033,-2.5160859,43.830082
15,-24.578695,4.844477,35.428905,-22.859459,3.1367016,36.873,-21.512476,1.1517543,39.963364,-20.07424,-1.1959568,42.057972,-18.655066,-2.5214882,43.824913
16,-24.578562,4.8445387,35.4286,-22.860935,3.1354828,36.86714,-21.512615,1.1500702,39.96026,-20.07527,-1.1984172,42.05742,-18.655687,-2.5283575,43.82117
17,-24.579178,4.8421392,35.426292,-22.86049,3.1333508,36.86991,-21.512451,1.1499447,39.96186,-20.075321,-1.1985096,42.05782,-18.655155,-2.5292099,43.823635
