scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-25.431042,5.3556085,35.76325,-23.564772,3.68459,37.092216,-21.744137,2.29982,40.19044,-20.333551,0.5741777,41.77789,-18.67893,-0.98877454,43.56483
1,-25.402475,5.3714414,35.75627,-23.537611,3.707634,37.083714,-21.744371,2.3000453,40.19021,-20.33433,0.57211137,41.775173,-18.678995,-0.9888563,43.564415
2,-25.369926,5.357302,35.728676,-23.513424,3.7202747,37.09382,-21.725964,2.3123803,40.195755,-20.33574,0.5696936,41.77555,-18.676338,-0.9898174,43.570717
3,-25.34484,5.360887,35.71658,-23.489763,3.7433875,37.090454,-21.71835,2.317779,40.1943,-20.336386,0.5686478,41.77403,-18.674847,-0.9907545,43.57371
4,-25.321232,5.3683615,35.707886,-23.47107,3.7603219,37.07877,-21.714603,2.3227396,40.192104,-20.33816,0.56493586,41.774147,-18.673508,-0.9901772,43.5759
5,-25.31644,5.3762507,35.710865,-23.455347,3.7713783,37.08682,-21.714003,2.3224518,40.188354,-20.337767,0.5609924,41.775764,-18.670181,-0.99204236,43.58215
6,-25.320383,5.3698163,35.711178,-23.455002,3.7719018,37.08845,-21.712715,2.318887,40.191795,-20.337801,0.5600858,41.776436,-18.66876,-0.9932425,43.58705
7,-25.320738,5.3694997,35.71152,-23.454985,3.771904,37.088455,-21.712812,2.3177588,40.19274,-20.337765,0.5600961,41.776333,-18.66832,-0.9929129,43.585445
8,-25.328459,5.345915,35.70461,-23.459063,3.7619576,37.086647,-21.710447,2.3124104,40.19523,-20.337759,0.5600843,41.776325,-18.668911,-0.99269027,43.586433
9,-25.347637,5.337104,35.714382,-23.466345,3.7508695,37.086792,-21.715265,2.3019404,40.2034,-20.339693,0.55830187,41.768787,-18.668322,-0.9924034,43.585934
10,-25.350647,5.332403,35.718,-23.466415,3.7449672,37.090607,-21.711092,2.299535,40.192097,-20.337456,0.5590469,41.77568,-18.66736,-0.992715,43.589695
11,-25.351147,5.3283305,35.720478,-23.467407,3.7402074,37.090187,-21.711031,2.2995527,40.19209,-20.337446,0.5586789,41.77544,-18.667276,-0.99236685,43.590153
12,-25.351706,5.3280087,35.72059,-23.468424,3.735399,37.089813,-21.711031,2.2997053,40.19188,-20.337389,0.55848175,41.775974,-18.665936,-0.99191356,43.591175
13,-25.349726,5.329168,35.717587,-23.46626,3.737783,37.08825,-21.713118,2.3009613,40.201942,-20.3351,0.5614795,41.778297,-18.665936,-0.9902274,43.590405
14,-25.347815,5.3309264,35.715446,-23.463417,3.7418005,37.08685,-21.713572,2.305567,40.190987,-20.332855,0.564513,41.780594,-18.66616,-0.9893881,43.590225
15,-25.347795,5.3321,35.715317,-23.462461,3.7424564,37.08583,-21.714825,2.3083205,40.19568,-20.332912,0.56451905,41.78066,-18.665838,-0.9876103,43.58887
16,-25.348194,5.3336864,35.71588,-23.4618,3.7436385,37.085064,-21.715868,2.3116667,40.19515,-20.33296,0.56449705,41.78071,-18.665987,-0.9863491,43.587772
17,-25.34937,5.3329844,35.715145,-23.46626,3.745185,37.086758,-21.713875,2.3106527,40.190403,-20.334227,0.56558526,41.77981,-18.666756,-0.98795307,43.58871
