scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-24.56238,4.602379,36.847847,-22.749964,2.770232,38.056114,-20.964197,1.4829817,41.010986,-19.748709,0.23533684,41.78029,-17.725483,-1.6451272,42.49783
1,-24.561954,4.6015964,36.847397,-22.748741,2.7721384,38.05912,-18.618303,-2.3352752,35.831264,-19.748623,0.23480019,41.78023,-17.723656,-1.6474786,42.494503
2,-24.561655,4.6009846,36.846825,-22.748472,2.7725484,38.060787,-18.618797,-2.335975,35.829994,-19.74885,0.23407155,41.78041,-17.723593,-1.6472632,42.494404
3,-24.56185,4.6005206,36.847088,-22.748735,2.7710133,38.06043,-18.618837,-2.3402932,35.830513,-19.7492,0.23259567,41.780983,-17.723581,-1.6482946,42.493725
4,-24.561806,4.5996113,36.847248,-22.748995,2.7691007,38.059082,-18.619318,-2.3416808,35.830536,-19.749634,0.2309429,41.7819,-17.723457,-1.6486236,42.49519
5,-24.561398,4.599828,36.84676,-22.749876,2.7683961,38.05529,-20.965788,1.4754446,41.013447,-19.749428,0.2318653,41.78178,-17.723583,-1.6494824,42.49521
6,-24.561531,4.599943,36.847282,-22.750542,2.7678595,38.052578,-20.963835,1.4764516,41.01194,-19.751081,0.23437731,41.78471,-17.72491,-1.6495416,42.49435
7,-24.56105,4.5993814,36.848667,-22.749922,2.7679486,38.05528,-20.963213,1.4768617,41.008907,-19.75013,0.23249173,41.783417,-17.725256,-1.6497607,42.495747
8,-24.561007,4.5995693,36.84902,-22.749289,2.7683501,38.059483,-20.96374,1.4763662,41.010117,-19.749208,0.23033391,41.782356,-17.725739,-1.6498705,42.498325
9,-24.561197,4.5998445,36.85009,-22.74763,2.767085,38.060085,-20.96585,1.4720602,41.006287,-19.748814,0.2302971,41.78177,-17.725103,-1.6504961,42.496605
10,-24.56185,4.6003118,36.850727,-22.747301,2.7671099,38.05972,-20.963352,1.4742707,41.00443,-19.748365,0.23041861,41.781437,-17.724634,-1.6507908,42.49588
11,-24.56187,4.59992,36.8503,-22.746925,2.7670977,38.059372,-20.964445,1.4725453,41.006294,-19.747946,0.23042542,41.781612,-17.724226,-1.6509545,42.49575
12,-24.561596,4.6001205,36.850147,-22.746916,2.7669303,38.057007,-20.964355,1.4725795,41.006767,-19.74756,0.23080918,41.781338,-17.724094,-1.6504651,42.494526
13,-24.56258,4.5980453,36.849583,-22.74885,2.7643776,38.057663,-20.966103,1.4701195,41.007923,-19.74752,0.22983135,41.782394,-17.722816,-1.6510966,42.493855
14,-24.56347,4.595847,36.847523,-22.747065,2.7659242,38.054943,-20.965307,1.4694252,41.01016,-19.747606,0.22916877,41.782524,-17.72258,-1.6509442,42.493202
15,-24.5669,4.593573,36.85505,-22.74876,2.7637072,38.049934,-20.965528,1.4675915,41.012474,-19.747751,0.22841695,41.783154,-17.722492,-1.6512426,42.49328
16,-24.567709,4.591562,36.852478,-22.750406,2.761871,38.047356,-20.96515,1.4676758,41.012474,-19.74785,0.22761467,41.783363,-17.722488,-1.6495768,42.493668
17,-24.571829,4.5901666,36.856243,-22.754354,2.7604878,38.05321,-20.965857,1.468723,41.009953,-19.748638,0.22728953,41.783154,-17.724573,-1.6514374,42.497353
