scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-22.612844,2.290658,38.48705,-20.617905,0.88246393,40.02653,-18.62089,0.05562985,43.13099,-17.353357,-1.4021667,44.885517,-15.122649,-2.8587334,47.145
1,-22.612726,2.2896974,38.487637,-20.618547,0.8816834,40.027565,-18.621132,0.055839974,43.130383,-17.352701,-1.4024535,44.88431,-15.122628,-2.8588424,47.145138
2,-22.615541,2.2910855,38.47978,-20.6184,0.8828402,40.02496,-18.62501,0.056937132,43.13983,-17.351704,-1.4027141,44.884872,-15.124155,-2.8589892,47.14123
3,-22.616076,2.2923377,38.48186,-20.618845,0.8839786,40.02517,-18.627237,0.057709955,43.14195,-17.351215,-1.402063,44.88235,-15.124787,-2.8588467,47.140663
4,-22.616356,2.2928936,38.48254,-20.618925,0.88550705,40.02439,-18.624361,0.054656293,43.131912,-17.351322,-1.4017495,44.88262,-15.12458,-2.8584406,47.13648
5,-22.616678,2.2956204,38.477356,-20.619757,0.89339817,40.017975,-18.630817,0.06594144,43.09911,-17.349915,-1.3995757,44.88375,-15.1234865,-2.8531945,47.137497
6,-22.618805,2.3008857,38.4763,-20.62373,0.89696276,40.024815,-18.631594,0.06728757,43.101707,-17.348473,-1.3975528,44.885796,-15.12192,-2.8493044,47.14043
7,-22.61823,2.3004704,38.47852,-20.623774,0.89669126,40.0249,-18.632078,0.06751134,43.10088,-17.348228,-1.3968046,44.88523,-15.121806,-2.849286,47.141674
8,-22.61758,2.3001816,38.48047,-20.623978,0.89671695,40.025295,-18.631643,0.070594,43.10146,-17.34812,-1.39605,44.88492,-15.122184,-2.848185,47.14027
9,-22.617098,2.297279,38.479553,-20.61893,0.8944465,40.017345,-18.631554,0.067892335,43.10764,-17.347113,-1.3968393,44.884586,-15.117117,-2.8481815,47.141926
10,-22.61665,2.2913008,38.482,-20.616796,0.8902323,40.022884,-18.632322,0.06707091,43.110504,-17.346931,-1.3973558,44.885315,-15.1139965,-2.847973,47.148262
11,-22.616451,2.2900069,38.481144,-20.617502,0.88687176,40.02163,-18.63236,0.064534284,43.114967,-17.346653,-1.397479,44.884464,-15.114322,-2.8485465,47.147263
12,-22.616169,2.2893732,38.480827,-20.61719,0.88647693,40.021347,-18.623415,0.0574287,43.13952,-17.346542,-1.3985105,44.88428,-15.1135235,-2.8480823,47.145218
13,-22.61616,2.28908,38.480614,-20.617668,0.886115,40.021038,-18.620794,0.058603466,43.13856,-17.341503,-1.3998804,44.89971,-15.11362,-2.8483098,47.14568
14,-22.615881,2.285811,38.480213,-20.619064,0.88244236,40.02362,-18.623323,0.051887423,43.13895,-17.347326,-1.3997728,44.886726,-15.113914,-2.8483527,47.145412
15,-22.61607,2.2788978,38.484062,-20.619492,0.879702,40.023796,-18.622297,0.050744392,43.14397,-17.347658,-1.4001709,44.887226,-15.11363,-2.8488913,47.146168
16,-22.616068,2.2788937,38.483498,-20.619236,0.87909424,40.02397,-18.624193,0.051566698,43.137245,-17.348331,-1.4008876,44.888287,-15.111947,-2.8491714,47.150867
17,-22.61758,2.2789454,38.4778,-20.620111,0.87930185,40.025566,-18.624683,0.0513579,43.13905,-17.348783,-1.4001555,44.884975,-15.110408,-2.8497849,47.153458
