scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-26.030357,5.2419944,35.76513,-23.982128,3.6530917,36.902298,-21.637722,2.6569664,39.80722,-19.948206,1.0357461,41.546024,-18.573427,-0.4598992,43.177563
1,-26.05284,5.224173,35.764446,-24.004332,3.6275847,36.917812,-21.643093,2.650202,39.79298,-19.955145,1.0215551,41.55166,-18.584612,-0.4708003,43.1686
2,-26.060253,5.235463,35.765842,-24.017033,3.6346886,36.922382,-21.644007,2.6522908,39.799503,-19.95737,1.0236968,41.540096,-18.587685,-0.46813557,43.162235
3,-26.054844,5.270114,35.753513,-24.013836,3.6738877,36.89965,-21.652845,2.6702116,39.81017,-19.960436,1.0433036,41.529472,-18.591091,-0.44414136,43.164455
4,-26.048998,5.2998595,35.711926,-24.014612,3.706031,36.88447,-21.642506,2.7013557,39.792774,-19.961676,1.0634145,41.514065,-18.594835,-0.41994452,43.14983
5,-26.054138,5.297858,35.711517,-24.01808,3.707263,36.884304,-21.642857,2.70137,39.796284,-19.962088,1.0633203,41.512707,-18.595728,-0.42053464,43.14798
6,-26.067205,5.274988,35.737297,-24.020447,3.6843061,36.88607,-21.659903,2.6807368,39.819748,-19.965466,1.0466535,41.519997,-18.59409,-0.43686283,43.15148
7,-26.074392,5.257508,35.738087,-24.036028,3.673294,36.899532,-21.66494,2.6643546,39.808006,-19.969362,1.0423877,41.518467,-18.598495,-0.44791391,43.146404
8,-26.075508,5.2586536,35.739704,-24.035753,3.6735055,36.897984,-21.667347,2.664097,39.80476,-19.969984,1.0435541,41.515682,-18.59723,-0.44755742,43.14523
9,-26.07331,5.261041,35.73889,-24.031677,3.6741092,36.89779,-21.664022,2.662063,39.80221,-19.967413,1.0448658,41.52191,-18.593773,-0.4503636,43.15528
10,-26.077244,5.2441645,35.744545,-24.033897,3.6654606,36.902763,-21.657473,2.661622,39.79176,-19.966957,1.0399547,41.518772,-18.5904,-0.45413372,43.160027
11,-26.081352,5.234052,35.74915,-24.0295,3.6520689,36.898956,-21.6565,2.6575305,39.79381,-19.96419,1.0318654,41.523323,-18.586647,-0.4575062,43.157833
12,-26.072132,5.238176,35.756958,-24.02514,3.6547005,36.908817,-21.655428,2.6574602,39.797745,-19.95874,1.0310781,41.529587,-18.580406,-0.46519235,43.16017
13,-26.061266,5.240806,35.76792,-24.009174,3.6556287,36.910572,-21.649141,2.6609273,39.797253,-19.954958,1.0360818,41.537315,-18.57937,-0.45591998,43.168358
14,-26.035355,5.2554355,35.751816,-23.985765,3.669787,36.903164,-21.641586,2.672336,39.80463,-19.947866,1.0467411,41.54339,-18.572636,-0.4412913,43.182037
15,-26.014805,5.2784195,35.766167,-23.963543,3.693787,36.937057,-21.616404,2.6968448,39.833385,-19.939098,1.0647323,41.54713,-18.561317,-0.42359945,43.19894
16,-25.974771,5.2893033,35.716476,-23.934074,3.7206001,36.957325,-21.592949,2.7176685,39.852894,-19.926893,1.0876977,41.552208,-18.549282,-0.40400693,43.21005
17,-25.958052,5.3191857,35.72453,-23.911419,3.7488492,36.944485,-21.582712,2.7442553,39.849255,-19.920595,1.1133641,41.562836,-18.54276,-0.3866159,43.20504
