scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,935.6863,1080.4111,0.40286675,919.3891,839.37494,0.82216316,914.23517,639.5347,0.58558017,908.6492,495.60385,0.9354872,875.269,269.31198,0.49673873
1,935.7489,1080.8173,0.39652887,919.37476,839.32214,0.7951652,914.4648,639.84863,0.6000928,908.6337,495.41852,0.93085265,875.3727,269.32935,0.48930916
2,936.2241,1080.0863,0.37274042,919.28644,839.1566,0.8027493,914.4228,639.73785,0.59665716,908.62317,495.3767,0.9096717,875.47864,269.00104,0.5023892
3,936.7978,1079.141,0.3409068,919.5794,839.5469,0.7948423,914.2587,639.57825,0.5941358,908.568,495.3664,0.8830778,875.44745,269.04932,0.48678026
4,936.90643,1080.1538,0.3520521,919.6314,839.5373,0.79755294,914.32434,639.6117,0.5762318,908.52716,495.45987,0.8842672,875.22894,269.28394,0.51196164
5,936.90985,1079.006,0.33758566,919.3359,839.3375,0.79580575,914.2091,639.5377,0.597673,908.68005,495.61578,0.930955,875.19415,269.04532,0.50520587
6,937.07446,1079.5023,0.2856712,919.43677,839.5007,0.8035187,914.1401,639.5002,0.60133713,908.73395,495.59427,0.8947545,875.6333,268.95245,0.48311582
7,937.89044,1080.3235,0.30752274,919.404,839.4793,0.79065657,914.08606,639.6917,0.6496934,908.6988,495.65277,0.91982543,875.43823,269.0199,0.4945447
8,937.96,1079.2653,0.3408667,919.3219,839.4415,0.7955794,914.24866,639.6008,0.64637136,908.79193,495.52472,0.9571884,875.2431,269.06735,0.50877887
9,937.9597,1079.056,0.3132303,919.2314,839.0604,0.78118527,914.3007,639.65247,0.6676289,908.6823,495.03265,0.95066345,875.3641,269.05048,0.48363572
10,937.8054,1079.3761,0.31516477,919.3359,839.44446,0.78306276,914.3393,639.53424,0.6281464,908.88196,495.34146,0.96761376,875.3865,268.95947,0.47949025
11,931.23694,999.3597,0.30869812,919.3434,839.47485,0.78073984,914.3488,639.6094,0.6319809,908.8545,495.26364,0.9709624,875.34625,268.96066,0.46640208
12,937.23944,1079.6141,0.3335012,919.42224,839.4727,0.7723897,914.23334,639.6658,0.6218495,908.8069,495.22836,0.98615795,875.4199,268.73322,0.46513498
13,937.2828,1079.5127,0.31464705,919.51996,839.486,0.77417403,914.1905,639.94214,0.6381865,908.59247,495.30466,0.97996336,875.42236,269.36255,0.46662527
14,937.44794,1079.3785,0.32315493,919.56537,839.40845,0.7894296,914.27234,639.9425,0.5915785,908.67755,495.32166,0.9806471,874.9157,268.9981,0.507048
15,938.1989,1078.9958,0.30507186,919.63934,839.55164,0.767239,914.1391,639.8503,0.62063617,908.74036,495.30847,0.9790454,874.7828,269.15924,0.5027603
16,939.748,1079.6737,0.35301527,919.767,839.56714,0.78210557,914.2758,639.78186,0.6299031,908.82385,495.48904,1.0,874.778,269.0977,0.5254928
17,938.55426,1079.0728,0.3426312,919.66,839.61005,0.75073004,914.2967,640.0831,0.6248681,908.7688,495.19272,0.9822199,874.54517,268.86136,0.51824695
