scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1049.0186,31.388172,0.5711845,113.984375,1191.5369,0.057216883,331.39938,1098.0994,0.3067841,1840.1091,1168.7107,0.034198135,1102.6355,25.4996,0.07627494
1,1046.7249,31.935444,0.51763314,112.69271,1190.9912,0.07210007,331.80057,1097.9946,0.31805506,970.13196,29.308998,0.0461576,331.97632,1098.0255,0.07928326
2,1045.5076,32.017544,0.5231133,1102.3041,23.79564,0.090467185,331.59647,1098.2917,0.28848785,969.3276,28.119959,0.038957406,1102.6447,24.89615,0.09469637
3,1046.1091,31.955214,0.52472085,1102.2404,23.709387,0.071699046,331.41275,1098.1016,0.28382817,1102.2772,24.498373,0.03718145,331.5669,1098.1046,0.1272816
4,1046.4551,31.558386,0.5261449,112.43442,1190.8777,0.070825554,331.47894,1097.9032,0.28954875,969.309,28.057886,0.037800536,331.6279,1097.9369,0.11544543
5,1046.8406,31.833395,0.53947586,112.50124,1190.8397,0.07525863,332.0727,1097.3093,0.22053751,968.7666,27.938807,0.03779911,1102.6492,25.541752,0.06503727
6,1045.5182,32.433685,0.50286084,112.641655,1190.8411,0.07513969,397.82297,1075.8678,0.07044596,969.99414,29.133797,0.04031699,1102.336,26.04787,0.06448102
7,1102.2422,25.92323,0.51092315,112.32672,1190.6904,0.07489459,333.23828,1097.0111,0.12689558,968.49176,28.261412,0.040289637,1102.3063,26.032797,0.072850645
8,1102.1304,25.891539,0.5113118,1101.7433,24.762527,0.06829309,331.47473,1098.0966,0.24966791,969.28125,29.195059,0.04484129,1102.2084,26.011763,0.07697335
9,1102.1747,25.647017,0.60644877,1101.8326,24.779093,0.10737403,331.81555,1098.0912,0.2259915,1039.3917,30.823101,0.045091175,1039.4154,31.565823,0.1060018
10,1102.1401,25.641987,0.61256355,1101.81,24.79202,0.10801138,331.91867,1097.9313,0.2302709,1039.2607,30.941145,0.04412737,1039.2692,31.678019,0.10403883
11,1038.5103,31.807673,0.6021639,1101.3068,25.49949,0.10439209,331.91025,1098.1063,0.21599925,1038.2006,30.803932,0.06359088,1038.6277,31.468063,0.19319926
12,1037.7468,31.588593,0.59524465,1100.9368,25.902735,0.10970074,331.8037,1097.7303,0.19900505,1037.4231,31.205532,0.07048172,1037.8873,31.290678,0.19762133
13,1038.1478,31.755358,0.6294535,1101.1655,25.19809,0.11289178,331.55994,1098.2494,0.27824336,1037.7906,31.405315,0.06324338,1038.2966,31.441307,0.17829062
14,1038.4099,31.79878,0.64914745,1101.4073,25.28637,0.09417545,331.7757,1098.1447,0.26252148,1038.2079,30.860838,0.05575619,1038.555,31.475597,0.15674792
15,1038.034,31.980362,0.65014994,111.905136,1190.6001,0.08293971,332.00708,1098.2103,0.2251566,1037.6978,31.65667,0.055005796,1038.2041,31.641537,0.15246892
16,1038.8881,31.727852,0.65599775,111.80715,1190.5126,0.079367414,332.0963,1098.4548,0.16428013,1038.8092,30.887754,0.052902415,1038.9795,31.422287,0.14978704
