scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1024.79,1188.939,0.07627663,480.11774,1192.0177,0.041306134,1829.5559,379.1797,0.09731074,1022.1199,1187.9932,0.036180366,1829.7772,378.73914,0.043921586
1,1024.6251,1189.0892,0.09081659,480.06833,1192.0582,0.038491145,1828.915,379.58774,0.11257947,1022.4809,1187.9343,0.04401708,1817.3573,606.99036,0.09686031
2,1024.5288,1189.0669,0.09176533,480.06174,1191.9564,0.0385348,1831.1678,379.27444,0.16483434,1022.4117,1187.9335,0.046935517,1828.1234,376.85132,0.0550445
3,1024.76,1189.1252,0.08619166,1819.7716,605.80164,0.035587933,1828.2893,380.09848,0.0806684,1022.3475,1187.9115,0.041747853,1816.9601,606.75195,0.07637607
4,1025.0684,1188.9554,0.072038196,106.11993,1164.6029,0.04440737,1827.9995,378.05328,0.06082749,1022.06824,1187.9718,0.037732277,1816.6354,606.93005,0.056015346
5,1025.0046,1189.0332,0.082431324,1820.2799,605.969,0.029436193,1828.278,381.6381,0.06828654,1022.28217,1187.9495,0.044374324,1813.6864,607.0274,0.038484927
6,1024.8445,1188.9526,0.080619864,548.38965,1177.7372,0.051909182,1828.3564,381.5544,0.09873899,1022.18353,1187.9332,0.041687246,1817.1873,606.9279,0.058697607
7,1024.8088,1188.9897,0.08725805,1820.4803,606.1323,0.03177273,1819.2571,609.875,0.057686325,1022.32043,1187.9132,0.044503465,1817.0748,606.8754,0.052648347
8,1025.0076,1188.9082,0.08668222,1820.2839,605.943,0.03562774,1828.2515,381.29742,0.08076068,1022.34534,1187.9272,0.04388386,1816.9513,606.73315,0.05756139
9,1024.963,1188.914,0.08170597,583.6489,1186.0588,0.03798648,1827.9824,381.22983,0.07444968,1022.2748,1187.9249,0.04235564,1812.7112,606.6275,0.0360677
10,1024.9956,1188.8909,0.083161175,1820.1754,605.8883,0.037246544,1818.9563,609.607,0.056703147,1022.2653,1187.9058,0.04259134,1817.0146,606.73,0.06616178
11,1025.06,1188.8629,0.07531047,106.40615,1172.9186,0.041585363,1827.883,381.66608,0.065735124,1022.1488,1187.9298,0.037257303,1816.9329,606.68616,0.054500174
12,1025.1971,1188.7933,0.06038886,104.77717,1169.7135,0.039181903,1828.4742,381.43655,0.089355685,211.92177,1181.5828,0.04104863,1817.6194,606.9999,0.11507407
13,1024.912,1188.9381,0.07799656,1820.319,606.156,0.03463205,1828.3707,381.47626,0.08256146,212.7291,1182.3324,0.046926305,1817.4879,607.0706,0.08339304
14,1024.8259,1188.9907,0.08221171,1820.288,606.19116,0.034824517,1828.2322,381.48508,0.08061689,1022.17786,1187.9563,0.039638173,1817.5844,607.1298,0.0957448
15,1024.8014,1189.0044,0.084433995,1820.4073,606.2052,0.032111548,1828.3329,381.50497,0.077901304,216.64627,1183.662,0.052879654,1817.9635,607.22003,0.12511502
16,1024.765,1189.0144,0.089555606,583.93475,1185.4606,0.040480793,1828.5171,381.5124,0.07466134,216.5393,1182.4061,0.04423035,1817.878,607.152,0.14082383
