scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,976.1919,991.7066,0.5271706,936.7447,835.6546,0.8102422,917.22687,636.9949,0.7888101,906.8608,488.3023,0.9964564,877.42053,262.12857,0.62281317
1,976.49414,992.181,0.52015895,936.6745,836.98004,0.8028015,916.69794,638.56476,0.8432683,907.1909,489.27377,1.0,876.09424,264.32535,0.63303393
2,1005.4554,1064.7252,0.5724813,937.203,837.144,0.8185071,917.2016,638.4061,0.882335,907.9336,489.6183,0.9652138,877.59204,263.20142,0.5873647
3,976.3477,992.9881,0.4808867,937.2416,836.2908,0.80199236,917.90265,637.4314,0.9598255,908.32104,488.69873,0.9842975,878.4512,262.39102,0.5990613
4,1005.38654,1064.7988,0.49550977,937.2869,836.86554,0.8138901,918.4465,637.9534,0.92347723,908.8073,489.2312,1.0,880.2472,262.4216,0.67768157
5,1005.7452,1065.1293,0.47075424,937.0029,836.4249,0.793831,918.11554,637.5726,0.82985127,908.57104,488.4068,1.0,880.4981,261.4516,0.68093884
6,1004.8908,1064.5695,0.54292667,936.68866,835.55023,0.7978897,918.22107,636.9752,0.9845915,908.5774,487.99152,1.0,881.0586,260.42816,0.6833533
7,1005.1326,1064.2964,0.4851238,936.91534,836.6614,0.8195072,918.0694,637.6161,0.9407008,908.26855,488.62323,1.0,879.98724,262.3297,0.6530992
8,1005.5375,1065.0781,0.49114892,936.9841,836.40784,0.796703,918.1786,636.9736,0.93765503,908.4941,488.44772,1.0,880.593,261.56497,0.7028719
9,1004.93933,1064.6168,0.5210963,936.953,837.03827,0.78352535,917.85925,638.3154,0.826591,908.1367,488.79532,1.0,880.0368,262.03363,0.69882095
10,1005.19946,1064.9208,0.563,936.68146,837.26843,0.81682056,917.7429,638.055,0.87577397,908.19696,489.2694,1.0,879.5939,262.63818,0.64801365
11,1005.47205,1064.3241,0.4862007,936.52356,836.8229,0.7818228,917.5739,637.7638,0.84595644,907.8293,488.52884,1.0,879.2657,262.10492,0.6161623
12,1005.15173,1065.5049,0.6024434,936.81647,837.2479,0.7795104,917.5863,638.30255,0.841829,907.8818,489.1845,1.0,878.09344,262.29312,0.57717264
13,1005.53217,1065.0302,0.5798663,936.9326,837.3545,0.7710344,917.83795,637.9858,0.8375106,907.97504,489.15945,1.0,877.82056,262.5914,0.5887923
14,1005.8146,1064.7141,0.5940902,936.9835,837.1807,0.78744817,918.0746,638.0219,0.87253463,907.9552,489.03076,1.0,877.04254,263.8614,0.60026515
15,1007.0501,1064.9113,0.548107,936.9684,837.7495,0.74795973,918.3123,638.75635,0.8277338,908.05414,489.46237,1.0,877.73175,262.96063,0.5993175
16,1006.6769,1064.1995,0.5501082,936.98334,837.7717,0.7497454,918.25696,638.95184,0.81442153,908.11743,489.39185,1.0,877.8278,262.76697,0.60295194
17,1006.87103,1064.7979,0.5986219,937.3509,837.75446,0.7628693,918.42194,638.72205,0.8107697,908.219,489.28445,1.0,878.2949,262.5962,0.60434335
