scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,939.11865,649.7131,0.7788757,927.844,486.3059,0.9005289,918.5671,296.8692,0.6570634,909.2944,154.78035,1.0,1060.4352,389.02353,0.2950395
1,938.9532,649.0644,0.77313393,927.7248,485.80032,0.8917467,918.4148,296.11902,0.6537436,909.5142,154.3583,1.0,1060.6064,388.72208,0.34306508
2,938.97156,649.123,0.77620256,927.68005,486.06088,0.93131196,918.8113,296.9188,0.68258137,909.40045,154.61067,1.0,1061.11,387.8159,0.34976077
3,939.3602,650.3269,0.7034848,927.6591,486.59012,0.9282401,918.29224,297.10703,0.64894116,909.0862,155.21918,1.0,1060.7103,388.92386,0.3732785
4,938.89075,649.0072,0.7969088,927.3133,485.29303,0.92712253,918.3086,296.10712,0.6509076,909.3859,154.08252,1.0,1060.7495,388.29825,0.3443542
5,938.8002,649.1073,0.76132834,927.59155,485.96326,0.93413645,918.2069,296.43936,0.67135966,909.0098,154.2413,1.0,1060.295,388.32104,0.33314332
6,939.20435,650.39655,0.7170489,927.8141,486.60443,0.9287337,918.1789,296.7422,0.7538307,909.0514,154.90733,1.0,1060.9366,387.7081,0.31659067
7,938.9801,649.31213,0.8394576,927.5625,485.2027,0.9120668,918.13,295.90894,0.66373515,908.9998,153.89604,1.0,1060.7004,388.36548,0.27964112
8,938.9457,649.20013,0.8473802,927.6148,485.56195,0.92542046,918.1727,296.28958,0.70761734,908.9583,154.19955,1.0,1060.7656,387.96338,0.27391192
9,939.1272,650.53625,0.6607016,927.93353,486.65665,0.94542736,918.45984,297.27377,0.7489227,908.8939,154.66539,1.0,1060.3885,388.67084,0.32645044
10,938.9829,649.29144,0.80317265,927.55304,485.43237,0.8917396,918.0674,296.40112,0.7655334,909.2566,154.00912,1.0,1060.921,388.22787,0.2895984
11,938.9176,649.23126,0.8196825,927.4188,485.76407,0.9118225,918.1215,296.89972,0.7674953,909.18536,154.34258,1.0,1060.808,389.12863,0.25443816
12,939.0241,649.459,0.73831457,927.48065,486.05542,0.9284529,917.88165,296.99973,0.7479819,909.1132,154.38742,1.0,1060.7515,388.25882,0.29198727
13,938.72107,649.2437,0.7497909,927.3304,485.61227,0.8982996,918.3658,296.0253,0.71310395,909.24506,154.05658,1.0,1061.2372,387.5978,0.32949084
14,938.6078,649.1172,0.7536107,927.3971,485.87546,0.92137986,918.0442,296.63913,0.7187098,909.0662,154.2964,1.0,1060.6912,387.76105,0.3680371
15,938.3398,648.979,0.74680847,927.48694,485.77145,0.9138873,917.88727,296.53574,0.72544557,909.1363,154.24315,1.0,1060.6786,387.6527,0.37387294
16,938.0151,648.7939,0.75947183,927.28906,485.42554,0.8839995,917.97833,296.50763,0.7067815,909.207,154.02992,1.0,1060.7004,387.49677,0.35805398
17,938.0367,648.75977,0.74218,927.36115,485.8841,0.91594666,918.34607,296.7224,0.75762033,909.0408,154.6357,1.0,1061.0701,387.04977,0.34834078
