Image,Timestamp_image,Point1_x,Point1_y,Point2_x,Point2_y,Point3_x,Point3_y,Angle (degrees)
frame_0_20250109_092858_481.png,20250109_092858_481,50.66883116883119,155.86363636363626,75.34415584415586,154.56493506493496,92.22727272727275,157.16233766233756,11.758949766738596
frame_10_20250109_092901_504.png,20250109_092901_504,37.681818181818215,123.3961038961038,53.266233766233796,123.3961038961038,74.04545454545456,123.3961038961038,0.0
frame_11_20250109_092901_792.png,20250109_092901_792,44.1753246753247,93.52597402597394,61.05844155844159,89.62987012987003,87.03246753246756,89.62987012987003,12.994616791916542
frame_12_20250109_092902_064.png,20250109_092902_064,62.35714285714289,187.03246753246748,81.83766233766235,187.03246753246748,103.91558441558445,187.03246753246748,0.0
frame_13_20250109_092902_366.png,20250109_092902_366,87.03246753246756,187.03246753246748,101.31818181818184,187.03246753246748,118.20129870129873,185.73376623376618,4.3987053549955135
frame_14_20250109_092902_656.png,20250109_092902_656,68.85064935064938,151.9675324675324,84.43506493506496,151.9675324675324,101.31818181818184,151.9675324675324,0.0
frame_15_20250109_092902_966.png,20250109_092902_966,53.266233766233796,116.90259740259734,67.55194805194807,116.90259740259734,80.53896103896108,116.90259740259734,0.0
frame_16_20250109_092903_255.png,20250109_092903_255,35.08441558441561,83.13636363636357,48.071428571428584,83.13636363636357,59.75974025974028,83.13636363636357,0.0
frame_17_20250109_092903_538.png,20250109_092903_538,9.110389610389632,53.266233766233654,33.785714285714306,55.86363636363626,55.863636363636374,55.86363636363626,6.009005957494594
frame_18_20250109_092903_828.png,20250109_092903_828,29.889610389610397,68.85064935064923,54.5649350649351,68.85064935064923,80.53896103896108,72.74675324675314,8.530765609948133
frame_19_20250109_092904_107.png,20250109_092904_107,70.14935064935068,177.94155844155836,93.52597402597405,177.94155844155836,109.11038961038963,177.94155844155836,0.0
frame_1_20250109_092858_778.png,20250109_092858_778,58.46103896103898,171.4480519480519,80.53896103896108,170.1493506493506,101.31818181818184,168.8506493506493,0.20987371156633117
frame_20_20250109_092904_395.png,20250109_092904_395,40.27922077922079,141.57792207792198,62.35714285714289,141.57792207792198,88.33116883116887,141.57792207792198,0.0
frame_2_20250109_092859_081.png,20250109_092859_081,24.694805194805213,124.6948051948051,49.37012987012989,124.6948051948051,76.64285714285717,123.3961038961038,2.7263109939062247
frame_3_20250109_092859_386.png,20250109_092859_386,23.39610389610391,89.62987012987003,45.474025974026006,89.62987012987003,71.44805194805198,89.62987012987003,0.0
frame_4_20250109_092859_683.png,20250109_092859_683,15.603896103896119,64.95454545454538,45.474025974026006,64.95454545454538,71.44805194805198,62.357142857142776,5.710593137499643
frame_5_20250109_092859_997.png,20250109_092859_997,11.707792207792224,40.27922077922068,44.1753246753247,41.57792207792198,66.25324675324677,40.27922077922068,5.6570707060683105
frame_6_20250109_092900_286.png,20250109_092900_286,50.66883116883119,154.56493506493496,77.94155844155847,153.2662337662337,100.01948051948054,153.2662337662337,2.7263109939063384
frame_7_20250109_092900_591.png,20250109_092900_591,76.64285714285717,154.56493506493496,101.31818181818184,151.9675324675324,120.79870129870133,149.3701298701298,1.5856374110971672
frame_8_20250109_092900_884.png,20250109_092900_884,58.46103896103898,116.90259740259734,83.13636363636365,115.60389610389603,97.42207792207796,113.00649350649343,7.292058964582679
frame_9_20250109_092901_196.png,20250109_092901_196,32.487012987013,89.62987012987003,54.5649350649351,89.62987012987003,77.94155844155847,87.03246753246742,6.340191745909891
