scorer,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1069.6345,785.333,0.75968945,1012.80505,631.2857,0.80278146,1005.61523,434.0519,0.7990625,1014.9465,178.87201,0.88548666,962.4046,112.21466,0.72312784
1,1069.5453,785.23663,0.7380294,1012.81,631.1252,0.81485045,1005.722,434.11832,0.8046193,1014.97845,178.68068,0.88640875,962.46655,111.90683,0.70905256
2,1069.5901,785.2378,0.75954247,1012.90594,631.15906,0.8198446,1005.7389,434.10492,0.80260456,1015.00165,178.67897,0.88969195,962.4742,111.90813,0.708413
3,1069.6011,785.2801,0.7598436,1012.934,631.1509,0.8258327,1005.72363,433.95563,0.78829044,1015.14105,178.809,0.887484,962.5162,111.93315,0.7051218
4,1069.704,785.0756,0.7596638,1012.9467,631.117,0.8304831,1005.79816,433.83795,0.79199326,1015.09644,178.53476,0.88591856,962.442,111.91411,0.7012834
5,1069.7444,785.1451,0.75355345,1012.93066,631.10925,0.8404558,1005.8114,433.89276,0.76117015,1015.1234,178.6029,0.88473505,962.425,111.85426,0.6978916
6,1069.76,785.1387,0.7576518,1012.8212,631.1033,0.8346033,1005.8161,433.96964,0.7752813,1015.128,178.69955,0.89277166,962.459,111.9064,0.7095338
7,1069.6301,785.1331,0.77462304,1012.82745,631.0776,0.8371018,1005.78455,433.94464,0.7769843,1015.0941,178.62033,0.88809085,962.4426,111.87323,0.7121372
8,1069.7673,785.1366,0.7666913,1012.8198,631.0754,0.83221906,1005.8278,433.93225,0.76348794,1015.0716,178.63324,0.8832067,962.5357,112.07374,0.7118714
9,1069.9652,785.14246,0.7431721,1012.9588,631.1292,0.8296709,1005.90283,433.89566,0.76793647,1015.1433,178.69766,0.8868564,962.51105,112.07195,0.725258
10,1070.0415,785.0809,0.7373361,1013.0726,631.111,0.8265131,1005.8417,433.79486,0.7618549,1015.1863,178.64328,0.88057435,962.56226,111.981384,0.71901757
11,1069.9713,785.03076,0.7485717,1013.0708,630.9946,0.82743543,1005.8391,433.80515,0.76416695,1015.2438,178.63797,0.87540096,962.58673,111.93007,0.70900667
12,1070.0483,785.06433,0.7366676,1013.2272,631.00653,0.83253443,1005.78503,433.63138,0.7535863,1015.2557,178.58669,0.8688462,962.61273,111.93809,0.7157794
13,1069.9746,784.97,0.74211925,1013.15234,631.04285,0.82856596,1005.65076,433.50833,0.7736478,1015.3476,178.61333,0.8654472,962.6966,111.836655,0.72501934
14,1069.9834,784.98193,0.7397532,1013.1063,631.0381,0.82940966,1005.69385,433.53577,0.77026737,1015.344,178.57489,0.8655171,962.72656,111.84443,0.72368026
15,1069.9604,784.91034,0.74116087,1013.015,630.99414,0.8270071,1005.7473,433.56696,0.7719772,1015.36194,178.6395,0.864433,962.7786,111.838196,0.72160363
16,1069.9832,784.8895,0.735706,1012.85785,631.0369,0.8172344,1005.79443,433.64322,0.7674094,1015.4859,178.68895,0.86706626,962.75854,111.87391,0.7121472
