scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-24.339783,2.6798952,37.587017,-22.336958,1.1261353,38.9891,-20.454674,0.022318948,42.101948,-18.787027,-1.6026222,43.702286,-16.977272,-3.0430555,45.124866
1,-24.334717,2.6796913,37.59,-22.328178,1.1301056,38.980637,-20.44893,0.02813632,42.098286,-18.776323,-1.5970522,43.709686,-16.966923,-3.039245,45.142284
2,-24.330221,2.68004,37.594185,-22.323282,1.1304629,38.9788,-20.445507,0.029000951,42.108967,-18.767527,-1.5930982,43.71648,-16.95623,-3.038163,45.169952
3,-24.331121,2.6729703,37.59457,-22.324524,1.1227332,38.990467,-20.446812,0.025301307,42.11912,-18.765461,-1.5980176,43.72018,-16.956171,-3.0384429,45.169796
4,-24.329878,2.676076,37.59697,-22.323559,1.1246697,38.988667,-20.4475,0.022480201,42.123035,-18.769348,-1.5979402,43.718334,-16.957848,-3.0422869,45.16498
5,-24.33011,2.6848836,37.592762,-22.325224,1.1307384,38.98579,-20.448658,0.027202275,42.12513,-18.773758,-1.597291,43.716366,-16.965187,-3.0399182,45.14968
6,-24.331451,2.689942,37.59023,-22.327818,1.136308,38.985485,-20.451675,0.03087999,42.1241,-18.777502,-1.5964342,43.714878,-16.970085,-3.0392148,45.134354
7,-24.331608,2.6898239,37.58992,-22.32689,1.1364465,38.98225,-20.45211,0.031703204,42.125065,-18.777573,-1.5963538,43.714787,-16.97253,-3.0390944,45.140762
8,-24.3316,2.6898737,37.589874,-22.328074,1.1367089,38.9838,-20.454111,0.034325514,42.12182,-18.777472,-1.5964022,43.71469,-16.97293,-3.0383291,45.141655
9,-24.33266,2.693741,37.58848,-22.33053,1.1393721,38.98128,-20.455593,0.03866292,42.121113,-18.780668,-1.5958676,43.710987,-16.978193,-3.0383325,45.132713
10,-24.333847,2.6979253,37.588055,-22.332209,1.1426964,38.980045,-20.457626,0.041334942,42.123604,-18.78336,-1.595031,43.70764,-16.98088,-3.0381486,45.139885
11,-24.333946,2.7026315,37.587025,-22.334429,1.1444895,38.979076,-20.459139,0.04309178,42.11719,-18.784922,-1.5946262,43.704205,-16.98783,-3.037269,45.12353
12,-24.336617,2.7067342,37.587646,-22.336304,1.1467512,38.976723,-20.45858,0.045265466,42.111824,-18.78673,-1.5941423,43.700626,-16.987772,-3.0367017,45.122974
13,-24.33516,2.7103007,37.58614,-22.335968,1.1509931,38.973763,-20.457502,0.046633214,42.112293,-18.786814,-1.5939267,43.70028,-16.987682,-3.0361626,45.12294
14,-24.334745,2.715332,37.587303,-22.334517,1.1531978,38.97185,-20.4556,0.04868051,42.110806,-18.789972,-1.5937701,43.690674,-16.987806,-3.034587,45.121925
15,-24.332895,2.716381,37.585907,-22.334759,1.1529517,38.971725,-20.453014,0.051938716,42.112743,-18.790632,-1.5931298,43.692947,-16.9891,-3.0356348,45.12656
16,-24.332197,2.7170768,37.58452,-22.334864,1.1558551,38.971054,-20.45259,0.052753918,42.1118,-18.78334,-1.588636,43.704983,-16.985266,-3.03127,45.12838
17,-24.331518,2.7169163,37.588646,-22.330801,1.1537995,38.96864,-20.450554,0.053670865,42.11282,-18.780071,-1.5899185,43.713837,-16.983412,-3.031583,45.132362
