scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,952.4068,412.5958,0.65128446,891.2881,273.79575,0.738287,908.5422,137.61003,0.81968755,308.32507,163.74272,0.032577273,891.6878,274.30725,0.18089052
1,952.5222,412.09482,0.6889353,891.7016,273.2943,0.78023165,908.7269,137.30232,0.83270156,56.85993,362.2323,0.028976044,892.05927,273.8458,0.15385991
2,952.40814,411.65808,0.67842984,892.1745,272.96304,0.80494404,908.82336,137.01689,0.83995235,56.857906,362.22873,0.028708953,892.553,273.197,0.15268053
3,952.63007,411.90002,0.6981127,892.2228,273.1236,0.79539716,908.8366,137.39497,0.843483,56.833637,362.20227,0.02924815,892.60376,273.369,0.15217647
4,952.63934,411.63004,0.6801871,892.1641,272.97815,0.7989008,908.81396,137.21239,0.8494807,56.84317,362.1987,0.029313155,892.54144,273.22867,0.15804128
5,953.49304,411.7273,0.6969528,892.7482,272.78735,0.80416626,909.027,137.22928,0.82176113,56.90788,362.28375,0.028499402,893.047,273.05005,0.1421544
6,952.5731,411.1099,0.67974013,892.36847,272.27588,0.818418,908.8167,136.39688,0.80155486,308.49002,163.56693,0.041427277,892.69104,272.49588,0.15105641
7,952.29443,410.89685,0.6675471,892.0498,271.882,0.7936136,908.51135,135.62761,0.8116071,308.49527,163.60995,0.038470373,892.39465,272.07,0.16799836
8,951.98425,411.0192,0.7009541,891.4918,271.9461,0.769412,908.4212,135.66502,0.80136085,308.48944,163.69485,0.036081865,891.93054,272.0938,0.18208548
9,951.83057,412.39896,0.65830666,892.2148,273.2162,0.76948535,909.0332,137.58766,0.82694465,308.44922,163.69695,0.034350418,892.48944,273.8107,0.14807127
10,953.8257,413.94553,0.7475364,892.72656,274.47025,0.807599,909.87915,138.4434,0.8279165,308.3907,163.74135,0.029852651,893.2779,274.77844,0.13797876
11,954.26685,413.76135,0.732127,892.7382,274.43597,0.8040547,909.92474,138.15852,0.8172842,308.40857,163.65848,0.031386796,893.2779,274.73172,0.13905919
12,953.67053,413.3729,0.7236918,892.8947,273.67862,0.7857802,909.838,137.94627,0.82171357,56.895004,362.28506,0.02768926,893.26263,274.28253,0.13510883
13,953.07166,412.68106,0.6743007,892.75775,273.17697,0.8003066,909.71814,137.29669,0.8145927,308.41513,163.71542,0.03273325,893.0495,273.4483,0.13865952
14,953.64355,412.16425,0.7416567,893.1653,272.90024,0.836638,909.70825,137.02834,0.80707294,308.44733,163.56242,0.04221525,893.3872,273.1825,0.12449636
15,953.6687,411.62915,0.7670975,893.1824,272.57706,0.8475227,909.15497,136.20364,0.79787326,308.42407,163.58234,0.039572023,893.38214,272.85266,0.13206515
16,953.8245,412.15106,0.75997025,893.19464,272.84076,0.833689,909.6401,137.21971,0.7962449,308.43546,163.61389,0.040765885,893.39716,273.1452,0.13072738
17,953.69507,412.1521,0.7533064,893.16016,272.95456,0.8241347,909.5864,137.34068,0.81533915,308.3313,163.77754,0.029346313,893.3935,273.23642,0.12478913
