scorer,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,872.7403,833.84625,0.7188037,840.857,695.3815,0.7983829,809.4293,536.0912,0.7986894,786.7481,413.72,0.95607436,760.5579,269.625,0.59250486
1,872.79504,834.1516,0.7180024,839.04675,695.97906,0.8317495,808.51337,537.73895,0.8432856,785.976,415.29938,0.915358,759.0805,270.5823,0.52018577
2,872.53894,834.24347,0.72095096,837.7006,695.5567,0.80951655,808.0457,538.65497,0.8774812,786.31085,416.30005,0.92940974,760.1409,272.04517,0.64292204
3,873.5571,835.00885,0.7006258,838.3555,695.524,0.8032996,808.8189,539.9059,0.8933337,787.42737,416.8076,0.95383745,762.66187,273.25143,0.6468221
4,875.34,836.15063,0.70580554,839.308,696.6678,0.85492146,811.56775,541.24536,0.91895115,789.5764,418.9535,1.0,763.97156,275.43253,0.5605287
5,875.97437,837.375,0.7019848,840.5008,696.30597,0.8842559,814.9742,540.8446,0.8273494,792.52576,418.58163,0.91431683,765.9488,275.54996,0.61198944
6,876.1978,837.4052,0.7140837,841.5933,695.57,0.8850931,818.2693,540.6647,0.81549954,794.35815,419.18033,0.89271516,767.06165,275.83978,0.5773288
7,879.2286,835.7737,0.67529994,842.7186,695.1435,0.834314,820.71185,541.36993,0.8409965,794.81903,419.04263,0.87657607,767.10547,275.92523,0.5692649
8,880.28815,836.413,0.73006415,843.1738,694.3319,0.82184696,821.305,541.09424,0.85933256,793.99115,419.76608,0.921206,765.8522,275.94846,0.56805176
9,881.52234,837.2287,0.7686138,845.16754,694.92267,0.89930445,822.67664,542.3209,0.8267177,794.0431,419.88327,0.920381,765.60394,276.15494,0.5687251
10,881.6035,837.1398,0.75508916,845.5972,695.3444,0.9318234,823.0902,542.4511,0.8229344,793.65436,419.95834,0.9260725,764.2272,276.44894,0.5395703
11,881.6877,837.2518,0.7703692,845.7198,695.6579,0.94533134,823.2178,542.9732,0.80068827,793.3702,420.4736,0.9092286,763.4565,276.72855,0.49687546
12,881.3036,837.7004,0.8101416,845.02686,696.0717,0.95054466,822.3975,543.10394,0.80337936,792.58777,420.34674,0.9315422,763.1766,276.70493,0.5204166
13,880.1285,837.6594,0.7742617,844.2985,696.0422,0.92168987,822.50366,542.1892,0.7923675,792.23456,419.6768,0.95581603,763.2838,276.44177,0.546236
14,878.39655,839.398,0.7082822,844.0587,696.288,0.9069937,822.56635,542.0402,0.79441667,793.1968,419.9165,0.9208246,763.3895,276.33572,0.5281458
15,875.569,840.64417,0.7347311,844.00793,696.2914,0.90596014,822.68353,541.91077,0.8197694,793.1803,419.65277,0.9259851,763.4758,276.31512,0.53790486
16,874.18646,840.45996,0.7112557,843.9703,695.9977,0.87780416,822.67786,541.5042,0.8045358,793.28723,419.31937,0.92802614,763.5741,276.21198,0.5331699
17,871.78687,838.46643,0.7137431,843.8637,695.26715,0.9064348,822.69305,541.23206,0.8125282,793.1287,419.03168,0.92881674,763.56714,275.89673,0.5210969
