scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,867.3613,916.2491,0.7856546,859.413,748.4884,0.9693485,862.48456,549.1584,0.7445122,860.9746,401.98666,0.59867287,849.36487,219.92372,0.68850327
1,867.17596,916.4084,0.81180024,859.4882,748.735,0.9590025,862.56885,549.26666,0.80469334,860.78705,402.09802,0.6222304,849.21796,219.80382,0.6545183
2,867.2195,916.3202,0.8161038,859.473,748.61847,0.949284,861.577,549.7428,0.77691436,860.6591,402.20645,0.61938125,848.9395,219.94145,0.67046726
3,867.2254,916.27844,0.85624117,859.4106,748.6633,0.9311494,862.68756,549.41406,0.7065586,860.63934,402.23932,0.60981476,848.9543,219.92297,0.669984
4,867.1006,916.444,0.814502,859.3975,748.7914,0.9438101,862.6225,549.36804,0.73384666,860.69934,402.2633,0.61391884,848.885,219.97095,0.6545237
5,867.06036,916.35767,0.8256693,859.4174,748.76575,0.95744723,862.6293,549.3359,0.7544116,860.6762,402.09387,0.6224527,849.166,219.8567,0.65332085
6,867.0274,916.37494,0.8266495,859.3914,748.7443,0.95362407,861.62225,549.84186,0.7646254,860.6188,402.2077,0.653639,849.12006,219.93108,0.66896456
7,867.0219,916.3384,0.83342457,859.3979,748.63586,0.9669535,862.60376,549.3181,0.7662453,860.60925,402.12616,0.64861065,849.183,219.91959,0.65690976
8,866.9828,916.20245,0.8103566,859.456,748.5172,0.94995993,862.47955,549.1573,0.7679394,860.6163,401.98166,0.6542048,849.2791,219.86372,0.659907
9,867.01636,916.2166,0.8264402,859.488,748.51764,0.9466148,862.54114,549.2156,0.76855147,860.60144,402.06006,0.6232984,849.18616,219.83594,0.64688516
10,867.0152,916.2354,0.82597786,859.48315,748.482,0.94839334,862.56586,549.2646,0.74882513,860.6365,402.0805,0.6227875,849.10925,219.8557,0.62668407
11,867.03156,916.1991,0.84731835,859.49097,748.5426,0.9631945,862.5559,549.2138,0.75858283,860.7128,401.98962,0.6185248,849.0976,219.80339,0.646446
12,867.0388,916.17035,0.8484997,859.44824,748.4768,0.94034153,862.47797,549.1981,0.7401475,860.68604,402.12473,0.6051558,849.03394,219.8609,0.60050255
13,867.0468,916.12463,0.8793903,859.5383,748.5852,0.93990827,862.7381,549.18994,0.72668266,860.68524,401.9472,0.5980772,849.2669,219.67467,0.62372637
14,867.0521,916.0672,0.8908025,859.55426,748.58246,0.9333245,862.83484,549.13855,0.7187305,860.64984,401.90686,0.6212282,849.2282,219.78833,0.632154
15,867.09454,916.04736,0.8952524,859.5264,748.5694,0.94240034,904.472,67.45529,0.71149766,860.6607,401.88928,0.6405082,848.9969,219.8489,0.60931
16,867.03723,915.9949,0.85814553,859.5359,748.60187,0.9457197,904.2055,67.35353,0.71916586,860.60596,401.82916,0.6279597,849.1847,219.73264,0.63953
17,866.99414,916.0161,0.87374365,859.60724,748.61505,0.94603246,862.7211,549.2487,0.72391427,860.6186,401.9448,0.59917295,849.2959,219.7417,0.655022
