scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,941.3343,791.68933,0.42622268,865.5418,648.2496,0.85369354,848.63696,454.56662,0.69266146,838.86523,298.48334,1.0,822.2489,71.58522,0.48714498
1,941.59534,791.6642,0.4281575,865.56744,648.0831,0.87416565,848.7128,455.101,0.69681704,838.82404,298.2757,1.0,822.1388,71.39637,0.49678707
2,941.58105,791.66,0.47638097,865.66296,648.2044,0.87887174,848.67334,455.20618,0.6967763,838.8325,297.9712,1.0,822.09735,71.41129,0.48436022
3,941.7003,791.72675,0.4769347,865.68097,648.1532,0.8736948,848.68353,455.23846,0.68477243,838.883,298.02368,1.0,822.1339,71.33995,0.4937622
4,941.7322,791.7394,0.48451123,865.65924,648.149,0.8743581,848.71344,455.1412,0.69286513,838.88684,298.07397,1.0,822.1705,71.36796,0.5129057
5,941.61426,791.4467,0.47601095,865.75793,648.1197,0.86849666,848.5385,455.16287,0.6928205,838.86755,298.01898,1.0,822.4952,71.26489,0.5348177
6,941.57916,791.36285,0.4767487,865.7338,648.12994,0.87553036,848.644,454.67758,0.7200792,838.9205,297.96573,1.0,822.5739,71.23764,0.5336494
7,941.4994,791.20337,0.46122938,865.6548,647.86743,0.86894614,848.57806,455.1509,0.6665819,839.03516,297.78574,1.0,822.5732,71.23575,0.5438778
8,941.4461,791.0183,0.44785097,865.5787,647.7513,0.87431866,848.86755,454.6399,0.6416196,838.89636,297.5961,1.0,822.4945,71.07144,0.55106926
9,941.4664,790.9454,0.45401114,865.4107,647.8846,0.870998,848.27765,454.749,0.6836526,838.76227,297.76645,1.0,822.0445,71.16528,0.57614064
10,941.72876,791.1029,0.45680934,865.2404,647.97156,0.85748774,848.05536,455.04996,0.6656845,838.7234,298.09143,1.0,821.6537,71.2847,0.5682162
11,941.53046,791.1027,0.4625569,865.3169,647.93896,0.8579947,848.0869,455.0348,0.6706653,838.7166,298.06815,1.0,821.51483,71.17332,0.5853722
12,941.8606,791.0688,0.44659415,865.4085,647.8031,0.86993456,848.1135,454.98456,0.68806165,838.71106,298.10934,1.0,821.4492,71.265785,0.5740007
13,941.8423,790.90094,0.47949255,865.34265,647.37396,0.8441245,848.37445,453.3104,0.72600347,838.9242,297.97162,1.0,821.4322,71.155266,0.59276044
14,941.77814,790.77484,0.4981766,865.3678,647.3557,0.86773884,848.5031,453.2542,0.7178805,838.82715,298.01334,1.0,821.4718,71.17038,0.62373555
15,941.75903,790.46326,0.5324607,865.28864,647.1642,0.88866085,848.3887,453.36288,0.6953729,838.8568,298.017,1.0,821.45,71.28003,0.60389465
16,941.78265,789.9656,0.51285064,865.3673,646.99615,0.8698839,848.21466,453.32742,0.6903821,838.87604,297.94177,1.0,821.60657,71.29456,0.6152491
17,941.7881,790.60785,0.48215753,865.152,647.32434,0.8788634,848.3146,453.35828,0.71052176,838.9323,298.23816,1.0,821.625,71.4978,0.59587646
