scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,841.35187,340.6046,0.6112068,778.85895,205.90257,0.75921893,792.34717,70.281425,0.94417506,1788.4183,105.07481,0.061046157,1854.1467,410.87253,0.21440695
1,840.0477,341.00012,0.69319874,778.3474,205.91042,0.72500086,792.2439,70.385345,0.9311423,1788.5624,104.856895,0.06382278,1854.1333,410.70523,0.2112833
2,840.0009,340.9906,0.68834525,778.34644,205.91339,0.7272885,792.24774,70.28396,0.96103984,1788.6367,104.702866,0.06875016,1854.0704,410.77667,0.22427171
3,840.10004,340.82797,0.7075708,778.3556,205.93138,0.7322106,792.3323,70.393524,0.94332975,1788.5787,104.732445,0.06720178,1854.1282,410.87296,0.21661694
4,841.12054,340.19046,0.6754845,779.2025,205.31935,0.8026903,792.5503,69.81311,0.9529501,1788.609,104.823364,0.06469588,1854.1592,411.01025,0.21040337
5,841.2616,340.1484,0.65314317,779.46375,205.35258,0.7884347,792.22754,70.4346,0.94754094,1788.7454,104.64846,0.06742109,1854.2977,410.549,0.19132133
6,841.1789,340.17892,0.6575601,779.503,205.37288,0.796241,792.6426,69.96606,0.93342084,1788.6979,104.75112,0.06761311,1854.3312,410.3099,0.1729002
7,840.6908,340.2783,0.69038147,778.5929,204.81941,0.77483505,792.5068,69.68518,0.961252,1788.5975,104.859985,0.060406044,1854.3335,410.2973,0.18069611
8,841.2238,340.12747,0.66970557,779.4379,205.24173,0.8100565,792.6407,70.33103,0.93361545,1788.5934,104.91103,0.06301822,1854.3347,410.31943,0.17872271
9,842.5071,339.36774,0.5907894,780.0238,204.62964,0.87353456,793.307,70.00926,0.9324833,1788.6062,104.816505,0.06334826,1854.4109,410.44104,0.1710007
10,842.7765,339.98502,0.5686086,781.0009,205.29857,0.90011364,793.99304,70.591095,0.9342296,1788.5745,104.80453,0.06573874,1854.397,410.45016,0.1694133
11,842.67145,339.9781,0.5626239,780.50226,205.26643,0.8569597,793.24817,70.552376,0.9234682,1788.6399,104.71911,0.07054063,1854.4442,410.44003,0.16809283
12,842.74677,339.97128,0.560178,781.00885,205.29898,0.8998473,794.04913,70.55706,0.9324379,1788.5614,104.93196,0.06072993,1854.4486,410.69785,0.15089643
13,842.84406,339.80896,0.5707032,781.04663,205.13655,0.9020258,793.94653,70.301094,0.9320431,1788.4886,104.91856,0.06437783,1854.3673,410.5166,0.17301233
14,842.92444,339.79575,0.5795232,781.09204,205.05742,0.9259771,793.9547,70.166695,0.9266057,1788.4381,105.092674,0.058739625,1854.3323,410.12982,0.16823332
15,843.11285,339.6483,0.588549,781.34735,204.8924,0.93535924,794.1742,70.27415,0.9258323,1788.4691,104.9594,0.062024307,1854.3607,410.27765,0.17539379
16,843.4968,340.07944,0.6006906,781.64325,205.24742,0.93013686,794.2469,70.43384,0.92153466,1788.5786,104.81779,0.06465471,1854.1865,410.20343,0.17852294
17,843.6772,339.96194,0.61115885,781.6397,205.23624,0.92289156,794.18243,70.40859,0.91193146,1788.5894,104.87375,0.06803038,1854.2825,410.21268,0.17127007
