scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-25.754398,7.162135,34.941067,-24.52529,5.00193,36.247547,-23.555613,2.8955405,38.906055,-22.581163,1.5227299,39.196033,-21.317158,-1.0124685,39.64617
1,-25.753035,7.162862,34.938736,-24.523834,5.003178,36.248222,-23.552782,2.8976362,38.90186,-22.580862,1.5237744,39.196117,-21.318407,-1.0120838,39.648083
2,-25.75307,7.1631413,34.938988,-24.522844,5.003694,36.24757,-23.551506,2.8967254,38.900616,-22.580267,1.525192,39.196663,-21.326462,-1.0106257,39.61886
3,-25.752972,7.164243,34.93886,-24.52121,5.004533,36.24894,-23.551968,2.8969624,38.900764,-22.580011,1.52553,39.196163,-21.331717,-1.0164605,39.628452
4,-25.751307,7.165516,34.942055,-24.52032,5.004942,36.246277,-23.552042,2.8981655,38.902145,-22.579971,1.5261222,39.196133,-21.325115,-1.0103855,39.616276
5,-25.75039,7.1668196,34.944935,-24.518652,5.0066314,36.251717,-23.553251,2.8980057,38.902817,-22.579742,1.5255235,39.194542,-21.314606,-1.0122722,39.64196
6,-25.75028,7.1668153,34.945305,-24.51871,5.006562,36.251488,-23.553497,2.8979342,38.90229,-22.579718,1.525682,39.194515,-21.315304,-1.0124142,39.642994
7,-25.75043,7.1667595,34.94544,-24.518671,5.006914,36.25133,-23.552656,2.8983078,38.90363,-22.579554,1.5255299,39.194435,-21.315325,-1.012163,39.642185
8,-25.750015,7.166397,34.944904,-24.51905,5.0065536,36.252205,-23.550604,2.8995044,38.898983,-22.579308,1.525538,39.19354,-21.315655,-1.0124345,39.643024
9,-25.750193,7.1667957,34.94606,-24.520294,5.0051775,36.254074,-23.553509,2.9002829,38.904682,-22.57754,1.5237744,39.19119,-21.314365,-1.0127406,39.642708
10,-25.750156,7.1667056,34.946434,-24.520247,5.005548,36.255127,-23.552406,2.8997395,38.901333,-22.577627,1.5235463,39.190907,-21.313824,-1.0127447,39.64265
11,-25.750175,7.1665316,34.94604,-24.520197,5.00518,36.253796,-23.552988,2.8992825,38.901955,-22.577085,1.5228595,39.18922,-21.313229,-1.0120181,39.641415
12,-25.749958,7.166736,34.94589,-24.520039,5.005134,36.253723,-23.552841,2.899603,38.90146,-22.576078,1.5225803,39.189945,-21.31364,-1.0114679,39.641422
13,-25.75421,7.165118,34.94281,-24.521822,5.0049105,36.254803,-23.55323,2.8994753,38.902065,-22.575926,1.5225664,39.189907,-21.317987,-1.0157024,39.650085
14,-25.754906,7.1657434,34.940704,-24.52336,5.0043645,36.253944,-23.552067,2.8983092,38.897144,-22.576786,1.5286455,39.190853,-21.319082,-1.0162534,39.65183
15,-25.760319,7.158997,34.94044,-24.526926,5.0036435,36.247177,-23.551575,2.899104,38.897533,-22.577053,1.5282165,39.189663,-21.32554,-1.0148023,39.625454
16,-25.762129,7.1559978,34.93207,-24.527355,5.001955,36.25118,-23.551111,2.8991177,38.895493,-22.577333,1.5279043,39.188515,-21.326399,-1.0159256,39.62678
17,-25.766624,7.1493073,34.93013,-24.530252,4.9995513,36.246613,-23.55446,2.8961797,38.896843,-22.57892,1.5243152,39.192406,-21.325878,-1.0150481,39.62573
18,-25.769577,7.146761,34.933956,-24.530586,4.999007,36.246063,-23.554829,2.8955896,38.900864,-22.578867,1.5241894,39.192886,-21.320267,-1.0106387,39.617035
