scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,887.76465,408.8636,0.7446304,820.1991,274.40735,0.8740254,837.4562,137.95891,0.90922457,1194.0981,604.59753,0.032832492,820.677,273.67383,0.15098889
1,888.2895,408.9572,0.7454163,820.38965,274.38315,0.86560386,837.61646,137.85841,0.89127636,1194.1283,604.4843,0.03311424,820.9596,273.77026,0.15478864
2,889.4081,408.74503,0.638676,820.9226,274.03992,0.85248375,837.96704,137.69252,0.8891101,1194.1608,604.46814,0.028765729,821.9012,273.69073,0.16630206
3,889.81537,408.77008,0.63827175,820.8758,273.9649,0.85788333,838.2556,137.42522,0.8950209,1194.1581,604.47577,0.029136235,821.9176,273.73984,0.16835956
4,888.899,407.93066,0.63798845,820.55963,273.61316,0.8610198,837.5027,137.09972,0.8956566,1194.163,604.4608,0.029885123,821.34576,273.102,0.17095616
5,888.6934,408.24698,0.6476659,820.47504,273.87808,0.8577696,837.67694,137.50032,0.8808057,56.829468,362.28897,0.027980024,821.2843,273.39377,0.16544832
6,888.4654,408.55862,0.638304,820.4037,274.39944,0.8565785,837.6694,137.93102,0.8647489,56.83172,362.27386,0.027892431,821.18396,273.77194,0.15798661
7,888.3912,408.83676,0.67242736,820.5435,274.61554,0.8781768,837.73517,138.01022,0.85996413,56.896023,362.33737,0.027274534,821.3639,274.10355,0.15396088
8,888.0639,408.8938,0.6863548,819.91077,274.67853,0.8763972,837.1582,138.31528,0.8799311,56.862392,362.30502,0.027158786,820.61383,274.00952,0.1419908
9,887.8922,408.54794,0.69131047,819.9591,274.27744,0.8713107,837.2265,137.94894,0.88792175,56.847862,362.27197,0.027328394,820.59955,273.64322,0.14907235
10,887.91516,408.21964,0.670172,820.0702,273.9261,0.87460494,837.30115,137.57019,0.88614464,1194.15,604.4958,0.028301653,820.757,273.34515,0.15120204
11,887.73157,408.22202,0.6549385,819.8495,273.89893,0.87692285,837.16595,137.59784,0.8750318,56.857727,362.2733,0.027541604,820.42834,273.21408,0.14471287
12,887.6226,408.18475,0.6668743,819.3546,273.9585,0.88205695,836.7337,137.71243,0.8893599,56.85376,362.2553,0.028127804,819.7763,273.2767,0.13706915
13,887.6926,408.16327,0.671472,819.48816,273.99152,0.86917603,836.7798,137.66887,0.8822005,56.800087,362.25287,0.027571363,819.9476,273.38934,0.13767488
14,887.8468,408.2501,0.66889805,819.55896,274.04977,0.89000535,837.0374,137.73734,0.89690036,56.84409,362.253,0.027797647,820.0201,273.43448,0.1325331
15,887.9809,408.29782,0.6450841,819.7776,274.10986,0.8940315,837.3436,137.67702,0.8785851,56.82647,362.24948,0.02793905,820.34,273.53226,0.13317265
16,887.92346,408.28842,0.6566271,819.7334,274.1302,0.89409566,837.3992,137.63148,0.88529646,56.799313,362.25507,0.027483206,820.2481,273.53802,0.13295047
17,888.6564,408.23065,0.6545829,820.5059,273.9987,0.86515725,837.7081,137.37347,0.8880161,1194.2465,604.4749,0.030296834,821.29987,273.51385,0.14933763
