scorer,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,893.85895,690.36053,0.8494848,865.5622,537.70795,0.93244225,846.41724,378.6237,0.85090864,894.1006,689.3913,0.052942093,809.0901,92.12887,0.971263
1,893.855,690.3916,0.8505639,865.533,537.7317,0.939247,846.49274,378.62048,0.8568537,894.109,689.4159,0.05274011,809.0956,92.12153,0.97313136
2,893.9083,690.3998,0.85470456,865.5472,537.72107,0.9425952,846.38837,378.69867,0.85180044,894.16406,689.42896,0.052847,809.09674,92.13212,0.9978461
3,893.86755,690.37103,0.8604295,865.5791,537.70886,0.92021644,846.4464,378.81534,0.8462623,846.66406,378.15088,0.055906646,809.10345,92.179855,0.99157095
4,893.8658,690.36816,0.85998195,865.56995,537.69525,0.9197222,846.42114,378.80872,0.84656525,846.6486,378.13135,0.05579869,809.0814,92.07785,0.99403036
5,893.86536,690.3638,0.8531095,865.6114,537.73517,0.92887044,846.4147,378.8033,0.85423255,846.63885,378.12354,0.05260215,808.99634,92.09769,0.98512095
6,893.9109,690.37866,0.84900665,865.636,537.7564,0.93044037,846.40906,378.80106,0.8545673,846.6348,378.12988,0.052719455,808.99115,92.115166,0.98916745
7,893.92444,690.3465,0.85183567,865.6311,537.75446,0.936368,846.402,378.79327,0.8544606,894.1645,689.39197,0.05332391,809.0017,92.11303,0.9899002
8,894.0392,690.3086,0.8531693,865.58936,537.7666,0.9336192,846.40857,378.7719,0.85604644,846.6304,378.1074,0.05525853,809.007,92.1135,0.989018
9,894.2434,690.31836,0.84737605,865.7033,537.77234,0.93226975,846.4034,378.77362,0.85987675,894.49963,689.38696,0.05437139,809.0049,92.16547,1.0
10,894.63495,690.23254,0.83480716,865.6859,537.7716,0.9348804,846.39844,378.76794,0.86069524,894.8767,689.35846,0.05483462,809.00464,92.18501,1.0
11,894.6312,690.228,0.8377651,865.75824,537.7729,0.9297914,846.3913,378.76578,0.85598606,894.8639,689.34906,0.055845924,809.0046,92.18952,1.0
12,894.6335,690.2347,0.83630234,865.77856,537.78516,0.92608917,846.38995,378.7792,0.8568676,894.86035,689.3518,0.056701817,809.0223,92.18337,1.0
13,894.68353,690.22845,0.83319736,865.7262,537.7669,0.9432747,846.48145,378.7188,0.863928,894.923,689.36224,0.056684636,808.99457,92.175285,1.0
14,894.6839,690.2419,0.8327517,865.694,537.74854,0.94482523,846.49457,378.72922,0.857522,894.9321,689.3754,0.05664454,809.00653,92.16462,1.0
15,894.7066,690.25,0.82909924,865.7085,537.75867,0.9477811,846.55774,378.71097,0.85563934,894.96204,689.3846,0.057104953,809.1269,92.179886,1.0
16,894.86206,690.2734,0.8269891,865.82245,537.74786,0.93843186,846.6157,378.69415,0.8499806,895.1403,689.4129,0.057810094,809.11,91.938705,1.0
17,894.85535,690.30884,0.82958657,865.8494,537.7532,0.94194716,846.6236,378.61008,0.8500512,895.1282,689.44666,0.05830154,809.13574,91.95939,1.0
